metabolite_id,metabolite_no_compartment,compartment,metabolite_name,degree,kegg_id,hmdb_id
tetdece1coa[c],tetdece1coa,[c],tetradecenoylcoa,2,NA,NA
tetdece1crn[c],tetdece1crn,[c],tetradecenoyl carnitine,2,NA,HMDB02014
3tetd7ecoacrn[c],3tetd7ecoacrn,[c],3-hydroxy tetradecenoyl-7-carnitine,2,NA,NA
3tetd7ecoacrn[e],3tetd7ecoacrn,[e],3-hydroxy tetradecenoyl-7-carnitine,2,NA,NA
3ttetddcoa[m],3ttetddcoa,[m],"3-hydroxy trans5,8tetradecadienoyl coa",2,NA,NA
3ttetddcoa[c],3ttetddcoa,[c],"3-hydroxy trans5,8tetradecadienoyl coa",2,NA,NA
tetdec2coa[c],tetdec2coa,[c],tetradecadienoylcoa,2,NA,NA
tetdec2crn[c],tetdec2crn,[c],tetradecadienoyl carnitine,2,NA,NA
3ttetddcoacrn[c],3ttetddcoacrn,[c],"3-hydroxy trans5,8tetradecadienoyl carnitine",2,NA,NA
3ttetddcoacrn[e],3ttetddcoacrn,[e],"3-hydroxy trans5,8tetradecadienoyl carnitine",2,NA,NA
3htdcoa[c],3htdcoa,[c],(S)-3-Hydroxytetradecanoyl-CoA,2,C05260,HMDB03934
3tdcrn[c],3tdcrn,[c],3-hydroxy-tetradecanoyl carnitine,2,NA,NA
3hdeccoa[c],3hdeccoa,[c],3-hydroxyhexadecenoylcoa,2,NA,NA
3hdececrn[c],3hdececrn,[c],3-hydroxyhexadecenoylcarnitine,2,NA,NA
3thexddcoa[m],3thexddcoa,[m],"3-hydroxy trans7,10-hexadecadienoylcoa",2,NA,NA
3thexddcoa[c],3thexddcoa,[c],"3-hydroxy trans7,10-hexadecadienoylcoa",2,NA,NA
3thexddcoacrn[c],3thexddcoacrn,[c],"3-hydroxy trans7,10-hexadecadienoyl carnitine",2,NA,NA
3thexddcoacrn[e],3thexddcoacrn,[e],"3-hydroxy trans7,10-hexadecadienoyl carnitine",2,NA,NA
hexdicoa[c],hexdicoa,[c],hexadecanedioylcoa,2,NA,NA
c16dc[c],c16dc,[c],Hexadecanedioic acid mono-L-carnitine ester,2,NA,HMDB00712
c16dc[e],c16dc,[e],Hexadecanedioic acid mono-L-carnitine ester,2,NA,HMDB00712
3hexdcoa[c],3hexdcoa,[c],3-hydroxyhexadecanoylcoa,2,C05258,HMDB03932
3hexdcrn[c],3hexdcrn,[c],3-hydroxyhexadecanoylcarnitine,2,NA,HMDB13336
3octdece1coa[c],3octdece1coa,[c],3-hydroxyoctadecenoylcoa,2,NA,NA
3octdece1crn[c],3octdece1crn,[c],3-hydroxy-octadecenoyl carnitine,2,NA,NA
3ocddcoa[c],3ocddcoa,[c],3-hydroxyoctadecadienoylcoa,2,NA,NA
3octdec2crn[c],3octdec2crn,[c],3-hydroxyoctadecadienoylcarnitine,2,NA,NA
3hodcoa[c],3hodcoa,[c],(S)-3-Hydroxyoctadecanoyl-CoA,2,NA,NA
3octdeccrn[c],3octdeccrn,[c],3-hydroxyoctadecanoyl carnitine,2,NA,NA
c3dc[c],c3dc,[c],malonyl carnitine,2,NA,HMDB02095
c3dc[e],c3dc,[e],malonyl carnitine,2,NA,HMDB02095
c4crn[m],c4crn,[m],butyryl carnitine,2,C02862,HMDB02013
c4crn[e],c4crn,[e],butyryl carnitine,2,C02862,HMDB02013
c4dc[x],c4dc,[x],succinyl carnitine,2,NA,NA
c4dc[e],c4dc,[e],succinyl carnitine,2,NA,NA
c4crn[x],c4crn,[x],butyryl carnitine,2,C02862,HMDB02013
ivcoa[c],ivcoa,[c],Isovaleryl-CoA,2,C02939,HMDB01113
ivcrn[c],ivcrn,[c],isovaleryl carnitine,2,NA,HMDB00688
c51crn[c],c51crn,[c],tiglyl carnitine,2,NA,HMDB02366
c5dc[c],c5dc,[c],glutaryl carnitine,2,NA,HMDB13130
c5dc[e],c5dc,[e],glutaryl carnitine,2,NA,HMDB13130
hxcoa[c],hxcoa,[c],Hexanoyl-CoA (n-C6:0CoA),2,NA,NA
c6crn[x],c6crn,[x],hexanoyl carnitine,2,NA,HMDB00705
c6crn[e],c6crn,[e],hexanoyl carnitine,2,NA,HMDB00705
c6dc[e],c6dc,[e],adipoyl carnitine,2,NA,NA
c8crn[c],c8crn,[c],octanoyl carnitine,2,C02838,HMDB00791
c81coa[c],c81coa,[c],octenoylcoa,2,C05276,HMDB03949
c81crn[c],c81crn,[c],octenoyl carnitine,2,NA,HMDB13324
c81crn[e],c81crn,[e],octenoyl carnitine,2,NA,HMDB13324
c8crn[e],c8crn,[e],octanoyl carnitine,2,C02838,HMDB00791
sbcoa[c],sbcoa,[c],suberylcoa,2,NA,NA
c8dc[e],c8dc,[e],suberyl carnitine,2,NA,NA
dca[e],dca,[e],Decanoate (n-C10:0),2,NA,NA
dca[c],dca,[c],Decanoate (n-C10:0),2,NA,NA
dca[r],dca,[r],Decanoate (n-C10:0),2,NA,NA
3ddcrn[e],3ddcrn,[e],3-hydroxydodecanoylcarnitine,2,NA,NA
ddeccrn[e],ddeccrn,[e],lauroyl carnitine,2,NA,HMDB02250
ddece1crn[e],ddece1crn,[e],dodecenoyl carnitine,2,NA,NA
3deccrn[e],3deccrn,[e],3-hydroxydecanoylcarnitine,2,NA,NA
decdicrn[e],decdicrn,[e],decadienoyl carnitine,2,NA,HMDB13325
doco13ecoa[c],doco13ecoa,[c],13-docosenoylcoa,2,C16531,NA
doco13ac[e],doco13ac,[e],docosenoic acid (C22:1),2,C08316,HMDB02068
docoscoa[c],docoscoa,[c],docosanoylcoa,2,NA,HMDB12930
docosac[e],docosac,[e],Behenic acid,2,C08281,HMDB00944
docosdiac[r],docosdiac,[r],docosanedioicacid,2,C19625,NA
docosdiac[e],docosdiac,[e],docosanedioicacid,2,C19625,NA
3hdececrn[e],3hdececrn,[e],3-hydroxyhexadecenoylcarnitine,2,NA,NA
3hexdcrn[e],3hexdcrn,[e],3-hydroxyhexadecanoylcarnitine,2,NA,HMDB13336
3ivcrn[e],3ivcrn,[e],3-hydroxy-isovaleryl carnitine,2,NA,NA
3octdec2crn[e],3octdec2crn,[e],3-hydroxyoctadecadienoylcarnitine,2,NA,NA
3octdeccrn[e],3octdeccrn,[e],3-hydroxyoctadecanoyl carnitine,2,NA,NA
3octdece1crn[e],3octdece1crn,[e],3-hydroxy-octadecenoyl carnitine,2,NA,NA
3tdcrn[e],3tdcrn,[e],3-hydroxy-tetradecanoyl carnitine,2,NA,NA
c51crn[e],c51crn,[e],tiglyl carnitine,2,NA,HMDB02366
ivcrn[e],ivcrn,[e],isovaleryl carnitine,2,NA,HMDB00688
tdcrn[e],tdcrn,[e],myristoyl carnitine,2,NA,HMDB05066
tetdec2crn[e],tetdec2crn,[e],tetradecadienoyl carnitine,2,NA,NA
tetdece1crn[e],tetdece1crn,[e],tetradecenoyl carnitine,2,NA,HMDB02014
dece4coa[m],dece4coa,[m],4-decenoylcoa,2,NA,HMDB02145
dec24dicoa[m],dec24dicoa,[m],"2,4-decadienoylcoa",2,NA,HMDB01168
dece4coa[x],dece4coa,[x],4-decenoylcoa,2,NA,HMDB02145
dec24dicoa[x],dec24dicoa,[x],"2,4-decadienoylcoa",2,NA,HMDB01168
dc2coa[x],dc2coa,[x],trans-Dec-2-enoyl-CoA,2,C05275,HMDB03948
dece3coa[x],dece3coa,[x],3-decenoylcoa,2,NA,HMDB02137
dec47dicoa[m],dec47dicoa,[m],"4,7-decadienoylcoa",2,NA,NA
dectricoa[m],dectricoa,[m],"2,4,7-decatrienoylcoa",2,NA,NA
dec47dicoa[x],dec47dicoa,[x],"4,7-decadienoylcoa",2,NA,NA
dectricoa[x],dectricoa,[x],"2,4,7-decatrienoylcoa",2,NA,NA
2decdicoa[m],2decdicoa,[m],"2,7-decadienoylcoa",2,NA,NA
octe5coa[m],octe5coa,[m],5-octenoylcoa,2,NA,NA
2decdicoa[x],2decdicoa,[x],"2,7-decadienoylcoa",2,NA,NA
octe5coa[x],octe5coa,[x],5-octenoylcoa,2,NA,NA
3decdicoa[m],3decdicoa,[m],"3,7-decadienoylcoa",2,NA,NA
3decdicoa[x],3decdicoa,[x],"3,7-decadienoylcoa",2,NA,NA
3hdcoa[m],3hdcoa,[m],(S)-3-Hydroxydecanoyl-CoA,2,C05264,HMDB03938
tmuncoa[x],tmuncoa,[x],"2,6,10-trimethyl undecanoylcoa",2,NA,NA
undcoa[m],undcoa,[m],undecanoylcoa,2,NA,HMDB13114
noncoa[m],noncoa,[m],nonanoylcoa,2,C01942,HMDB13028
dd5ecoa[m],dd5ecoa,[m],5-dodecenoylcoa,2,NA,NA
dd3coa[x],dd3coa,[x],cis-dodec-3-enoyl-CoA(4-),2,C02944,HMDB04257
2ddecdicoa[m],2ddecdicoa,[m],"2,6-dodecadienoylcoa",2,C05279,HMDB11123
3ddecdicoa[m],3ddecdicoa,[m],"3,6-dodecadienoylcoa",2,C05280,HMDB03952
3ddecdicoa[x],3ddecdicoa,[x],"3,6-dodecadienoylcoa",2,C05280,HMDB03952
2ddecdicoa[x],2ddecdicoa,[x],"2,6-dodecadienoylcoa",2,C05279,HMDB11123
2dodtricoa[m],2dodtricoa,[m],"2,6,9-dodecatrienoylcoa",2,NA,NA
2dodtricoa[x],2dodtricoa,[x],"2,6,9-dodecatrienoylcoa",2,NA,NA
3dodtricoa[m],3dodtricoa,[m],"3,6,9-dodecatrienoylcoa",2,NA,NA
3dodtricoa[x],3dodtricoa,[x],"3,6,9-dodecatrienoylcoa",2,NA,NA
3hddcoa[m],3hddcoa,[m],(S)-3-Hydroxydodecanoyl-CoA,2,C05262,HMDB03936
c12dc[x],c12dc,[x],dodecanedioyl carnitine,2,NA,NA
tmtrdcoa[x],tmtrdcoa,[x],"4,8,12-trimethyl tridecanoylcoa",2,NA,NA
tridcoa[m],tridcoa,[m],tridecanoylcoa,2,NA,HMDB13109
tetde5coa[x],tetde5coa,[x],5-tetradecenoylcoa,2,NA,NA
tetdecdicoa[x],tetdecdicoa,[x],"5,8-tetradecadienoylcoa",2,NA,HMDB02288
5tedtricoa[x],5tedtricoa,[x],"5,8,11-tetradecatrienoylcoa",2,NA,NA
3htdcoa[m],3htdcoa,[m],(S)-3-Hydroxytetradecanoyl-CoA,2,C05260,HMDB03934
c14dccoa[x],c14dccoa,[x],tetradecanedioylcoa,2,NA,NA
hexde7coa[x],hexde7coa,[x],7-hexadecenoylcoa,2,NA,NA
3hdeccoa[m],3hdeccoa,[m],3-hydroxyhexadecenoylcoa,2,NA,NA
hexddcoa[m],hexddcoa,[m],"7,10-hexadecadienoylcoa",2,NA,NA
2hexdtricoa[x],2hexdtricoa,[x],"2,7,10-hexadecatrienoylcoa",2,NA,NA
hexdtrcoa[m],hexdtrcoa,[m],"7,10,13-hexadecatrienoylcoa",2,NA,NA
hexdectecoa[m],hexdectecoa,[m],"2,4,7,10-hexadecatetraenoylcoa",2,NA,NA
4hexdtricoa[x],4hexdtricoa,[x],"4,7,10-hexadecatrienoylcoa",2,NA,NA
hexdectecoa[x],hexdectecoa,[x],"2,4,7,10-hexadecatetraenoylcoa",2,NA,NA
2hexdtricoa[m],2hexdtricoa,[m],"2,7,10-hexadecatrienoylcoa",2,NA,NA
3hexdtricoa[m],3hexdtricoa,[m],"3,7,10-hexadecatrienoylcoa",2,NA,NA
3hexdtricoa[x],3hexdtricoa,[x],"3,7,10-hexadecatrienoylcoa",2,NA,NA
2hexdtetcoa[m],2hexdtetcoa,[m],"2,7,10,13-hexadecatetraenoylcoa",2,NA,NA
2hexdtetcoa[x],2hexdtetcoa,[x],"2,7,10,13-hexadecatetraenoylcoa",2,NA,NA
hedepecoa[m],hedepecoa,[m],"2,4,7,10,13-hexadecapentenoylcoa",2,NA,NA
4hexdtetcoa[x],4hexdtetcoa,[x],"4,7,10,13-hexadecatetraenoylcoa",2,NA,NA
hexdpencoa[x],hexdpencoa,[x],"2,4,7,10,13-hexadecapentaenoylcoa",2,NA,NA
3hexdtetcoa[m],3hexdtetcoa,[m],"3,7,10,13-hexadecatetraenoylcoa",2,NA,NA
3hexdtetcoa[x],3hexdtetcoa,[x],"3,7,10,13-hexadecatetraenoylcoa",2,NA,NA
3hexdcoa[m],3hexdcoa,[m],3-hydroxyhexadecanoylcoa,2,C05258,HMDB03932
hexdicoa[x],hexdicoa,[x],hexadecanedioylcoa,2,NA,NA
hexdiac[r],hexdiac,[r],hexadecanediocacid,2,C19615,HMDB00672
omhpal[r],omhpal,[r],w-hydroxypalmiticacid,2,NA,HMDB06294
octd11ecoa[m],octd11ecoa,[m],11-octadecenoylcoa,2,NA,NA
ocde9ecoa[x],ocde9ecoa,[x],9-octadecenoylcoa,2,C00510,HMDB01322
octdececoa[m],octdececoa,[m],octadecenoylcoa,2,NA,NA
3octdece1coa[m],3octdece1coa,[m],3-hydroxyoctadecenoylcoa,2,NA,NA
3ocddcoa[m],3ocddcoa,[m],3-hydroxyoctadecadienoylcoa,2,NA,NA
2octdectecoa[m],2octdectecoa,[m],"2,6,9,12-octadecatetraenoylcoa",2,NA,NA
2octdectecoa[x],2octdectecoa,[x],"2,6,9,12-octadecatetraenoylcoa",2,NA,NA
3octdectecoa[m],3octdectecoa,[m],"3,6,9,12-octadecatetraenoylcoa",2,NA,NA
3octdectecoa[x],3octdectecoa,[x],"3,6,9,12-octadecatetraenoylcoa",2,NA,NA
2octpencoa[m],2octpencoa,[m],"2,6,9,12,15-octadecapentenoylcoa",2,NA,NA
3octpencoa[m],3octpencoa,[m],"3,6,9,12,15-octadecapentenoylcoa",2,NA,NA
3hodcoa[m],3hodcoa,[m],(S)-3-Hydroxyoctadecanoyl-CoA,2,NA,NA
ei11ecoa[x],ei11ecoa,[x],11-eicosenoylcoa,2,C16530,NA
eitetcoa[m],eitetcoa,[m],"5,8,11,14-eicosatetraenoylcoa",2,NA,NA
eitetcoa[x],eitetcoa,[x],"5,8,11,14-eicosatetraenoylcoa",2,NA,NA
eipencoa[x],eipencoa,[x],"2,5,8,11,14-eicosapentaenoylcoa",2,NA,NA
5eipencoa[m],5eipencoa,[m],"5,8,11,14,17-eicosapentenoylcoa",2,NA,NA
2docopencoa[m],2docopencoa,[m],"2,7,10,13,16-docosapentenoylcoa",2,NA,NA
2docopencoa[x],2docopencoa,[x],"2,7,10,13,16-docosapentenoylcoa",2,NA,NA
docohexcoa[m],docohexcoa,[m],"2,4,7,10,13,16-docosahexenoylcoa",2,NA,NA
docohexcoa[x],docohexcoa,[x],"2,4,7,10,13,16-docosahexenoylcoa",2,NA,NA
3docopencoa[m],3docopencoa,[m],"3,7,10,13,16-docosapentenoylcoa",2,NA,NA
3docopencoa[x],3docopencoa,[x],"3,7,10,13,16-docosapentenoylcoa",2,NA,NA
2docohexecoa[m],2docohexecoa,[m],"2,7,10,13,16,19-docosahexenoylcoa",2,NA,NA
docohepcoa[m],docohepcoa,[m],"2,4,7,10,13,16,19-docosaheptenoylcoa",2,NA,NA
docosahexcoa[m],docosahexcoa,[m],"3,7,10,13,16,19-docosahexenoylcoa",2,NA,NA
omhdocosac[r],omhdocosac,[r],w-hydroxydocosanoicacid,2,C19623,NA
succoa[c],succoa,[c],Succinyl-CoA,2,C00091,HMDB01022
pentcoa[m],pentcoa,[m],pentanoylcoa,2,C00888,HMDB13037
glutcoa[c],glutcoa,[c],glutaryl-CoA(5-),2,C00527,HMDB01339
3ivcoa[m],3ivcoa,[m],3-hydroxyisovalerylcoa,2,C05998,HMDB06870
3ivcoa[c],3ivcoa,[c],3-hydroxyisovalerylcoa,2,C05998,HMDB06870
3ivcrn[c],3ivcrn,[c],3-hydroxy-isovaleryl carnitine,2,NA,NA
hx2coa[m],hx2coa,[m],trans-Hex-2-enoyl-CoA,2,C05271,HMDB03944
hx2coa[x],hx2coa,[x],trans-Hex-2-enoyl-CoA,2,C05271,HMDB03944
hexe3coa[m],hexe3coa,[m],3-hexenoylcoa,2,NA,HMDB06522
hexe3coa[x],hexe3coa,[x],3-hexenoylcoa,2,NA,HMDB06522
hepcoa[m],hepcoa,[m],heptanoylcoa,2,NA,HMDB12969
omhdecacid[r],omhdecacid,[r],w-hydroxydecanoicacid,2,NA,NA
omhpal[c],omhpal,[c],w-hydroxypalmiticacid,2,NA,HMDB06294
hexdiac[c],hexdiac,[c],hexadecanediocacid,2,C19615,HMDB00672
omhdocosac[c],omhdocosac,[c],w-hydroxydocosanoicacid,2,C19623,NA
omhdecacid[c],omhdecacid,[c],w-hydroxydecanoicacid,2,NA,NA
tdec4ecoa[m],tdec4ecoa,[m],trans4decenoylcoa,2,NA,NA
ctdecdcoa[m],ctdecdcoa,[m],cis2trans4decadienoylcoa,2,NA,NA
tddedi2coa[m],tddedi2coa,[m],"trans2,6dodecadienoylcoa",2,NA,NA
tddedicoa[m],tddedicoa,[m],"trans3,6dodecadienoylcoa",2,C05280,HMDB03952
octd11ecoa[c],octd11ecoa,[c],11-octadecenoylcoa,2,NA,NA
ocdececrn[c],ocdececrn,[c],11-octadecenoyl carnitine,2,NA,HMDB06351
ocdececrn[m],ocdececrn,[m],11-octadecenoyl carnitine,2,NA,HMDB06351
octdececrn[c],octdececrn,[c],"octadecenoyl carnitine (hypothetical, position of double bond unknown)",2,NA,NA
octdececrn[m],octdececrn,[m],"octadecenoyl carnitine (hypothetical, position of double bond unknown)",2,NA,NA
octdececoa[c],octdececoa,[c],octadecenoylcoa,2,NA,NA
subeac[x],subeac,[x],suberic acid,2,C08278,HMDB00893
sebacid[x],sebacid,[x],sebacicacid,2,C08277,HMDB00792
subeac[c],subeac,[c],suberic acid,2,C08278,HMDB00893
c8dc[x],c8dc,[x],suberyl carnitine,2,NA,NA
alaala[c],alaala,[c],D-Alanyl-D-alanine,2,C00993,HMDB03459
alaala[e],alaala,[e],D-Alanyl-D-alanine,2,C00993,HMDB03459
glgchlo[e],glgchlo,[e],beta glucan-glycocholate complex,2,NA,NA
gltcho[e],gltcho,[e],beta glucan-taurocholic acid complex,2,NA,NA
gltdechol[e],gltdechol,[e],beta glucan-taurodeoxycholic acid complex,2,NA,NA
carn[e],carn,[e],carnosine,2,C00386,HMDB00033
adocbl[c],adocbl,[c],Adenosylcobalamin,2,C00194,HMDB02086
glygly[c],glygly,[c],Glycyl-glycine,2,C02037,HMDB11733
glygly[e],glygly,[e],Glycyl-glycine,2,C02037,HMDB11733
glyleu[c],glyleu,[c],Glycylleucine,2,C02155,HMDB00759
glyleu[e],glyleu,[e],Glycylleucine,2,C02155,HMDB00759
glyphe[e],glyphe,[e],Glycylphenylalanine,2,NA,NA
glyphe[c],glyphe,[c],Glycylphenylalanine,2,NA,NA
glypro[e],glypro,[e],Glycylproline,2,NA,HMDB00721
glypro[c],glypro,[c],Glycylproline,2,NA,HMDB00721
glysar[c],glysar,[c],Glycylsarcosine,2,NA,NA
glysar[e],glysar,[e],Glycylsarcosine,2,NA,NA
gumdchac[e],gumdchac,[e],guar gum-deoxyxholic acid complex,2,NA,NA
gumgchol[e],gumgchol,[e],guar gum-glycocholate complex,2,NA,NA
gumtchol[e],gumtchol,[e],guar gum-taurocholic acid complex,2,NA,NA
5HPET[r],5HPET,[r],5(S)-HPETE(1-),2,C05356,HMDB01193
leugly[e],leugly,[e],Leucylglycine,2,NA,NA
leugly[c],leugly,[c],Leucylglycine,2,NA,NA
leuleu[c],leuleu,[c],Leucylleucine,2,C11332,NA
leuleu[e],leuleu,[e],Leucylleucine,2,C11332,NA
pectindchac[e],pectindchac,[e],pectin-deoxycholic acid complex,2,NA,NA
pectingchol[e],pectingchol,[e],pectin-glycocholate complex,2,NA,NA
pectintchol[e],pectintchol,[e],pectin-taurocholic acid complex,2,NA,NA
progly[e],progly,[e],L-Prolinylglycine,2,NA,HMDB11178
progly[c],progly,[c],L-Prolinylglycine,2,NA,HMDB11178
psylchol[e],psylchol,[e],psillium-glycocholic acid complex,2,NA,NA
psyltchol[e],psyltchol,[e],psyllium-taurocholic acid complex,2,NA,NA
psyltdechol[e],psyltdechol,[e],psyllium-taurodeoxycholic acid complex,2,NA,NA
1a25dhvitd3[c],1a25dhvitd3,[c],calcitriol,2,C01673,HMDB01903
1a25dhvitd3[n],1a25dhvitd3,[n],calcitriol,2,C01673,HMDB01903
4abut[n],4abut,[n],4-Aminobutanoate,2,C00334,HMDB00112
oh1[c],oh1,[c],hydroxide ion,2,C01328,HMDB01039
q10[e],q10,[e],ubiquinone-10,2,C11378,HMDB01072
dhap[m],dhap,[m],Dihydroxyacetone phosphate,2,C00111,HMDB01473
5dpmev[c],5dpmev,[c],(R)-5-Diphosphomevalonate,2,C01143,HMDB01090
slfcys[e],slfcys,[e],S-Sulfo-L-cysteine,2,C05824,HMDB00731
q10h2[e],q10h2,[e],Ubiquinol-10,2,C00390,HMDB13111
fe3[c],fe3,[c],Fe3+,2,C14819,HMDB12943
mal_L[x],mal_L,[x],(S)-malate(2-),2,C00149,HMDB00156
5pmev[c],5pmev,[c],(R)-5-phosphonatomevalonate(3-),2,C01107,HMDB01343
slfcys[c],slfcys,[c],S-Sulfo-L-cysteine,2,C05824,HMDB00731
HC01335[c],HC01335,[c],10fthf5glu[c],2,NA,NA
m_em_3gacpail_hs[r],m_em_3gacpail_hs,[r],mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)),2,NA,NA
34hpp[e],34hpp,[e],3-(4-hydroxyphenyl)pyruvate,2,C01179,HMDB00707
3mob[e],3mob,[e],3-methyl-2-oxobutanoate,2,C00141,HMDB00019
3mop[e],3mop,[e],3-methyl-2-oxopentanoate,2,C03465,HMDB00491
4mop[e],4mop,[e],4-methyl-2-oxopentanoate,2,C00233,HMDB00695
5mta[e],5mta,[e],5-Methylthioadenosine,2,C00170,HMDB01173
5oxpro[e],5oxpro,[e],5-oxoprolinate,2,C01879,HMDB00267
ahcys[e],ahcys,[e],S-Adenosyl-L-homocysteine,2,C00021,HMDB00939
aicar[e],aicar,[e],5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,2,C04677,HMDB01517
anth[e],anth,[e],anthranilate,2,C00108,HMDB01123
cbasp[e],cbasp,[e],N-Carbamoyl-L-aspartate,2,C00438,HMDB00828
mal_L[e],mal_L,[e],(S)-malate(2-),2,C00149,HMDB00156
idour[e],idour,[e],L-iduronate,2,C06472,HMDB02704
3hpcoa[c],3hpcoa,[c],3-hydroxypropanoyl-CoA(4-),1,C05668,HMDB06807
msa[c],msa,[c],3-oxopropanoate,1,C00222,HMDB11111
48dhoxquin[c],48dhoxquin,[c],"quinoline-4,8-diol",1,C05637,NA
3amp[l],3amp,[l],3'-AMP(2-),1,C01367,HMDB03540
4mptnl[r],4mptnl,[r],4-methylpentanal,1,C02373,HMDB01318
5hoxindoa[m],5hoxindoa,[m],5-Hydroxyindoleacetate,1,C05635,HMDB00763
5hoxnfkyn[c],5hoxnfkyn,[c],5-hydroxy-N-formylkynurenine,1,C05648,HMDB04086
5hxkyn[c],5hxkyn,[c],5-hydroxykynurenine,1,C05651,HMDB12819
46dhoxquin[c],46dhoxquin,[c],"4,6-Dihydroxyquinoline",1,C05639,HMDB04077
m2mn[c],m2mn,[c],(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine,1,NA,HMDB06537
mn[c],mn,[c],"beta-1,4-mannose-N-acetylglucosamine",1,NA,HMDB06535
thcrm_hs[c],thcrm_hs,[c],trihexosyl ceramide,1,NA,NA
gncore1[g],gncore1,[g],"GlcNAc-alpha-1,4-Core 1",1,NA,NA
4abut[l],4abut,[l],4-Aminobutanoate,1,C00334,HMDB00112
3ohodcoa[x],3ohodcoa,[x],3-Oxooctadecanoyl-CoA,1,C16216,HMDB06498
3ohxccoa[x],3ohxccoa,[x],3-Oxohexacosyl-CoA,1,NA,NA
acglu[m],acglu,[m],N-acetyl-L-glutamate(2-),1,C00624,HMDB01138
acorn[c],acorn,[c],N(2)-acetyl-L-ornithine,1,C00437,HMDB03357
5moxact[c],5moxact,[c],5-Methoxyindoleacetate,1,C05660,HMDB04096
ade[l],ade,[l],Adenine,1,C00147,HMDB00034
adpglc[c],adpglc,[c],ADP alpha-D-glucoside(2-),1,C00498,HMDB06557
adpman[c],adpman,[c],ADPmannose,1,C06192,HMDB06369
adprib[m],adprib,[m],ADPribose,1,C00301,HMDB01178
r5p[m],r5p,[m],alpha-D-Ribose 5-phosphate,1,C03736,HMDB00618
3padsel[c],3padsel,[c],3'-Phosphoadenylylselenate,1,C05696,HMDB11104
dak2gpe_hs[c],dak2gpe_hs,[c],1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen,1,NA,NA
acg5p[m],acg5p,[m],N-acetyl-L-gamma-glutamyl phosphate(3-),1,C04133,HMDB06456
acg5sa[m],acg5sa,[m],2-acetamido-5-oxopentanoate,1,C01250,HMDB06488
alkylR1oh[x],alkylR1oh,[x],hydroxy alkyl chain,1,NA,NA
id3acald[m],id3acald,[m],indol-3-ylacetaldehyde,1,C00637,HMDB01190
ind3ac[m],ind3ac,[m],indole-3-acetate,1,C00954,HMDB00197
dha[c],dha,[c],glycerone,1,C00184,HMDB01882
12HPET[c],12HPET,[c],"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate",1,C05965,HMDB04243
12RHPET[c],12RHPET,[c],12R-Hydroperoxyeicosatetraenoate,1,C14812,HMDB04692
dhcholoylcoa[r],dhcholoylcoa,[r],"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",1,C05447,HMDB06895
cholcoas[r],cholcoas,[r],"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)",1,C05448,HMDB02178
ap4a[c],ap4a,[c],"P(1),P(4)-bis(5'-adenosyl) tetraphosphate(4-)",1,C01260,HMDB01211
bamppald[m],bamppald,[m],beta-Aminopropion aldehyde,1,C05665,HMDB01106
bdg2hc[c],bdg2hc,[c],cis-beta-D-Glucosyl-2-hydroxycinnamate,1,C05839,NA
2coum[c],2coum,[c],cis-2-coumarate,1,C05838,NA
c2m26dcoa[m],c2m26dcoa,[m],"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",1,C11946,HMDB06540
c2m26dcoa[x],c2m26dcoa,[x],"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",1,C11946,HMDB06540
cbl2[m],cbl2,[m],Cob(II)alamin,1,C00541,HMDB06316
cbl1[m],cbl1,[m],Cob(I)alamin,1,C00853,HMDB03429
adocbl[m],adocbl,[m],Adenosylcobalamin,1,C00194,HMDB02086
nh4[r],nh4,[r],Ammonium,1,C00014,HMDB00051
prostg1[c],prostg1,[c],15-dehydro-prostaglandin E1(1-),1,C04654,HMDB01320
cca_d3[m],cca_d3,[m],Calcitroic acid (D3),1,NA,NA
chtn[c],chtn,[c],chitin,1,NA,NA
clpndcoa[m],clpndcoa,[m],clupanodonyl CoA,1,C16166,HMDB06267
coke[r],coke,[r],cocaine(1+),1,C01416,NA
ntm2amep[c],ntm2amep,[c],N-Trimethyl-2-aminoethylphosphonate,1,C06459,NA
cmpntm2amep[c],cmpntm2amep,[c],CMP-N-trimethyl-2-aminoethylphosphonate,1,C05674,NA
crtn[c],crtn,[c],creatinine,1,C00791,HMDB00562
crtstrn[r],crtstrn,[r],corticosterone,1,C02140,HMDB01547
thcys[c],thcys,[c],3-disulfanyl-L-alanine,1,C01962,HMDB03585
mercppyr[m],mercppyr,[m],3-mercaptopyruvate,1,C00957,HMDB01368
ala_D[l],ala_D,[l],D-alanine,1,C00133,HMDB01310
arg_D[x],arg_D,[x],D-argininium(1+),1,C00792,HMDB03416
5g2oxpt[x],5g2oxpt,[x],5-guanidino-2-oxopentanoic acid,1,C03771,HMDB04225
dcyt[m],dcyt,[m],Deoxycytidine,1,C00881,HMDB00014
