reaction_no_direction,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
r2307,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin I2(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin I2(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",SLCO1B2,"Transport, extracellular",N/A,0
r2308,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * histamium [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * histamium [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2309,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * Norepinephrine [e] --> 1.00 * Bicarbonate [e] + 1.00 * Norepinephrine [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2310,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * serotonin(1+) [e] --> 1.00 * Bicarbonate [e] + 1.00 * serotonin(1+) [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2311,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [c] + 1.00 * acetylcholine [e] + 1.00 * Reduced glutathione [c] --> 1.00 * Bicarbonate [e] + 1.00 * acetylcholine [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2312,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * dopaminium(1+) [e] --> 1.00 * Bicarbonate [e] + 1.00 * dopaminium(1+) [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2313,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * arachidonate [e] + 1.00 * Reduced glutathione [c] --> 1.00 * Bicarbonate [e] + 1.00 * arachidonate [c] + 1.00 * Reduced glutathione [e]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2314,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * Leukotriene D4 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * Leukotriene D4 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2315,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * 20-hydroxy-arachidonate [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * 20-hydroxy-arachidonate [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2316,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * leukotriene A4(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene A4(1-) [c] + 1.00 * Reduced glutathione [e]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2317,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * leukotriene B4(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * leukotriene B4(1-) [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2318,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * leukotriene F4 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * leukotriene F4 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2319,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin A1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin A1(1-) [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2320,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-a2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-a2 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2321,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-b1 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-b1 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2322,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-b2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-b2 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2323,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin C1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin C1(1-) [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2324,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-c2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-c2 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2325,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-d1 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-d1 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2326,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin D2(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin D2(1-) [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2327,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-d3 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-d3 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2328,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin E1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E1(1-) [c] + 1.00 * Reduced glutathione [e]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2329,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-e3 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-e3 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2330,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-f1alpha [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-f1alpha [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2331,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin F2alpha(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin F2alpha(1-) [c] + 1.00 * Reduced glutathione [e]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2332,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-f2beta [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-f2beta [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2333,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin-g2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin-g2 [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2334,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin H2(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin H2(1-) [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2335,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin I2(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * prostaglandin I2(1-) [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,0
r2338,Major Facilitator(MFS) TCDB:2.A.1.19.1,"1.00 * acetylcholine [e] --> 1.00 * acetylcholine [c]
SLC22A1",SLC22A1,"Transport, extracellular",N/A,0
r2341,Organic anion transporter 5 Utilized transport,"1.00 * leukotriene C4(2-) [e] --> 1.00 * leukotriene C4(2-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2342,Organic anion transporter 5 Utilized transport,"1.00 * estrone 3-sulfate(1-) [e] --> 1.00 * estrone 3-sulfate(1-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2343,Organic anion transporter 5 Utilized transport,"1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [e] --> 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2344,Organic anion transporter 5 Utilized transport,"1.00 * bis(beta-glucosyluronate)bilirubin [e] --> 1.00 * bis(beta-glucosyluronate)bilirubin [c]
No genes",NA,"Transport, extracellular",N/A,0
r2346,Organic anion transporter 5 Utilized transport,"1.00 * 20-hydroxy-arachidonate [e] --> 1.00 * 20-hydroxy-arachidonate [c]
No genes",NA,"Transport, extracellular",N/A,0
r2347,Organic anion transporter 5 Utilized transport,"1.00 * thromboxane-b2 [e] --> 1.00 * thromboxane-b2 [c]
No genes",NA,"Transport, extracellular",N/A,0
r2352,Organic anion transporter 5 Utilized transport,"1.00 * reverse-triiodthyronine [e] --> 1.00 * reverse-triiodthyronine [c]
No genes",NA,"Transport, extracellular",N/A,0
r2353,Organic anion transporter 5 Utilized transport,"1.00 * mono(glucosyluronic acid)bilirubin(2-) [e] --> 1.00 * mono(glucosyluronic acid)bilirubin(2-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2354,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin A1(1-) [e] --> 1.00 * prostaglandin A1(1-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2355,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-a2 [e] --> 1.00 * prostaglandin-a2 [c]
No genes",NA,"Transport, extracellular",N/A,0
r2356,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-b1 [e] --> 1.00 * prostaglandin-b1 [c]
No genes",NA,"Transport, extracellular",N/A,0
r2357,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-b2 [e] --> 1.00 * prostaglandin-b2 [c]
No genes",NA,"Transport, extracellular",N/A,0
r2358,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin C1(1-) [e] --> 1.00 * prostaglandin C1(1-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2359,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-c2 [e] --> 1.00 * prostaglandin-c2 [c]
No genes",NA,"Transport, extracellular",N/A,0
r2360,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-d1 [e] --> 1.00 * prostaglandin-d1 [c]
No genes",NA,"Transport, extracellular",N/A,0
r2361,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin D2(1-) [e] --> 1.00 * prostaglandin D2(1-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2362,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-d3 [e] --> 1.00 * prostaglandin-d3 [c]
No genes",NA,"Transport, extracellular",N/A,0
r2363,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin E1(1-) [e] --> 1.00 * prostaglandin E1(1-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2364,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-e3 [e] --> 1.00 * prostaglandin-e3 [c]
No genes",NA,"Transport, extracellular",N/A,0
r2365,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-f1alpha [e] --> 1.00 * prostaglandin-f1alpha [c]
No genes",NA,"Transport, extracellular",N/A,0
r2366,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-f2beta [e] --> 1.00 * prostaglandin-f2beta [c]
No genes",NA,"Transport, extracellular",N/A,0
r2367,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin-g2 [e] --> 1.00 * prostaglandin-g2 [c]
No genes",NA,"Transport, extracellular",N/A,0
r2368,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin H2(1-) [e] --> 1.00 * prostaglandin H2(1-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2369,Organic anion transporter 5 Utilized transport,"1.00 * prostaglandin I2(1-) [e] --> 1.00 * prostaglandin I2(1-) [c]
No genes",NA,"Transport, extracellular",N/A,0
r2370,Nucleobase:Cation Symporter-2 (NCS2) TCDB:2.A.40.6.1,"2.00 * Sodium [e] + 1.00 * L-ascorbate [e] --> 2.00 * Sodium [c] + 1.00 * L-ascorbate [c]
SLC23A1",SLC23A1,"Transport, extracellular",N/A,0
r2371,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * Citrate [m] + 1.00 * cis-aconitate(3-) [c] --> 1.00 * Citrate [c] + 1.00 * cis-aconitate(3-) [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2372,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * Isocitrate [m] + 1.00 * cis-aconitate(3-) [c] --> 1.00 * Isocitrate [c] + 1.00 * cis-aconitate(3-) [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2373,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * 2-Oxoglutarate [c] + 1.00 * Citrate [m] --> 1.00 * 2-Oxoglutarate [m] + 1.00 * Citrate [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2374,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * Citrate [m] + 1.00 * oxalate(2-) [c] --> 1.00 * Citrate [c] + 1.00 * oxalate(2-) [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2375,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * Isocitrate [m] + 1.00 * Succinate [c] --> 1.00 * Isocitrate [c] + 1.00 * Succinate [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2376,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * Isocitrate [m] + 1.00 * oxalate(2-) [c] --> 1.00 * Isocitrate [c] + 1.00 * oxalate(2-) [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2377,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * 2-Oxoglutarate [c] + 1.00 * cis-aconitate(3-) [m] --> 1.00 * 2-Oxoglutarate [m] + 1.00 * cis-aconitate(3-) [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2378,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * Succinate [c] + 1.00 * cis-aconitate(3-) [m] --> 1.00 * Succinate [m] + 1.00 * cis-aconitate(3-) [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2379,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * (S)-malate(2-) [c] + 1.00 * cis-aconitate(3-) [m] --> 1.00 * (S)-malate(2-) [m] + 1.00 * cis-aconitate(3-) [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2380,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * oxalate(2-) [c] + 1.00 * cis-aconitate(3-) [m] --> 1.00 * cis-aconitate(3-) [c] + 1.00 * oxalate(2-) [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2381,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * 2-Oxoglutarate [m] + 1.00 * Citrate [c] --> 1.00 * proton [m] + 1.00 * 2-Oxoglutarate [c] + 1.00 * Citrate [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2382,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * Citrate [c] + 1.00 * Succinate [m] --> 1.00 * proton [m] + 1.00 * Citrate [m] + 1.00 * Succinate [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2384,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * Citrate [c] + 1.00 * oxalate(2-) [m] --> 1.00 * proton [m] + 1.00 * Citrate [m] + 1.00 * oxalate(2-) [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2385,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * 2-Oxoglutarate [m] + 1.00 * Isocitrate [c] --> 1.00 * proton [m] + 1.00 * 2-Oxoglutarate [c] + 1.00 * Isocitrate [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2386,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * Isocitrate [c] + 1.00 * Succinate [m] --> 1.00 * proton [m] + 1.00 * Isocitrate [m] + 1.00 * Succinate [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2387,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * Isocitrate [c] + 1.00 * (S)-malate(2-) [m] --> 1.00 * proton [m] + 1.00 * Isocitrate [m] + 1.00 * (S)-malate(2-) [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2388,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * Isocitrate [c] + 1.00 * oxalate(2-) [m] --> 1.00 * proton [m] + 1.00 * Isocitrate [m] + 1.00 * oxalate(2-) [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2389,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * 2-Oxoglutarate [m] + 1.00 * cis-aconitate(3-) [c] --> 1.00 * proton [m] + 1.00 * 2-Oxoglutarate [c] + 1.00 * cis-aconitate(3-) [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2390,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * Succinate [m] + 1.00 * cis-aconitate(3-) [c] --> 1.00 * proton [m] + 1.00 * Succinate [c] + 1.00 * cis-aconitate(3-) [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2391,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * (S)-malate(2-) [m] + 1.00 * cis-aconitate(3-) [c] --> 1.00 * proton [m] + 1.00 * (S)-malate(2-) [c] + 1.00 * cis-aconitate(3-) [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2392,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * proton [c] + 1.00 * cis-aconitate(3-) [c] + 1.00 * oxalate(2-) [m] --> 1.00 * proton [m] + 1.00 * oxalate(2-) [c] + 1.00 * cis-aconitate(3-) [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2393,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * Phosphoenolpyruvate [c] + 1.00 * Isocitrate [m] --> 1.00 * Isocitrate [c] + 1.00 * Phosphoenolpyruvate [m]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2394,Mitochondrial Carrier (MC) TCDB:2.A.29.7.2,"1.00 * Phosphoenolpyruvate [c] + 1.00 * cis-aconitate(3-) [m] --> 1.00 * Phosphoenolpyruvate [m] + 1.00 * cis-aconitate(3-) [c]
SLC25A1",SLC25A1,"Transport, mitochondrial",N/A,0
r2395,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-lysinium(1+) [m] + 1.00 * L-argininium(1+) [c] --> 1.00 * proton [m] + 1.00 * L-lysinium(1+) [c] + 1.00 * L-argininium(1+) [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2396,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * Ornithine [c] + 1.00 * L-lysinium(1+) [m] --> 1.00 * proton [m] + 1.00 * L-lysinium(1+) [c] + 1.00 * Ornithine [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2397,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-lysinium(1+) [m] + 1.00 * L-histidine [c] --> 1.00 * proton [m] + 1.00 * L-lysinium(1+) [c] + 1.00 * L-histidine [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2398,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-lysinium(1+) [m] + 1.00 * L-citrulline [c] --> 1.00 * proton [m] + 1.00 * L-lysinium(1+) [c] + 1.00 * L-citrulline [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2399,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-lysinium(1+) [c] + 1.00 * L-argininium(1+) [m] --> 1.00 * proton [m] + 1.00 * L-lysinium(1+) [m] + 1.00 * L-argininium(1+) [c]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2400,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * Ornithine [c] + 1.00 * L-argininium(1+) [m] --> 1.00 * proton [m] + 1.00 * L-argininium(1+) [c] + 1.00 * Ornithine [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2401,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-argininium(1+) [m] + 1.00 * L-histidine [c] --> 1.00 * proton [m] + 1.00 * L-argininium(1+) [c] + 1.00 * L-histidine [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2402,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-argininium(1+) [m] + 1.00 * L-citrulline [c] --> 1.00 * proton [m] + 1.00 * L-argininium(1+) [c] + 1.00 * L-citrulline [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2403,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-lysinium(1+) [c] + 1.00 * Ornithine [m] --> 1.00 * proton [m] + 1.00 * Ornithine [c] + 1.00 * L-lysinium(1+) [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2404,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-argininium(1+) [c] + 1.00 * Ornithine [m] --> 1.00 * proton [m] + 1.00 * Ornithine [c] + 1.00 * L-argininium(1+) [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2405,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * Ornithine [m] + 1.00 * L-histidine [c] --> 1.00 * proton [m] + 1.00 * Ornithine [c] + 1.00 * L-histidine [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2406,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-lysinium(1+) [c] + 1.00 * L-histidine [m] --> 1.00 * proton [m] + 1.00 * L-lysinium(1+) [m] + 1.00 * L-histidine [c]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2407,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-argininium(1+) [c] + 1.00 * L-histidine [m] --> 1.00 * proton [m] + 1.00 * L-argininium(1+) [m] + 1.00 * L-histidine [c]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2408,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * Ornithine [c] + 1.00 * L-histidine [m] --> 1.00 * proton [m] + 1.00 * Ornithine [m] + 1.00 * L-histidine [c]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2409,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-citrulline [c] + 1.00 * L-histidine [m] --> 1.00 * proton [m] + 1.00 * L-citrulline [m] + 1.00 * L-histidine [c]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2410,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-lysinium(1+) [c] + 1.00 * L-citrulline [m] --> 1.00 * proton [m] + 1.00 * L-lysinium(1+) [m] + 1.00 * L-citrulline [c]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2411,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-argininium(1+) [c] + 1.00 * L-citrulline [m] --> 1.00 * proton [m] + 1.00 * L-argininium(1+) [m] + 1.00 * L-citrulline [c]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
