ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR12252,Glucuronidated bile acid excretion (HCA-6G),"ATP[c] + H2O[c] + Hyocholic acid-6glucuronide, HCA-6G[c] => ADP[c] + H+[c] + Pi[c] + Hyocholic acid-6glucuronide, HCA-6G[e]",,ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000118777,,,,,bigg.reaction/HCA6Gte;vmhreaction/HCA6Gte;sbo/SBO:0000185,Transport reactions,,,PMID:10529008;PMID:25210150,0
MAR12254,UDP-Glucuronosyltransferase (UGT) cytosolic (hyodeoxycholic acid),"hyodeoxycholate[c] + UDP-glucuronate[c] => H+[c] + UDP[c] + Hyodeoxycholic acid-24glucuronide, HDCA-24G[c]",2.4.1.17,ENSG00000135220 or ENSG00000173610 or ENSG00000288702,,,,,bigg.reaction/HDCA24GSc;vmhreaction/HDCA24GSc;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:10529008;PMID:8244999;PMID:21995321;PMID:23756265,0
MAR12256,Glucuronidated bile acid excretion (HDCA-24G),"ATP[c] + H2O[c] + Hyodeoxycholic acid-24glucuronide, HDCA-24G[c] => ADP[c] + H+[c] + Pi[c] + Hyodeoxycholic acid-24glucuronide, HDCA-24G[e]",,ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000118777,,,,,bigg.reaction/HDCA24Gte;vmhreaction/HDCA24Gte;sbo/SBO:0000185,Transport reactions,,,PMID:10529008;PMID:25210150,0
MAR12258,UDP-Glucuronosyltransferase (UGT) cytosolic (hyodeoxycholic acid),"hyodeoxycholate[c] + UDP-glucuronate[c] => H+[c] + UDP[c] + Hyodeoxycholic acid-6glucuronide, HDCA-6G[c]",2.4.1.17,ENSG00000135220 or ENSG00000156096 or ENSG00000171234 or ENSG00000173610,,,,,bigg.reaction/HDCA6GSc;vmhreaction/HDCA6GSc;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:10529008;PMID:8244999;PMID:23756265,0
MAR12260,Glucuronidated bile acid excretion (HDCA-6G),"ATP[c] + H2O[c] + Hyodeoxycholic acid-6glucuronide, HDCA-6G[c] => ADP[c] + H+[c] + Pi[c] + Hyodeoxycholic acid-6glucuronide, HDCA-6G[e]",,ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000118777,,,,,bigg.reaction/HDCA6Gte;vmhreaction/HDCA6Gte;sbo/SBO:0000185,Transport reactions,,,PMID:10529008;PMID:25210150,0
MAR12262,hyocholic acid ABC bile acid transporter,ATP[c] + H2O[c] + Hyocholic acid; gamma-Muricholate[c] => ADP[c] + H+[c] + Pi[c] + Hyocholic acid; gamma-Muricholate[e],,ENSG00000023839 or ENSG00000073734 or ENSG00000108846,,,,,bigg.reaction/HYOCHOLabc;vmhreaction/HYOCHOLabc;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12263,hyocholic acid transport via bicarbonate countertransport,HCO3-[c] + Hyocholic acid; gamma-Muricholate[e] <=> HCO3-[e] + Hyocholic acid; gamma-Muricholate[c],,ENSG00000111700 or ENSG00000134538 or ENSG00000163959 or ENSG00000186198,,,,,bigg.reaction/HYOCHOLt;vmhreaction/HYOCHOLt;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12264,hyocholic acid transport via sodium cotransport,2 Na+[e] + Hyocholic acid; gamma-Muricholate[e] => 2 Na+[c] + Hyocholic acid; gamma-Muricholate[c],,ENSG00000100652 or ENSG00000125255,,,,,bigg.reaction/HYOCHOLt2;vmhreaction/HYOCHOLt2;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12266,Isochenodeoxycholic acid ABC bile acid transporter,"ATP[c] + H2O[c] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[c] => ADP[c] + H+[c] + Pi[c] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[e]",,ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000125257,,,,,bigg.reaction/ICDCHOLabc;vmhreaction/ICDCHOLabc;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
MAR12267,Isochenodeoxycholic acid transport via bicarbonate countertransport,"HCO3-[c] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[e] <=> HCO3-[e] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[c]",,ENSG00000111700 or ENSG00000134538 or ENSG00000163959 or ENSG00000186198,,,,,bigg.reaction/ICDCHOLt;vmhreaction/ICDCHOLt;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12268,Isochenodeoxycholic acid transport via sodium cotransport,"2 Na+[e] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[e] => 2 Na+[c] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[c]",,ENSG00000100652 or ENSG00000125255,,,,,bigg.reaction/ICDCHOLt2;vmhreaction/ICDCHOLt2;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12269,Isocholic acid ABC bile acid transporter,"ATP[c] + H2O[c] + Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[c] => ADP[c] + H+[c] + Pi[c] + Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[e]",,ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000125257,,,,,bigg.reaction/ISOCHOLabc;vmhreaction/ISOCHOLabc;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
MAR12270,Isocholic acid transport via bicarbonate countertransport,"HCO3-[c] + Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[e] <=> HCO3-[e] + Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[c]",,ENSG00000111700 or ENSG00000134538 or ENSG00000163959 or ENSG00000186198,,,,,bigg.reaction/ISOCHOLt;vmhreaction/ISOCHOLt;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12271,Isocholic acid transport via sodium cotransport,"2 Na+[e] + Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[e] => 2 Na+[c] + Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[c]",,ENSG00000100652 or ENSG00000125255,,,,,bigg.reaction/ISOCHOLt2;vmhreaction/ISOCHOLt2;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12272,UDP-Glucuronosyltransferase (UGT) cytosolic (lithocholic acid),"lithocholate[c] + UDP-glucuronate[c] => UDP[c] + Lithocholic acid-24glucuronide, CDCA-24G[c]",2.4.1.17,ENSG00000135220 or ENSG00000171234 or ENSG00000173610 or ENSG00000288702,,,,,bigg.reaction/LCA24GSc;vmhreaction/LCA24GSc;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:17058234;PMID:23756265;PMID:25210150,0
MAR12274,Glucuronidated bile acid excretion (LCA-24G),"ATP[c] + H2O[c] + Lithocholic acid-24glucuronide, CDCA-24G[c] => ADP[c] + H+[c] + Pi[c] + Lithocholic acid-24glucuronide, CDCA-24G[e]",,ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000118777,,,,,bigg.reaction/LCA24Gte;vmhreaction/LCA24Gte;sbo/SBO:0000185,Transport reactions,,,PMID:10529008;PMID:25210150,0
MAR12276,UDP-Glucuronosyltransferase (UGT) cytosolic (lithocholic acid),"lithocholate[c] + UDP-glucuronate[c] => UDP[c] + Lithocholic acid-3glucuronide, CDCA-3G[c]",2.4.1.17,ENSG00000135220 or ENSG00000171234 or ENSG00000173610,,,,,bigg.reaction/LCA3GSc;vmhreaction/LCA3GSc;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:17058234;PMID:23756265;PMID:25210150;PMID:16749861;PMID:10529008;PMID:21995321,0
MAR12278,Glucuronidated bile acid excretion (LCA-3G),"ATP[c] + H2O[c] + Lithocholic acid-3glucuronide, CDCA-3G[c] => ADP[c] + H+[c] + Pi[c] + Lithocholic acid-3glucuronide, CDCA-3G[e]",,ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000118777,,,,,bigg.reaction/LCA3Gte;vmhreaction/LCA3Gte;sbo/SBO:0000185,Transport reactions,,,PMID:10529008;PMID:25210150,0
MAR12280,Lithocholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Lithocholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Lithocholic acid 3-sulfate[e],,ENSG00000023839 or ENSG00000108846 or ENSG00000118777 or ENSG00000125257,,,,,bigg.reaction/LCA3Sabc;vmhreaction/LCA3Sabc;sbo/SBO:0000185,Transport reactions,,,PMID:19131563;PMID:25210150,0
MAR12281,Lithocholic acid 3-sulfate transport via bicarbonate countertransport,HCO3-[c] + Lithocholic acid 3-sulfate[e] <=> HCO3-[e] + Lithocholic acid 3-sulfate[c],,ENSG00000111700 or ENSG00000134538,,,,,bigg.reaction/LCA3St;vmhreaction/LCA3St;sbo/SBO:0000185,Transport reactions,,,PMID:19131563,0
MAR12282,Lithocholic acid sulfotransferase,lithocholate[c] + PAPS[c] => H+[c] + PAP[c] + Lithocholic acid 3-sulfate[c],2.8.2.14,ENSG00000105398,,,,,bigg.reaction/LCASULT;vmhreaction/LCASULT;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:16949895;PMID:19131563;PMID:25210150,0
MAR12284,Taurocholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Taurocholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Taurocholic acid 3-sulfate[e],,ENSG00000023839 or ENSG00000108846 or ENSG00000118777 or ENSG00000125257,,,,,bigg.reaction/TCA3Sabc;vmhreaction/TCA3Sabc;sbo/SBO:0000185,Transport reactions,,,PMID:19131563;PMID:25210150,0
MAR12285,Taurocholic acid 3-sulfate transport via bicarbonate countertransport,HCO3-[c] + Taurocholic acid 3-sulfate[e] <=> HCO3-[e] + Taurocholic acid 3-sulfate[c],,ENSG00000111700 or ENSG00000134538,,,,,bigg.reaction/TCA3St;vmhreaction/TCA3St;sbo/SBO:0000185,Transport reactions,,,PMID:19131563,0
MAR12286,Taurocholic acid sulfotransferase,PAPS[c] + taurocholate[c] => H+[c] + PAP[c] + Taurocholic acid 3-sulfate[c],2.8.2.14,ENSG00000105398,,,,,bigg.reaction/TCASULT;vmhreaction/TCASULT;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:16949895;PMID:19131563;PMID:25210150,0
MAR12287,Taurochenodeoxycholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Taurochenodeoxycholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Taurochenodeoxycholic acid 3-sulfate[e],,ENSG00000023839 or ENSG00000108846 or ENSG00000118777 or ENSG00000125257,,,,,bigg.reaction/TCDCA3Sabc;vmhreaction/TCDCA3Sabc;sbo/SBO:0000185,Transport reactions,,,PMID:19131563;PMID:25210150,0
MAR12288,Taurochenodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,HCO3-[c] + Taurochenodeoxycholic acid 3-sulfate[e] <=> HCO3-[e] + Taurochenodeoxycholic acid 3-sulfate[c],,ENSG00000111700 or ENSG00000134538,,,,,bigg.reaction/TCDCA3St;vmhreaction/TCDCA3St;sbo/SBO:0000185,Transport reactions,,,PMID:19131563,0
MAR12289,Taurochenodeoxycholic acid 6alpha-hydroxylase,"NADPH[c] + O2[c] + taurochenodeoxycholate[c] => H2O[c] + NADP+[c] + Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[c]",1.14.13.97,ENSG00000160868,,,,,bigg.reaction/TCDCA6AH;vmhreaction/TCDCA6AH;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:10216279;PMID:17263554,0
MAR12290,Taurochenodeoxycholic acid sulfotransferase,PAPS[c] + taurochenodeoxycholate[c] => H+[c] + PAP[c] + Taurochenodeoxycholic acid 3-sulfate[c],2.8.2.14,ENSG00000105398,,,,,bigg.reaction/TCDCASULT;vmhreaction/TCDCASULT;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:16949895;PMID:19131563;PMID:25210150,0
MAR12291,Taurodeoxycholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Taurodeoxycholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Taurodeoxycholic acid 3-sulfate[e],,ENSG00000023839 or ENSG00000108846 or ENSG00000118777 or ENSG00000125257,,,,,bigg.reaction/TDCA3Sabc;vmhreaction/TDCA3Sabc;sbo/SBO:0000185,Transport reactions,,,PMID:19131563;PMID:25210150,0
MAR12292,Taurodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,HCO3-[c] + Taurodeoxycholic acid 3-sulfate[e] <=> HCO3-[e] + Taurodeoxycholic acid 3-sulfate[c],,ENSG00000111700 or ENSG00000134538,,,,,bigg.reaction/TDCA3St;vmhreaction/TDCA3St;sbo/SBO:0000185,Transport reactions,,,PMID:19131563,0
MAR12293,Taurodeoxycholic acid sulfotransferase,PAPS[c] + taurodeoxycholate[c] => H+[c] + PAP[c] + Taurodeoxycholic acid 3-sulfate[c],2.8.2.14,ENSG00000105398,,,,,bigg.reaction/TDCASULT;vmhreaction/TDCASULT;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:16949895;PMID:19131563;PMID:25210150,0
MAR12294,taurohyocholic acid ABC bile acid transporter,"ATP[c] + H2O[c] + Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[c] => ADP[c] + H+[c] + Pi[c] + Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[e]",,ENSG00000023839 or ENSG00000073734 or ENSG00000108846,,,,,bigg.reaction/THYOCHOLabc;vmhreaction/THYOCHOLabc;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12295,taurohyocholic acid transport via bicarbonate countertransport,"HCO3-[c] + Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[e] <=> HCO3-[e] + Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[c]",,ENSG00000111700 or ENSG00000134538 or ENSG00000163959 or ENSG00000186198,,,,,bigg.reaction/THYOCHOLt;vmhreaction/THYOCHOLt;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12296,taurohyocholic acid transport via sodium cotransport,"2 Na+[e] + Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[e] => 2 Na+[c] + Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[c]",,ENSG00000100652 or ENSG00000125255,,,,,bigg.reaction/THYOCHOLt2;vmhreaction/THYOCHOLt2;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12297,Tauroursodeoxycholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Tauroursodeoxycholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Tauroursodeoxycholic acid 3-sulfate[e],,ENSG00000023839 or ENSG00000108846 or ENSG00000118777 or ENSG00000125257,,,,,bigg.reaction/TUDCA3Sabc;vmhreaction/TUDCA3Sabc;sbo/SBO:0000185,Transport reactions,,,PMID:19131563;PMID:25210150,0
MAR12298,Tauroursodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,HCO3-[c] + Tauroursodeoxycholic acid 3-sulfate[e] <=> HCO3-[e] + Tauroursodeoxycholic acid 3-sulfate[c],,ENSG00000111700 or ENSG00000134538,,,,,bigg.reaction/TUDCA3St;vmhreaction/TUDCA3St;sbo/SBO:0000185,Transport reactions,,,PMID:19131563,0
MAR12299,Tauroursodeoxycholic acid sulfotransferase,PAPS[c] + tauroursodeoxycholate[c] => H+[c] + PAP[c] + Tauroursodeoxycholic acid 3-sulfate[c],2.8.2.14,ENSG00000105398,,,,,bigg.reaction/TUDCASULT;vmhreaction/TUDCASULT;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:16949895;PMID:19131563;PMID:25210150,0
MAR12300,Ursocholic acid ABC bile acid transporter,"ATP[c] + H2O[c] + Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid[c] => ADP[c] + H+[c] + Pi[c] + Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid[e]",,ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000125257,,,,,bigg.reaction/UCHOLabc;vmhreaction/UCHOLabc;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
MAR12301,Ursocholic acid transport via bicarbonate countertransport,"HCO3-[c] + Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid[e] <=> HCO3-[e] + Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid[c]",,ENSG00000111700 or ENSG00000134538 or ENSG00000163959 or ENSG00000186198,,,,,bigg.reaction/UCHOLt;vmhreaction/UCHOLt;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12302,Ursocholic acid transport via sodium cotransport,"2 Na+[e] + Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid[e] => 2 Na+[c] + Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid[c]",,ENSG00000100652 or ENSG00000125255,,,,,bigg.reaction/UCHOLt2;vmhreaction/UCHOLt2;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12303,Ursodeoxycholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Ursodeoxycholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Ursodeoxycholic acid 3-sulfate[e],,ENSG00000023839 or ENSG00000108846 or ENSG00000118777 or ENSG00000125257,,,,,bigg.reaction/UDCA3Sabc;vmhreaction/UDCA3Sabc;sbo/SBO:0000185,Transport reactions,,,PMID:19131563;PMID:25210150,0
MAR12304,Ursodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,HCO3-[c] + Ursodeoxycholic acid 3-sulfate[e] <=> HCO3-[e] + Ursodeoxycholic acid 3-sulfate[c],,ENSG00000111700 or ENSG00000134538,,,,,bigg.reaction/UDCA3St;vmhreaction/UDCA3St;sbo/SBO:0000185,Transport reactions,,,PMID:19131563,0
MAR12305,Ursodeoxycholic acid sulfotransferase,PAPS[c] + ursodeoxycholate[c] => H+[c] + PAP[c] + Ursodeoxycholic acid 3-sulfate[c],2.8.2.14,ENSG00000105398,,,,,bigg.reaction/UDCASULT;vmhreaction/UDCASULT;sbo/SBO:0000176,Bile acid biosynthesis,,,PMID:16949895;PMID:19131563;PMID:25210150,0
MAR12306,Ursodeoxycholic acid transport via bicarbonate countertransport,HCO3-[c] + ursodeoxycholate[e] <=> HCO3-[e] + ursodeoxycholate[c],,ENSG00000111700 or ENSG00000134538 or ENSG00000163959 or ENSG00000186198,,,,,bigg.reaction/UDCHOLt;vmhreaction/UDCHOLt;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12307,Ursodeoxycholic acid transport via sodium cotransport,2 Na+[e] + ursodeoxycholate[e] => 2 Na+[c] + ursodeoxycholate[c],,ENSG00000100652 or ENSG00000125255,,,,,bigg.reaction/UDCHOLt2;vmhreaction/UDCHOLt2;sbo/SBO:0000185,Transport reactions,,,PMID:25210150;PMID:26579438,0
MAR12341,efflux of 2-hydroxy-atorvastatin-acyl-glucuronide into bile,ATP[c] + H2O[c] + 2-hydroxy-atorvastatin-acyl-glucuronide[c] => ADP[c] + H+[c] + Pi[c] + 2-hydroxy-atorvastatin-acyl-glucuronide[e],,ENSG00000023839 or ENSG00000085563,,,,,bigg.reaction/2HATVACIDGLUCteb;vmhreaction/2HATVACIDGLUCteb;sbo/SBO:0000185,Drug metabolism,,,PMID:17470524;PMID:16258024,0
MAR12343,conversion of 2-hydroxy-atorvastatin-lactone to its acid form in hepatocytes,H2O[c] + 2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone[c] => H+[c] + 2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid[c],3.1.1.2,ENSG00000105852,,,,,bigg.reaction/2HATVACIDhc;vmhreaction/2HATVACIDhc;sbo/SBO:0000176,Drug metabolism,,,PMID:11038166;PMID:14531725;PMID:11950779,0
MAR12344,efflux of 2-hydroxy-atorvastatin-acid into bile,ATP[c] + H2O[c] + 2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid[c] => ADP[c] + H+[c] + Pi[c] + 2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid[e],,ENSG00000023839 or ENSG00000085563,,,,,bigg.reaction/2HATVACIDteb;vmhreaction/2HATVACIDteb;sbo/SBO:0000185,Drug metabolism,,,PMID:17470524;PMID:16258024,0
MAR12346,uptake of 2-hydroxy-atorvastatin-acid into hepatocytes,HCO3-[c] + 2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid[e] <=> HCO3-[e] + 2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid[c],,ENSG00000134538 or ENSG00000137491,,,,,bigg.reaction/2HATVACIDthc;vmhreaction/2HATVACIDthc;sbo/SBO:0000185,Drug metabolism,,https://link.springer.com/chapter/10.1007/978-1-4419-0840-7_2,,0
MAR12348,efflux of 2-hydroxy-atorvastatin-lactone-glucuronide into bile,ATP[c] + H2O[c] + 2-hydroxy-atorvastatin-lactone-glucuronide[c] => ADP[c] + H+[c] + Pi[c] + 2-hydroxy-atorvastatin-lactone-glucuronide[e],,ENSG00000023839 or ENSG00000085563,,,,,bigg.reaction/2HATVLACGLUCteb;vmhreaction/2HATVLACGLUCteb;sbo/SBO:0000185,Drug metabolism,,,PMID:17470524;PMID:16258024,0
MAR12350,efflux of 2-hydroxy-atorvastatin-lactone into bile,ATP[c] + H2O[c] + 2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone[c] => ADP[c] + H+[c] + Pi[c] + 2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone[e],,ENSG00000023839 or ENSG00000085563,,,,,bigg.reaction/2HATVLACteb;vmhreaction/2HATVLACteb;sbo/SBO:0000185,Drug metabolism,,,PMID:17470524;PMID:16258024,0
MAR12352,uptake of 2-hydroxy-atorvastatin-lactone into hepatocytes,HCO3-[c] + 2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone[e] <=> HCO3-[e] + 2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone[c],,ENSG00000134538 or ENSG00000137491,,,,,bigg.reaction/2HATVLACthc;vmhreaction/2HATVLACthc;sbo/SBO:0000185,Drug metabolism,,https://link.springer.com/chapter/10.1007/978-1-4419-0840-7_2,,0
MAR12362,uptake of 3-alpha-5-beta-dihydroxy pravastatin by hepatocytes,"HCO3-[c] + 3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin[e] <=> HCO3-[e] + 3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin[c]",,ENSG00000134538 or ENSG00000137491,,,,,bigg.reaction/35DHPVSthc;vmhreaction/35DHPVSthc;sbo/SBO:0000185,Drug metabolism,,,PMID:17177112,0
MAR12369,conversion of 3-hydroxy-lovastatin lactone to acid form,H2O[c] + 3''-hydroxy-lovastatin lactone form[c] => H+[c] + 3''-hydroxy-lovastatin acid form[c],3.1.1.2,ENSG00000105852,,,,,bigg.reaction/3HLVSTAChep;vmhreaction/3HLVSTAChep;sbo/SBO:0000176,Drug metabolism,,,PMID:1929403,0
MAR12371,"beta oxidation of 3-S-hydroxy-pravastatin-CoA to tatranor-CoA derivative in hepatocytes, mitochondria",2 CoA[m] + 2 FAD[m] + 2 H2O[m] + 2 NAD+[m] + 3'-S-hydroxy-pravastatin-CoA[m] => 2 acetyl-CoA[m] + 2 FADH2[m] + 2 H+[m] + 2 NADH[m] + O2[m] + 3'-S-hydroxy-pravastatin-tetranor-CoA[m],1.3.99.-;4.2.1.17;1.1.1.211;2.3.1.16,ENSG00000072778 or ENSG00000084754 or ENSG00000138029,,,,,bigg.reaction/3HPVSTETCOAhcm;vmhreaction/3HPVSTETCOAhcm;sbo/SBO:0000176,Drug metabolism,,,PMID:1680649,0
MAR12373,efflux of 3-S-hydroxy-pravastatin-tetranor into bile,ATP[c] + H2O[c] + 3'-S-hydroxy-pravastatin-tetranor[c] => ADP[c] + H+[c] + Pi[c] + 3'-S-hydroxy-pravastatin-tetranor[e],,ENSG00000023839 or ENSG00000073734 or ENSG00000118777,,,,,bigg.reaction/3HPVSTETteb;vmhreaction/3HPVSTETteb;sbo/SBO:0000185,Drug metabolism,,,PMID:16714062;PMID:17177112,0
MAR12376,efflux of 3-S-hydroxy-pravastatin into bile,ATP[c] + H2O[c] + 3'-S-hydroxy-pravastatin[c] => ADP[c] + H+[c] + Pi[c] + 3'-S-hydroxy-pravastatin[e],,ENSG00000023839 or ENSG00000073734 or ENSG00000118777,,,,,bigg.reaction/3HPVSteb;vmhreaction/3HPVSteb;sbo/SBO:0000185,Drug metabolism,,,PMID:16714062;PMID:17177112,0
MAR12378,uptake of 3-hydroxy pravastatin by hepatocytes,HCO3-[c] + 3'-S-hydroxy-pravastatin[e] <=> HCO3-[e] + 3'-S-hydroxy-pravastatin[c],,ENSG00000134538 or ENSG00000137491,,,,,bigg.reaction/3HPVSthc;vmhreaction/3HPVSthc;sbo/SBO:0000185,Drug metabolism,,,PMID:17177112,0
MAR12379,conversion of 3-hydroxy simvastatin lactone to acid form,H2O[c] + 3'-hydroxy-simvastatin-lactone form[c] => H+[c] + 3'-hydroxy-simvastatin-acid form[c],3.1.1.2,ENSG00000105852,,,,,bigg.reaction/3HSMVACIDhep;vmhreaction/3HSMVACIDhep;sbo/SBO:0000176,Drug metabolism,,,PMID:1976071;PMID:9321523,0
