ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,GENE_ASSOCIATION (SYMBOL),LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR04057,Microsomal Epoxide Hydrolase,"H2O[c] + Dibenzo[A,L]Pyrene-11,12-Epoxide[c] => Dibenzo[A,L]Pyrene-11,12-Diol[c]",3.3.2.9,ENSG00000120915,EPHX2,,,,,bigg.reaction/RN0031C;vmhreaction/RN0031C;metanetx.reaction/MNXR104056;sbo/SBO:0000176,Xenobiotics metabolism,,,,0
MAR04074,Microsomal Epoxide Hydrolase,"H2O[r] + Dibenzo[A,L]Pyrene-11,12-Epoxide[r] => Dibenzo[A,L]Pyrene-11,12-Diol[r]",3.3.2.9,ENSG00000143819,EPHX1,,,,,bigg.reaction/RN0031R;vmhreaction/RN0031R;metanetx.reaction/MNXR104056;sbo/SBO:0000176,Xenobiotics metabolism,,,,0
MAR04076,Microsomal Epoxide Hydrolase,"H2O[x] + Dibenzo[A,L]Pyrene-11,12-Epoxide[x] => Dibenzo[A,L]Pyrene-11,12-Diol[x]",3.3.2.9,ENSG00000120915,EPHX2,,,,,bigg.reaction/RN0031X;vmhreaction/RN0031X;metanetx.reaction/MNXR104056;sbo/SBO:0000176,Xenobiotics metabolism,,,,0
MAR04088,Unspecific Monooxygenase,"NADPH[c] + O2[c] + Dibenzo[A,L]Pyrene-11,12-Diol[c] => H+[c] + H2O[c] + NADP+[c] + Dibenzo[A,L]Pyrene-11,12-Diol-13,14-Epoxide[c]",1.14.14.1,,,,,,,bigg.reaction/RN0032C;vmhreaction/RN0032C;metanetx.reaction/MNXR104057;sbo/SBO:0000176,Xenobiotics metabolism,,,,0
MAR04090,Unspecific Monooxygenase,"NADPH[r] + O2[r] + Dibenzo[A,L]Pyrene-11,12-Diol[r] => H+[r] + H2O[r] + NADP+[r] + Dibenzo[A,L]Pyrene-11,12-Diol-13,14-Epoxide[r]",1.14.14.1,ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000160868 or ENSG00000160870 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974,CYP3A43 or CYP2D6 or CYP3A5 or CYP2C18 or CYP2E1 or CYP2J2 or CYP19A1 or CYP1B1 or CYP2C9 or CYP2C8 or CYP1A1 or CYP1A2 or CYP4B1 or CYP3A4 or CYP3A7 or CYP2S1 or CYP4F11 or CYP4Z1 or CYP4F12 or CYP4X1 or CYP4F8 or CYP2B6 or CYP2F1 or CYP2A13 or CYP2A7 or CYP2A6,,,,,bigg.reaction/RN0032R;vmhreaction/RN0032R;metanetx.reaction/MNXR104057;sbo/SBO:0000176,Xenobiotics metabolism,,,,0
MAR04092,Exchange of prostaglandin H2,prostaglandin H2[e] <=> ,,,,,,,,bigg.reaction/EX_prostgh2_e;vmhreaction/EX_prostgh2[e];metanetx.reaction/MNXR98873;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04094,Exchange of prostaglandin I2,prostaglandin I2[e] <=> ,,,,,,,,bigg.reaction/EX_prostgi2_e;vmhreaction/EX_prostgi2[e];metanetx.reaction/MNXR98874;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04096,Exchange of CDP,CDP[e] <=> ,,,,,,,,bigg.reaction/EX_cdp_e;vmhreaction/EX_cdp[e];metanetx.reaction/MNXR98331;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04098,Exchange of dTDP,dTDP[e] <=> ,,,,,,,,bigg.reaction/EX_dtdp_e;vmhreaction/EX_dtdp[e];metanetx.reaction/MNXR98432;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04100,Exchange of L-3-cyanoalanine,L-3-cyanoalanine[e] <=> ,,,,,,,,bigg.reaction/EX_HC00955_e;vmhreaction/EX_HC00955[e];metanetx.reaction/MNXR98138;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04102,Exchange of antichymotrypsin,antichymotrypsin[e] <=> ,,,,,,,,vmhreaction/EX_HC00002[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04104,Exchange of antitrypsin,antitrypsin[e] <=> ,,,,,,,,vmhreaction/EX_HC00003[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04110,Exchange of apoA1,apoA1[e] <=> ,,,,,,,,bigg.reaction/EX_HC00004_e;vmhreaction/EX_HC00004[e];metanetx.reaction/MNXR98134;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04117,Exchange of fibrinogen,fibrinogen[e] <=> ,,,,,,,,vmhreaction/EX_HC01852[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04119,Exchange of haptoglobin,haptoglobin[e] <=> ,,,,,,,,vmhreaction/EX_HC01939[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04129,Exchange of plasminogen,plasminogen[e] <=> ,,,,,,,,vmhreaction/EX_HC01942[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04138,Exchange of prothrombin,prothrombin[e] <=> ,,,,,,,,vmhreaction/EX_HC01943[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04140,Exchange of [apotransferin],[apotransferin][e] <=> ,,,,,,,,vmhreaction/EX_HC01944[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04142,Exchange of chitobiose,chitobiose[e] <=> ,,,,,,,,bigg.reaction/EX_HC00822_e;vmhreaction/EX_HC00822[e];metanetx.reaction/MNXR98137;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04146,Exchange of taurolithocholate,taurolithocholate[e] <=> ,,,,,,,,bigg.reaction/EX_HC02192_e;vmhreaction/EX_HC02192[e];metanetx.reaction/MNXR98156;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04148,Exchange of glycolithocholate,glycolithocholate[e] <=> ,,,,,,,,bigg.reaction/EX_HC02193_e;vmhreaction/EX_HC02193[e];metanetx.reaction/MNXR98157;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04150,Exchange of tauroursodeoxycholate,tauroursodeoxycholate[e] <=> ,,,,,,,,bigg.reaction/EX_HC02195_e;vmhreaction/EX_HC02195[e];metanetx.reaction/MNXR98159;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04151,Exchange of glycoursodeoxycholate,glycoursodeoxycholate[e] <=> ,,,,,,,,bigg.reaction/EX_HC02196_e;vmhreaction/EX_HC02196[e];metanetx.reaction/MNXR98160;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04153,Exchange of sulfochenodeoxycholate,sulfochenodeoxycholate[e] <=> ,,,,,,,,bigg.reaction/EX_HC02220_e;vmhreaction/EX_HC02220[e];metanetx.reaction/MNXR98178;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04154,Exchange of Gm4-Pool,Gm4-Pool[e] <=> ,,,,,,,,vmhreaction/EX_HC02154[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04155,Exchange of glutathionyl-leukotriene C4,glutathionyl-leukotriene C4[e] <=> ,,,,,,,,vmhreaction/EX_HC02199[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04157,Exchange of S-glutathionyl-2-4-dinitrobenzene,S-glutathionyl-2-4-dinitrobenzene[e] <=> ,,,,,,,,vmhreaction/EX_HC02200[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04161,Exchange of S-glutathionyl-ethacrynic acid,S-glutathionyl-ethacrynic acid[e] <=> ,,,,,,,,vmhreaction/EX_HC02201[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04164,Exchange of lithocholate,lithocholate[e] <=> ,,,,,,,,bigg.reaction/EX_HC02191_e;vmhreaction/EX_HC02191[e];metanetx.reaction/MNXR98155;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04173,Exchange of ursodeoxycholate,ursodeoxycholate[e] <=> ,,,,,,,,bigg.reaction/EX_HC02194_e;vmhreaction/EX_HC02194[e];metanetx.reaction/MNXR98158;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04178,Exchange of sulfoglycolithocholate,sulfoglycolithocholate[e] <=> ,,,,,,,,bigg.reaction/EX_HC02197_e;vmhreaction/EX_HC02197[e];metanetx.reaction/MNXR98161;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04181,Exchange of sulfotaurolithocholate,sulfotaurolithocholate[e] <=> ,,,,,,,,bigg.reaction/EX_HC02198_e;vmhreaction/EX_HC02198[e];metanetx.reaction/MNXR98162;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04195,Exchange of reverse triiodthyronine,reverse triiodthyronine[e] <=> ,,,,,,,,bigg.reaction/EX_HC02187_e;vmhreaction/EX_HC02187[e];metanetx.reaction/MNXR98154;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04203,Exchange of prostaglandin A1,prostaglandin A1[e] <=> ,,,,,,,,bigg.reaction/EX_HC02202_e;vmhreaction/EX_HC02202[e];metanetx.reaction/MNXR98166;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04213,Exchange of prostaglandin A2,prostaglandin A2[e] <=> ,,,,,,,,bigg.reaction/EX_HC02203_e;vmhreaction/EX_HC02203[e];metanetx.reaction/MNXR98167;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04215,Exchange of prostaglandin B1,prostaglandin B1[e] <=> ,,,,,,,,bigg.reaction/EX_HC02204_e;vmhreaction/EX_HC02204[e];metanetx.reaction/MNXR98168;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04217,Exchange of prostaglandin B2,prostaglandin B2[e] <=> ,,,,,,,,bigg.reaction/EX_HC02205_e;vmhreaction/EX_HC02205[e];metanetx.reaction/MNXR98169;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04221,Exchange of prostaglandin C1,prostaglandin C1[e] <=> ,,,,,,,,bigg.reaction/EX_HC02206_e;vmhreaction/EX_HC02206[e];metanetx.reaction/MNXR98170;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04223,Exchange of prostaglandin C2,prostaglandin C2[e] <=> ,,,,,,,,bigg.reaction/EX_HC02207_e;vmhreaction/EX_HC02207[e];metanetx.reaction/MNXR98171;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04226,Exchange of prostaglandin D1,prostaglandin D1[e] <=> ,,,,,,,,vmhreaction/EX_HC02208[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04229,Exchange of prostaglandin D3,prostaglandin D3[e] <=> ,,,,,,,,vmhreaction/EX_HC02210[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04230,Exchange of prostaglandin E3,prostaglandin E3[e] <=> ,,,,,,,,bigg.reaction/EX_HC02213_e;vmhreaction/EX_HC02213[e];metanetx.reaction/MNXR98174;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04234,Exchange of prostaglandin F1alpha,prostaglandin F1alpha[e] <=> ,,,,,,,,vmhreaction/EX_HC02214[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04236,Exchange of prostaglandin F2beta,prostaglandin F2beta[e] <=> ,,,,,,,,vmhreaction/EX_HC02216[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04238,Exchange of prostaglandin G2,prostaglandin G2[e] <=> ,,,,,,,,bigg.reaction/EX_HC02217_e;vmhreaction/EX_HC02217[e];metanetx.reaction/MNXR98177;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04240,Exchange of malonyl-CoA,malonyl-CoA[e] <=> ,,,,,,,,bigg.reaction/EX_malcoa_e;vmhreaction/EX_malcoa[e];metanetx.reaction/MNXR98732;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04247,Exchange of eicosanoyl-CoA,eicosanoyl-CoA[e] <=> ,,,,,,,,bigg.reaction/EX_arachcoa_e;vmhreaction/EX_arachcoa[e];metanetx.reaction/MNXR98281;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04256,Exchange of CoA,CoA[e] <=> ,,,,,,,,bigg.reaction/EX_coa_e;vmhreaction/EX_coa[e];metanetx.reaction/MNXR98355;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04258,Exchange of 3-oxodocosanoyl-CoA,3-oxodocosanoyl-CoA[e] <=> ,,,,,,,,bigg.reaction/EX_CE2250_e;vmhreaction/EX_CE2250[e];metanetx.reaction/MNXR98112;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04272,Exchange of spermine monoaldehyde,spermine monoaldehyde[e] <=> ,,,,,,,,bigg.reaction/EX_CE1935_e;vmhreaction/EX_CE1935[e];metanetx.reaction/MNXR98106;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04273,Exchange of spermidine monoaldehyde 2,spermidine monoaldehyde 2[e] <=> ,,,,,,,,bigg.reaction/EX_CE1940_e;vmhreaction/EX_CE1940[e];metanetx.reaction/MNXR98109;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04286,Exchange of spermidine dialdehyde,spermidine dialdehyde[e] <=> ,,,,,,,,bigg.reaction/EX_CE1943_e;vmhreaction/EX_CE1943[e];metanetx.reaction/MNXR98110;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04289,Exchange of hypothiocyanite,hypothiocyanite[e] <=> ,,,,,,,,vmhreaction/EX_CE2011[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04292,Exchange of spermidine monoaldehyde 1,spermidine monoaldehyde 1[e] <=> ,,,,,,,,bigg.reaction/EX_CE1939_e;vmhreaction/EX_CE1939[e];metanetx.reaction/MNXR98108;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04293,Exchange of maltopentaose,maltopentaose[e] <=> ,,,,,,,,bigg.reaction/EX_maltpt_e;bigg.reaction/EX_M02449_e;vmhreaction/EX_maltpt[e];vmhreaction/EX_M02449[e];metanetx.reaction/MNXR98736;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04294,Exchange of beta-casomorphin,beta-casomorphin[e] <=> ,,,,,,,,bigg.reaction/EX_CE2915_e;vmhreaction/EX_CE2915[e];metanetx.reaction/MNXR98115;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04298,Exchange of beta-casomorphin (1-6),beta-casomorphin (1-6)[e] <=> ,,,,,,,,bigg.reaction/EX_CE4722_e;vmhreaction/EX_CE4722[e];metanetx.reaction/MNXR98119;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04305,Exchange of neocasomorphin,neocasomorphin[e] <=> ,,,,,,,,bigg.reaction/EX_CE2916_e;vmhreaction/EX_CE2916[e];metanetx.reaction/MNXR98116;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04307,Exchange of neocasomorphin (1-5),neocasomorphin (1-5)[e] <=> ,,,,,,,,bigg.reaction/EX_CE4723_e;vmhreaction/EX_CE4723[e];metanetx.reaction/MNXR98120;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04309,Exchange of apelin-13,apelin-13[e] <=> ,,,,,,,,bigg.reaction/EX_CE2917_e;vmhreaction/EX_CE2917[e];metanetx.reaction/MNXR98117;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04311,Exchange of apelin-(1-12),apelin-(1-12)[e] <=> ,,,,,,,,bigg.reaction/EX_CE4724_e;vmhreaction/EX_CE4724[e];metanetx.reaction/MNXR98121;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04322,Exchange of maltoheptaose,maltoheptaose[e] <=> ,,,,,,,,bigg.reaction/EX_malthp_e;bigg.reaction/EX_M02446_e;vmhreaction/EX_malthp[e];vmhreaction/EX_M02446[e];metanetx.reaction/MNXR98734;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04325,Exchange of maltononaose,maltononaose[e] <=> ,,,,,,,,bigg.reaction/EX_CE2838_e;vmhreaction/EX_CE2838[e];metanetx.reaction/MNXR98113;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04327,Exchange of Cyanosulfurous Acid Anion,Cyanosulfurous Acid Anion[e] <=> ,,,,,,,,bigg.reaction/EX_CE1950_e;vmhreaction/EX_CE1950[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04334,Exchange of Cyanate,Cyanate[e] <=> ,,,,,,,,bigg.reaction/EX_cynt_e;vmhreaction/EX_cynt[e];metanetx.reaction/MNXR98387;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04337,"Exchange of 2,3-cyclic-UMP","2,3-cyclic-UMP[e] <=> ",,,,,,,,bigg.reaction/EX_23cump_e;vmhreaction/EX_23cump[e];metanetx.reaction/MNXR98002;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04339,Exchange of 3-UMP,3-UMP[e] <=> ,,,,,,,,bigg.reaction/EX_3ump_e;vmhreaction/EX_3ump[e];metanetx.reaction/MNXR98057;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04341,Exchange of kinetensin,kinetensin[e] <=> ,,,,,,,,bigg.reaction/EX_CE5786_e;vmhreaction/EX_CE5786[e];metanetx.reaction/MNXR98123;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04349,Exchange of kinetensin 1-7,kinetensin 1-7[e] <=> ,,,,,,,,bigg.reaction/EX_CE5788_e;vmhreaction/EX_CE5788[e];metanetx.reaction/MNXR98124;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04353,Exchange of kinetensin 1-8,kinetensin 1-8[e] <=> ,,,,,,,,bigg.reaction/EX_CE5789_e;vmhreaction/EX_CE5789[e];metanetx.reaction/MNXR98125;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04357,Exchange of neuromedin N,neuromedin N[e] <=> ,,,,,,,,bigg.reaction/EX_CE5797_e;vmhreaction/EX_CE5797[e];metanetx.reaction/MNXR98126;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04359,Exchange of neuromedin N(1-4),neuromedin N(1-4)[e] <=> ,,,,,,,,bigg.reaction/EX_CE5798_e;vmhreaction/EX_CE5798[e];metanetx.reaction/MNXR98127;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04361,Exchange of kinetensin 1-3,kinetensin 1-3[e] <=> ,,,,,,,,bigg.reaction/EX_CE5787_e;vmhreaction/EX_CE5787[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04362,Exchange of kinetensin 4-8,kinetensin 4-8[e] <=> ,,,,,,,,bigg.reaction/EX_CE5791_e;vmhreaction/EX_CE5791[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04364,Exchange of N-acetyl-seryl-aspartyl-lysyl-proline,N-acetyl-seryl-aspartyl-lysyl-proline[e] <=> ,,,,,,,,bigg.reaction/EX_CE5867_e;vmhreaction/EX_CE5867[e];metanetx.reaction/MNXR98130;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04366,Exchange of N-acetyl-seryl-aspartate,N-acetyl-seryl-aspartate[e] <=> ,,,,,,,,bigg.reaction/EX_CE5868_e;vmhreaction/EX_CE5868[e];metanetx.reaction/MNXR98131;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04369,Exchange of lysyl-proline,lysyl-proline[e] <=> ,,,,,,,,bigg.reaction/EX_CE5869_e;vmhreaction/EX_CE5869[e];metanetx.reaction/MNXR98132;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04374,Exchange of hypochlorite,hypochlorite[e] <=> ,,,,,,,,bigg.reaction/EX_CE4633_e;vmhreaction/EX_CE4633[e];metanetx.reaction/MNXR98118;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04376,Exchange of nitryl-chloride,nitryl-chloride[e] <=> ,,,,,,,,bigg.reaction/EX_CE4881_e;vmhreaction/EX_CE4881[e];metanetx.reaction/MNXR98122;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04378,Exchange of gamma-CEHC-glucuronide,gamma-CEHC-glucuronide[e] <=> ,,,,,,,,bigg.reaction/EX_CE5854_e;vmhreaction/EX_CE5854[e];metanetx.reaction/MNXR98129;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04380,Exchange of gamma-carboxyethyl-hydroxychroman,gamma-carboxyethyl-hydroxychroman[e] <=> ,,,,,,,,bigg.reaction/EX_CE1926_e;vmhreaction/EX_CE1926[e];metanetx.reaction/MNXR98105;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04382,Exchange of UDP-galactose,UDP-galactose[e] <=> ,,,,,,,,bigg.reaction/EX_udpgal_e;vmhreaction/EX_udpgal[e];metanetx.reaction/MNXR99018;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04384,Exchange of ceramide pool,ceramide pool[e] <=> ,,,,,,,,bigg.reaction/EX_crm_hs_e;vmhreaction/EX_crm_hs[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04389,Exchange of D-galactosyl-N-acylsphingosine,D-galactosyl-N-acylsphingosine[e] <=> ,,,,,,,,bigg.reaction/EX_galside_hs_e;vmhreaction/EX_galside_hs[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04392,Exchange of alloxan,alloxan[e] <=> ,,,,,,,,bigg.reaction/EX_CE0074_e;vmhreaction/EX_CE0074[e];metanetx.reaction/MNXR98103;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04395,Exchange of CDP-ethanolamine,CDP-ethanolamine[e] <=> ,,,,,,,,bigg.reaction/EX_cdpea_e;vmhreaction/EX_cdpea[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04397,"Exchange of 1,2-Diacyl-Sn-Glycerol (Didodecanoyl, N-C12:0)","1,2-Diacyl-Sn-Glycerol (Didodecanoyl, N-C12:0)[e] <=> ",,,,,,,,bigg.reaction/EX_12dgr120_e;vmhreaction/EX_12dgr120[e];sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04405,Exchange of alpha-CEHC-glucuronide,alpha-CEHC-glucuronide[e] <=> ,,,,,,,,bigg.reaction/EX_CE5853_e;vmhreaction/EX_CE5853[e];metanetx.reaction/MNXR98128;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04407,Exchange of 3-carboxy-alpha-chromanol,3-carboxy-alpha-chromanol[e] <=> ,,,,,,,,bigg.reaction/EX_CE1925_e;vmhreaction/EX_CE1925[e];metanetx.reaction/MNXR98104;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04409,Exchange of hepoxilin A3,hepoxilin A3[e] <=> ,,,,,,,,bigg.reaction/EX_C04849_e;vmhreaction/EX_C04849[e];metanetx.reaction/MNXR98102;sbo/SBO:0000627,Exchange/demand reactions,,,,0
MAR04413,Generic Human Biomass Reaction,0.50563 alanine[c] + 0.35926 arginine[c] + 0.27942 asparagine[c] + 0.35261 aspartate[c] + 20.7045 ATP[c] + 0.020401 cholesterol[c] + 0.011658 CL pool[c] + 0.039036 CTP[c] + 0.046571 cysteine[c] + 0.013183 dATP[n] + 0.009442 dCTP[n] + 0.009898 dGTP[n] + 0.013091 dTTP[n] + 0.27519 glucose-6-phosphate[c] + 0.38587 glutamate[c] + 0.326 glutamine[c] + 0.53889 glycine[c] + 0.036117 GTP[c] + 20.6508 H2O[c] + 0.12641 histidine[c] + 0.28608 isoleucine[c] + 0.54554 leucine[c] + 0.59211 lysine[c] + 0.15302 methionine[c] + 0.15446 PC-LD pool[c] + 0.055374 PE-LD pool[c] + 0.25947 phenylalanine[c] + 0.023315 PI pool[c] + 0.41248 proline[c] + 0.005829 PS-LD pool[c] + 0.39253 serine[c] + 0.017486 SM pool[c] + 0.31269 threonine[c] + 0.013306 tryptophan[c] + 0.15967 tyrosine[c] + 0.053446 UTP[c] + 0.35261 valine[c] + 0.002914 PG-CL pool[c] => 20.6508 ADP[c] + 20.6508 H+[c] + 20.6508 Pi[c] + biomass[c],,,,,0.0,,,sbo/SBO:0000629,Artificial reactions,,,,0
MAR04438,Transport of 2-Methylcrotonoyl Coenzyme A into Cytosol,tiglyl-CoA[m] <=> tiglyl-CoA[c],,ENSG00000155368,DBI,,,,,bigg.reaction/2MB2COAc;vmhreaction/2MB2COAc;metanetx.reaction/MNXR94807;sbo/SBO:0000185,Fatty acid oxidation,,,PMID:20511713;PMID:11859412;PMID:16908521;PMID:8001684,0
MAR04439,Transport of (R)-3-Hydroxybutanoyl Coenzyme A into Cytosol,(R)-3-hydroxybutanoyl-CoA[m] <=> (R)-3-hydroxybutanoyl-CoA[c],,ENSG00000155368,DBI,,,,,bigg.reaction/3HBCOARc;vmhreaction/3HBCOARc;metanetx.reaction/MNXR94892;sbo/SBO:0000185,Fatty acid oxidation,,,PMID:20511713;PMID:11859412;PMID:16908521;PMID:8001684,0
MAR04441,Activation of Adipic Acid for Formation of Adipoyl Carnitine,ATP[c] + CoA[c] + Adipic Acid[c] => AMP[c] + PPi[c] + Adipoyl Coenzyme A[c],,,,,,,,bigg.reaction/ADPACDAc;vmhreaction/ADPACDAc;metanetx.reaction/MNXR95473;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:16103133,0
MAR04443,Transport into Cytosol (Diffusion),Adipic Acid[x] <=> Adipic Acid[c],,,,,,,,bigg.reaction/ADPACTD;vmhreaction/ADPACtx;metanetx.reaction/MNXR95474;sbo/SBO:0000185,Fatty acid oxidation,,,PMID:20086080;PMID:16829065;PMID:19801636;PMID:10446294,0
MAR04445,Production of Adipoyl Carnitine,L-carnitine[x] + Adipoyl Coenzyme A[x] <=> CoA[x] + Adipoyl Carnitine[x],,ENSG00000005469,CROT,,,,,bigg.reaction/ADPCOACROT;vmhreaction/ADPCOACROT;metanetx.reaction/MNXR95475;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:15060085;PMID:18264800;PMID:20560540,0
MAR04447,Thioesterification of Adipoyl Coenzyme A for Release into Cytosol,H2O[x] + Adipoyl Coenzyme A[x] => CoA[x] + H+[x] + Adipic Acid[x],,ENSG00000101473,ACOT8,,,,,bigg.reaction/ADPCOAPTE;vmhreaction/ADPCOAPTE;metanetx.reaction/MNXR95476;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:15007068;PMID:18538142;PMID:16141203,0
MAR04457,Production of Decanoylcarnitine,decanoyl-CoA[c] + L-carnitine[c] <=> CoA[c] + Decanoyl Carnitine[c],,ENSG00000110090 or ENSG00000169169 or ENSG00000205560,CPT1A or CPT1C or CPT1B,,,,,bigg.reaction/C100CPT1;vmhreaction/C100CPT1;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:18767270;PMID:18075239,0
MAR04462,Production of Decenoylcarnitine,L-carnitine[c] + Decenoyl Coenzyme A[c] <=> CoA[c] + Decenoyl Carnitine[c],,ENSG00000110090 or ENSG00000169169 or ENSG00000205560,CPT1A or CPT1C or CPT1B,,,,,bigg.reaction/C101CPT1;vmhreaction/C101CPT1;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:7551818,0
MAR04475,Production of Decadienoylcarnitine,L-carnitine[c] + Decadienoyl Coenzyme A[c] <=> CoA[c] + Decadienoyl Carnitine[c],,ENSG00000110090 or ENSG00000169169 or ENSG00000205560,CPT1A or CPT1C or CPT1B,,,,,bigg.reaction/C102CPT1;vmhreaction/C102CPT1;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:19578400,0
