id	name	subsystem	formula	ecnumber	keggId	keggorthology	cog	seed	metanetx
HMR_6364	HMR_6364	dcyt[e] + 2.0 na1[e] -> dcyt[c] + 2.0 na1[c] 	Transport, extracellular	TCDB:2.A.41.2.6					
HMR_6365	HMR_6365	din[e] + 2.0 na1[e] -> din[c] + 2.0 na1[c] 	Transport, extracellular	TCDB:2.A.41.2.6					
HMR_6385	HMR_6385	udpgal[c] + ump[r] -> udpgal[r] + ump[c] 	Transport, endoplasmic reticular	TCDB:2.A.7.12.6					
HMR_6397	Dihydrolipoyl Dehydrogenase	h[c] + lipoate[c] + nadh[c] <=> dhlam[c] + nad[c] 	Lipoate metabolism	EC:1.8.1.4					
HMR_6399	Lipoate-Protein Ligase	CE5656[c] + HC00004[c] -> amp[c] + M00209[c] 	Lipoate metabolism	EC:2.7.7.63					
HMR_6400	Lipoyl Synthase	2.0 amet[c] + 2.0 h[c] + HC01595[c] + 2.0 paps[c] -> 2.0 dad_5[c] + M02397[c] + 2.0 met_L[c] + 2.0 pap[c] 	Lipoate metabolism	EC:2.8.1.8;EC:2.3.1.181					
HMR_6401	Lipoyl (Octanoyl) Transferase	HC00004[c] + M02397[c] -> ACP[c] + M00209[c] 	Lipoate metabolism	EC:2.3.1.181					
HMR_6402	Lipoyl (Octanoyl) Transferase	HC00004[c] + HC01595[c] -> ACP[c] + M00210[c] 	Lipoate metabolism	EC:2.3.1.181					
HMR_6403	Lipoyl Synthase	2.0 amet[c] + 2.0 h[c] + M00210[c] + 2.0 paps[c] -> 2.0 dad_5[c] + M00209[c] + 2.0 met_L[c] + 2.0 pap[c] 	Lipoate metabolism	EC:2.8.1.8					
HMR_6404	Dihydrolipoyl Dehydrogenase	h[c] + M00209[c] + nadh[c] <=> M00208[c] + nad[c] 	Lipoate metabolism	EC:1.8.1.4					
HMR_6408	HMR_6408	dhlam[c] + h[c] <=> dhlam[m] + h[m] 	Transport, mitochondrial	EC:3.1.1.13					
HMR_6425	HMR_6425	avite2[c] <=> avite2[r] 	Transport, endoplasmic reticular	EC:3.1.1.13					
HMR_6430	HMR_6430	CE7145[r] -> CE7145[c] 	Transport, endoplasmic reticular						
HMR_6431	HMR_6431	CE7145[c] -> CE7145[m] 	Transport, mitochondrial	EC:1.2.1.25					
HMR_6432	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE7145[m] + coa[m] + 3.0 h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE5850[m] + h2o2[m] + nadh[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.3.6;EC:2.3.1.154;EC:2.3.1.16;EC:3.1.2.2;EC:4.2.1.17;EC:5.1.99.4;EC:6.2.1.-					
HMR_6433	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5850[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> accoa[m] + amp[m] + CE5851[m] + h2o2[m] + nadh[m] + oh1[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.1.34;EC:1.3.3.6;EC:2.3.1.16;EC:3.1.2.2;EC:3.1.2.27;EC:4.2.1.17;EC:5.1.99.4;EC:5.3.3.8;EC:6.2.1.-					
HMR_6434	HMR_6434	atp[m] + CE5851[m] + coa[m] + 3.0 h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE5849[m] + h2o2[m] + nadh[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism						
HMR_6435	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5849[m] + coa[m] + 3.0 h[m] + h2o[m] + nad[m] + o2[m] -> accoa[m] + amp[m] + CE5845[m] + h2o2[m] + nadh[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.1.34;EC:1.3.3.6;EC:2.3.1.16;EC:3.1.2.2;EC:3.1.2.27;EC:4.2.1.17;EC:5.1.99.4;EC:5.3.3.8;EC:6.2.1.-					
HMR_6436	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5845[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE1925[m] + h2o2[m] + nadh[m] + oh1[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.3.6;EC:2.3.1.154;EC:2.3.1.16;EC:3.1.2.2;EC:4.2.1.17;EC:5.1.99.4;EC:6.2.1.-					
HMR_6438	HMR_6438	CE1925[c] <=> CE1925[m] 	Transport, mitochondrial	EC:6.4.1.4					
HMR_6439	HMR_6439	M01938[e] -> M01938[c] 	Transport, extracellular	EC:4.2.1.18					
HMR_6440	HMR_6440	M01938[c] <=> M01938[r] 	Transport, endoplasmic reticular	EC:1.2.1.25					
HMR_6441	Leukotriene-B4 20-Monooxygenase	h[c] + M01938[c] + nadph[c] + o2[c] -> CE7074[c] + h2o[c] + nadp[c] 	Vitamin E metabolism	EC:1.14.13.30					
HMR_6442	Leukotriene-B4 20-Monooxygenase	h[r] + M01938[r] + nadph[r] + o2[r] -> CE7074[r] + h2o[r] + nadp[r] 	Vitamin E metabolism	EC:1.14.13.30					
HMR_6445	HMR_6445	CE7072[r] -> CE7072[c] 	Transport, endoplasmic reticular	EC:2.8.3.5					
HMR_6446	HMR_6446	CE7072[c] -> CE7072[m] 	Transport, mitochondrial	EC:6.2.1.17					
HMR_6447	HMR_6447	atp[m] + CE7072[m] + coa[m] + 3.0 h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE5846[m] + h2o2[m] + nadh[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism	EC:2.6.1.13					
HMR_6450	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5847[m] + coa[m] + 3.0 h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE5848[m] + h2o2[m] + nadh[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.3.6;EC:2.3.1.154;EC:2.3.1.16;EC:3.1.2.2;EC:4.2.1.17;EC:5.1.99.4;EC:6.2.1.-					
HMR_6451	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5848[m] + coa[m] + 3.0 h[m] + h2o[m] + nad[m] + o2[m] -> accoa[m] + amp[m] + CE5723[m] + h2o2[m] + nadh[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.1.34;EC:1.3.3.6;EC:2.3.1.16;EC:3.1.2.2;EC:3.1.2.27;EC:4.2.1.17;EC:5.1.99.4;EC:5.3.3.8;EC:6.2.1.-					
HMR_6453	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5723[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE1926[m] + h2o2[m] + nadh[m] + oh1[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.3.6;EC:2.3.1.154;EC:2.3.1.16;EC:3.1.2.2;EC:4.2.1.17;EC:5.1.99.4;EC:6.2.1.-					
HMR_6454	HMR_6454	CE1926[m] -> CE1926[c] 	Transport, mitochondrial	TCDB:2.A.29.14.2					
HMR_6455	HMR_6455	CE5723[m] + h[m] -> CE5723[c] + h[c] 	Transport, mitochondrial	EC:2.6.1.1					
HMR_6456	HMR_6456	CE7047[c] + h[c] <=> yvite[c] 	Vitamin E metabolism	EC:2.6.1.1					
HMR_6463	HMR_6463	yvite[c] <=> yvite[r] 	Transport, endoplasmic reticular	EC:4.3.1.1					
HMR_6468	HMR_6468	CE4898[c] <=> CE4898[r] 	Transport, endoplasmic reticular	EC:3.5.3.6					
HMR_6469	HMR_6469	CE4898[c] -> CE4898[m] 	Transport, mitochondrial	EC:1.5.1.2					
HMR_6470	HMR_6470	atp[m] + CE4898[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE5718[m] + h2o2[m] + nadh[m] + oh1[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.95					
HMR_6471	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5718[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> accoa[m] + amp[m] + CE5719[m] + h2o2[m] + nadh[m] + oh1[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.3.6;EC:2.3.1.154;EC:2.3.1.16;EC:3.1.2.2;EC:4.2.1.17;EC:5.1.99.4;EC:6.2.1.-					
HMR_6472	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5719[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE5721[m] + h2o2[m] + nadh[m] + oh1[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.3.6;EC:2.3.1.154;EC:2.3.1.16;EC:3.1.2.2;EC:4.2.1.17;EC:5.1.99.4;EC:6.2.1.-					
HMR_6473	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5721[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> accoa[m] + amp[m] + CE5723[m] + h2o2[m] + nadh[m] + oh1[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.3.6;EC:2.3.1.154;EC:2.3.1.16;EC:3.1.2.2;EC:4.2.1.17;EC:5.1.99.4;EC:6.2.1.-					
HMR_6475	HMR_6475	avite1[c] <=> avite1[r] 	Transport, endoplasmic reticular						
HMR_6480	HMR_6480	CE5843[r] -> CE5843[c] 	Transport, endoplasmic reticular	EC:1.1.1.21					
HMR_6481	HMR_6481	CE5843[c] -> CE5843[m] 	Transport, mitochondrial	EC:1.1.1.21					
HMR_6482	HMR_6482	atp[m] + CE5843[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE5855[m] + h2o2[m] + nadh[m] + oh1[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.79;EC:1.1.1.81					
HMR_6484	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5855[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> accoa[m] + amp[m] + CE5856[m] + h2o2[m] + nadh[m] + oh1[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.3.6;EC:2.3.1.154;EC:2.3.1.16;EC:3.1.2.2;EC:4.2.1.17;EC:5.1.99.4;EC:6.2.1.-					
HMR_6486	3-Hydroxyacyl Coenzyme A Dehydrogenase	atp[m] + CE5856[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> amp[m] + CE5844[m] + h2o2[m] + nadh[m] + oh1[m] + ppcoa[m] + ppi[m] 	Vitamin E metabolism	EC:1.1.1.35;EC:1.3.3.6;EC:2.3.1.154;EC:2.3.1.16;EC:3.1.2.2;EC:4.2.1.17;EC:5.1.99.4;EC:6.2.1.-					
HMR_6488	HMR_6488	atp[m] + CE5844[m] + coa[m] + h[m] + h2o[m] + nad[m] + o2[m] -> accoa[m] + amp[m] + CE5845[m] + h2o2[m] + nadh[m] + oh1[m] + ppi[m] 	Vitamin E metabolism	EC:2.6.1.1					
HMR_6499	HMR_6499	avite1[c] + h2o[c] + q10[m] <=> CE5022[c] + q10h2[m] 	Vitamin E metabolism	TCDB:2.A.29.14.2					
HMR_6500	HMR_6500	CE5021[c] + q10[m] <=> CE5022[c] + q10h2[m] 	Vitamin E metabolism	EC:2.6.1.1;EC:2.6.1.7					
HMR_6511	FADH2:NADP+ Oxidoreductase	fad[c] + h[c] + nadph[c] -> fadh2[c] + nadp[c] 	Vitamin B2 metabolism	EC:1.5.1.30	R09520				
HMR_6515	3-Mercaptopyruvate:Cyanide Sulfurtransferase	mercppyr[c] + so3[c] -> pyr[c] + tsul[c] 	Methionine and cysteine metabolism	EC:2.8.1.2	R03105				
HMR_6533	HMR_6533	2.0 cl[e] + oh1[c] -> 2.0 cl[c] + oh1[e] 	Transport, extracellular	EC:1.2.1.41					
HMR_6534	HMR_6534	cl[e] + 2.0 hco3[c] -> cl[c] + 2.0 hco3[e] 	Transport, extracellular	EC:2.1.1.20					
HMR_6545	HMR_6545	h2o[c] + pail35p_hs[c] -> pail3p_hs[c] + pi[c] 	Inositol phosphate metabolism	EC:3.1.3.-					
HMR_6549	1-Phosphatidyl-1D-Myo-Inositol-3, 4-Bisphosphate 4-Phosphohydrolase	h2o[c] + pail34p_hs[c] -> pail3p_hs[c] + pi[c] 	Inositol phosphate metabolism	EC:3.1.3.66	R07299				
HMR_6550	Phosphatidylinositol-3, 4, 5-Trisphosphate 3-Phosphatase	h2o[c] + pail34p_hs[c] -> pail4p_hs[c] + pi[c] 	Inositol phosphate metabolism	EC:3.1.3.67					
HMR_6558	Phosphatidylinositol-3, 4, 5-Trisphosphate 3-Phosphatase	h2o[c] + pail345p_hs[c] -> pail35p_hs[c] + pi[c] 	Inositol phosphate metabolism	EC:3.1.3.67					
HMR_6564	D-Myo-Inositol 1, 3, 4, 5-Tetrakisphosphate 3-Phosphohydrolase	h2o[c] + mi1345p[c] -> mi145p[c] + pi[c] 	Inositol phosphate metabolism	EC:3.1.3.62	R03434				
HMR_6566	ATP:1D-Myo-Inositol-1, 3, 4-Trisphosphate 5-Phosphotransferase	atp[c] + mi134p[c] -> adp[c] + h[c] + mi1345p[c] 	Inositol phosphate metabolism	EC:2.7.1.159	R03428				
HMR_6568	ATP:1D-Myo-Inositol-1, 3, 4, 6-Tetrakisphosphate 5-Phosphotransferase	atp[c] + mi1346p[c] -> adp[c] + h[c] + mi13456p[c] 	Inositol phosphate metabolism	EC:2.7.1.140	R03478				
HMR_6572	1D-Myo-Inositol-3-Phosphate Lyase (Isomerizing)	g6p[c] -> mi3p_D[c] 	Inositol phosphate metabolism	EC:5.5.1.4	R07324				
HMR_6573	ATP:1D-Myo-Inositol-1, 4, 5-Trisphosphate 6-Phosphotransferase	atp[c] + mi145p[c] -> adp[c] + h[c] + mi1456p[c] 	Inositol phosphate metabolism	EC:2.7.1.151	R05800				
HMR_6574	ATP:1D-Myo-Inositol-1, 4, 5, 6-Tetrakisphosphate 3-Phosphotransferase	atp[c] + mi1456p[c] -> adp[c] + h[c] + mi13456p[c] 	Inositol phosphate metabolism	EC:2.7.1.151	R05801				
HMR_6577	HMR_6577	pail_hs[c] <=> pail_hs[g] 	Transport, golgi apparatus	EC:4.2.1.1					
HMR_6578	HMR_6578	atp[g] <=> atp[c] 	Transport, golgi apparatus	EC:4.2.1.1					
HMR_6583	Phosphatidylinositol-3, 4, 5-Trisphosphate 3-Phosphatase	h2o[c] + pail5p_hs[c] -> pail_hs[c] + pi[c] 	Inositol phosphate metabolism	EC:3.1.3.67					
HMR_6584	Phosphatidylinositol-3, 4, 5-Trisphosphate 3-Phosphatase	h2o[g] + pail5p_hs[g] -> pail_hs[g] + pi[g] 	Inositol phosphate metabolism	EC:3.1.3.67					
HMR_6595	1-Phosphatidylinositol-4-Phosphate 5-Kinase	atp[c] + pail35p_hs[c] -> adp[c] + h[c] + pail345p_hs[c] 	Inositol phosphate metabolism	EC:2.7.1.68					
HMR_6601	Allantoate Amidinohydrolase	alltt[c] + h2o[c] -> M03122[c] + urea[c] 	Purine catabolism	EC:3.5.3.4	R02422				
HMR_6607	HMR_6607	CE6252[c] + h2o[c] <=> oh1[c] + urate[c] 	Purine catabolism	EC:2.7.4.14					
HMR_6611	Urate:Oxygen Oxidoreductase	h2o[c] + o2[c] + urate[c] <=> C11821[c] + h2o2[c] 	Purine catabolism	EC:1.7.3.3	R02106				
HMR_6617	HMR_6617	trdrd[c] <=> trdrd[n] 	Transport, nuclear	EC:3.6.1.5;EC:3.6.1.6					
HMR_6618	HMR_6618	h[c] + trdrd[c] <=> h[m] + trdrd[m] 	Transport, mitochondrial	EC:2.1.1.37					
HMR_6619	HMR_6619	trdox[c] <=> trdox[n] 	Transport, nuclear	EC:1.5.3.17					
HMR_6620	HMR_6620	h[c] + trdox[c] <=> h[m] + trdox[m] 	Transport, mitochondrial	EC:1.2.1.3					
HMR_6629	HMR_6629	retinol[c] <=> retinol[r] 	Transport, endoplasmic reticular	EC:1.1.1.38;EC:1.1.1.40					
HMR_6632	NADP-Retinol Dehydrogenase	nadp[r] + retinol[r] -> h[r] + nadph[r] + retinal[r] 	Vitamin A metabolism	EC:1.1.1.300	R08379				
HMR_6633	Alcohol Dehydrogenase	nad[r] + retinol[r] -> h[r] + nadh[r] + retinal[r] 	Vitamin A metabolism	EC:1.1.1.1;EC:1.1.1.105	R02124				
HMR_6634	HMR_6634	nadph[c] + o2[c] + retinol[c] -> h[c] + h2o[c] + M01032[c] + nadp[c] 	Vitamin A metabolism	EC:1.14.-.-					
HMR_6635	Phosphatidylcholine-Retinol O-Acyltransferase	h[c] + pchol_hs[c] + retinol[c] -> M00535[c] + M02838[c] 	Vitamin A metabolism	EC:2.3.1.135;EC:2.3.1.75	R08387				
HMR_6636	Carboxylesterase	h2o[c] + M02838[c] -> 11_cis_retfa[c] + retinol[c] 	Vitamin A metabolism	EC:3.1.1.1;EC:3.1.1.3					
HMR_6637	All-Trans-Retinyl Ester Acylhydrolase, 11-Cis-Retinol Forming	h2o[c] + M02838[c] -> 11_cis_retfa[c] + retinol_cis_11[c] 	Vitamin A metabolism	EC:3.1.1.64	R08388				
HMR_6639	Phosphatidylcholine-Retinol O-Acyltransferase	pchol_hs[c] + retinol_cis_11[c] -> M00292[c] + M00535[c] 	Vitamin A metabolism	EC:2.3.1.135;EC:2.3.1.75	R08389				
HMR_6647	Retinal:NAD+ Oxidoreductase	h2o[r] + nad[r] + retinal[r] -> 2.0 h[r] + nadh[r] + retn[r] 	Vitamin A metabolism	EC:1.2.1.36	R02123				
HMR_6648	Unspecific Monooxygenase	h[c] + nadph[c] + o2[c] + retinal[c] -> CE5593[c] + h2o[c] + nadp[c] 	Vitamin A metabolism	EC:1.14.14.1					
HMR_6653	Unspecific Monooxygenase	h[c] + nadph[c] + o2[c] + retinal_cis_9[c] -> CE5592[c] + h2o[c] + nadp[c] 	Vitamin A metabolism	EC:1.14.14.1					
HMR_6655	Unspecific Monooxygenase	CE5592[c] + nadph[c] + o2[c] -> CE5652[c] + h[c] + h2o[c] + nadp[c] 	Vitamin A metabolism	EC:1.14.14.1					
HMR_6656	Unspecific Monooxygenase	CE5592[r] + nadph[r] + o2[r] -> CE5652[r] + h[r] + h2o[r] + nadp[r] 	Vitamin A metabolism	EC:1.14.14.1					
HMR_6671	Long-Chain-Alcohol O-Fatty-Acyltransferase	pmtcoa[c] + retinol_cis_11[c] <=> coa[c] + M00292[c] 	Vitamin A metabolism	EC:2.3.1.75;EC:2.3.1.76;EC:2.3.1.135	R08381				
HMR_6682	HMR_6682	13_cis_retn[r] + h[r] + nadph[r] + o2[r] -> h2o[r] + nadp[r] + oretn[r] 	Vitamin A metabolism	EC:1.14.-.-					
HMR_6684	HMR_6684	13_cis_retn[r] + h[r] + nadph[r] + o2[r] -> CE2963[r] + h2o[r] + nadp[r] 	Vitamin A metabolism	EC:1.14.-.-					
HMR_6690	HMR_6690	CE6583[c] + h[c] + h2o[c] <=> pe_hs[c] + retinal[c] 	Vitamin A metabolism	EC:3.6.1.15					
HMR_6691	HMR_6691	CE6585[c] + h2o[c] <=> CE6583[c] + h[c] + retinal[c] 	Vitamin A metabolism	EC:4.1.1.17					
HMR_6692	HMR_6692	CE6585[c] + fad[c] + 2.0 h[c] <=> CE6584[c] + fadh2[c] 	Vitamin A metabolism	EC:1.11.1.6					
HMR_6693	HMR_6693	CE6584[c] + h2o[c] <=> CE5747[c] + HC02051[c] 	Vitamin A metabolism	EC:1.13.11.6					
HMR_6700	HMR_6700	h[c] + nadph[c] + o2[c] + retn[c] -> CE2956[c] + h2o[c] + nadp[c] 	Vitamin A metabolism	EC:1.14.-.-					
HMR_6701	HMR_6701	h[r] + nadph[r] + o2[r] + retn[r] -> CE2956[r] + h2o[r] + nadp[r] 	Vitamin A metabolism	EC:1.14.-.-					
HMR_6702	HMR_6702	CE2956[c] + h[c] + nadph[c] + o2[c] -> CE2954[c] + 2.0 h2o[c] + nadp[c] 	Vitamin A metabolism	EC:1.14.-.-					
HMR_6703	HMR_6703	CE2956[r] + nadph[r] + o2[r] -> CE2954[r] + h[r] + h2o[r] + nadp[r] 	Vitamin A metabolism	EC:1.14.-.-					
HMR_6704	Glucuronosyltransferase	CE2956[c] + udpglcur[c] -> CE2960[c] + h[c] + udp[c] 	Vitamin A metabolism	EC:2.4.1.17					
HMR_6705	Glucuronosyltransferase	CE2956[r] + udpglcur[r] -> CE2960[r] + h[r] + udp[r] 	Vitamin A metabolism	EC:2.4.1.17					
HMR_6709	HMR_6709	CE3087[c] + 2.0 h2o[c] <=> trp_L[c] 	Tryptophan metabolism	EC:2.7.1.22					
HMR_6711	S-Adenosyl-L-Methionine:Amine N-Methyltransferase	amet[c] + trypta[c] -> ahcys[c] + h[c] + M02605[c] 	Tryptophan metabolism	EC:2.1.1.49	R02174				
HMR_6717	Arylformamidase	5hoxnfkyn[c] + h2o[c] -> 5hxkyn[c] + for[c] + h[c] 	Tryptophan metabolism	EC:3.5.1.9	R04911				
HMR_6720	HMR_6720	2.0 h[c] + Lkynr[c] + udpglcur[c] -> CE2095[c] + udp[c] 	Tryptophan metabolism	EC:3.1.3.2					
HMR_6727	Phenylpyruvate Keto-Enol-Isomerase	phpyr[c] -> M00647[c] 	Phenylalanine metabolism	EC:5.3.2.1	R01378				
HMR_6728	L-Tyrosine, Tetrahydrobiopterin:Oxygen Oxidoreductase (3-Hydroxylating)	o2[c] + thbpt[c] + tyr_L[c] -> 34dhphe[c] + dhbpt[c] + h2o[c] 	Phenylalanine metabolism	EC:1.14.16.2	R01815				
HMR_6729	L-Tyrosine:Oxygen Oxidoreductase	2.0 h[c] + o2[c] + tyr_L[c] -> 34dhphe[c] + h2o[c] 	Phenylalanine metabolism	EC:1.14.18.1	R00731				
HMR_6747	L-Metanephrine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)	h2o[c] + mepi[c] + o2[c] -> 3m4hpga[c] + h2o2[c] + mma[c] 	Phenylalanine metabolism	EC:1.4.3.4	R04894				
HMR_6755	Catechol O-Methyltransferase	34dhoxmand[c] + amet[c] <=> 3mox4hoxm[c] + ahcys[c] + h[c] 	Phenylalanine metabolism	EC:2.1.1.6	R04887				
HMR_6757	S-Adenosyl-L-Methionine:Catechol O-Methyltransferase	34dhoxpeg[c] + amet[c] -> ahcys[c] + h[c] + M00819[c] 	Phenylalanine metabolism	EC:2.1.1.6	R04881				
HMR_6770	L-Tyrosine:Oxygen Oxidoreductase (Deaminating)	h2o[c] + o2[c] + tyr_L[c] -> 34hpp[c] + h2o2[c] + nh4[c] 	Phenylalanine metabolism	EC:1.4.3.2	R00729				
HMR_6771	3- (4-Hydroxyphenyl)Pyruvate Keto-Enol-Isomerase	34hpp[c] -> M00643[c] 	Phenylalanine metabolism	EC:5.3.2.1	R03342				
HMR_6781	HMR_6781	34hpp[c] + h[c] <=> 34hpp[m] + h[m] 	Transport, mitochondrial						
HMR_6782	(R)-4-Hydroxyphenyllactate Dehydrogenase	34hpp[c] + h[c] + nadh[c] -> 34hpl[c] + nad[c] 	Phenylalanine metabolism	EC:1.1.1.222;EC:1.1.1.237	R03336				
HMR_6784	4-Coumarate:Coa Ligase (AMP-Forming)	atp[c] + coa[c] + T4hcinnm[c] -> amp[c] + coucoa[c] + ppi[c] 	Phenylalanine metabolism	EC:6.2.1.12	R01616				
HMR_6785	HMR_6785	coa[c] + coucoa[c] + h2o[c] + nad[c] -> 4hbzcoa[c] + accoa[c] + h[c] + nadh[c] 	Phenylalanine metabolism	EC:2.7.1.-	R08767				
HMR_6786	4-Hydroxybenzoyl Coenzyme A Hydrolase	4hbzcoa[c] + h2o[c] -> 4hbz[c] + coa[c] + h[c] 	Phenylalanine metabolism	EC:3.1.2.23	R01301				
HMR_6790	Aldehyde Dehydrogenase [NAD (P)+]	4hoxpacd[c] + h2o[c] + nad[c] -> 4hphac[c] + 2.0 h[c] + nadh[c] 	Phenylalanine metabolism	EC:1.2.1.5					
HMR_6793	HMR_6793	iodine[c] + tyr_L[c] -> 3ityr_L[c] + h[c] + M02146[c] 	Steroid metabolism	EC:1.11.1.8	R03539				
HMR_6794	HMR_6794	3ityr_L[c] + iodine[c] -> 35diotyr[c] + h[c] + M02146[c] 	Steroid metabolism	EC:1.11.1.8	R03973				
HMR_6797	HMR_6797	triodthy[c] <=> triodthy[r] 	Transport, endoplasmic reticular	EC:2.7.9.2					
HMR_6802	HMR_6802	amet[c] + C02442[c] -> ahcys[c] + C06199[c] + h[c] 	Phenylalanine metabolism	EC:2.1.1.-	R03943				
HMR_6813	Peroxidase	CE4888[c] + h[c] + h[r] + 2.0 h2o[c] <=> CE5276[c] + 2.0 h2o[r] + h2o2[c] 	Phenylalanine metabolism	EC:1.11.1.7;EC:1.11.1.8;EC:1.11.2.2					
HMR_6826	Thyroxine 5'-Deiodinase	CE2866[c] + i[c] + nadp[c] <=> nadph[c] + triodthy[c] 	Phenylalanine metabolism	EC:1.97.1.10;EC:1.97.1.11					
HMR_6827	Thyroxine 5'-Deiodinase	CE2866[r] + i[r] + nadp[r] <=> nadph[r] + triodthy[r] 	Phenylalanine metabolism	EC:1.97.1.10;EC:1.97.1.11					
HMR_6834	Thyroxine 5'-Deiodinase	CE2866[c] + i[c] + nadp[c] <=> HC02187[c] + nadph[c] 	Phenylalanine metabolism	EC:1.97.1.10					
HMR_6835	Thyroxine 5'-Deiodinase	CE2866[r] + i[r] + nadp[r] <=> HC02187[r] + nadph[r] 	Phenylalanine metabolism	EC:1.97.1.10					
HMR_6838	HMR_6838	HC02187[c] + paps[c] -> h[c] + pap[c] + triodthysuf[c] 	Phenylalanine metabolism	EC:2.8.2.-					
HMR_6839	Steryl-Sulfatase	h2o[c] + triodthysuf[c] -> h[c] + HC02187[c] + so4[c] 	Phenylalanine metabolism	EC:3.1.6.2					
HMR_6840	Thyroxine 5'-Deiodinase	CE2872[c] + i[c] + nadp[c] <=> nadph[c] + triodthy[c] 	Phenylalanine metabolism	EC:1.97.1.10					
HMR_6841	Thyroxine 5'-Deiodinase	CE2872[r] + i[r] + nadp[r] <=> nadph[r] + triodthy[r] 	Phenylalanine metabolism	EC:1.97.1.10					
HMR_6844	HMR_6844	CE2872[c] + paps[c] -> CE2873[c] + h[c] + pap[c] 	Phenylalanine metabolism	EC:2.8.2.-					
HMR_6848	Thyroxine 5'-Deiodinase	CE2872[c] + nadph[c] <=> CE2874[c] + i[c] + nadp[c] 	Phenylalanine metabolism	EC:1.97.1.10					
HMR_6849	Thyroxine 5'-Deiodinase	CE2872[r] + nadph[r] <=> CE2874[r] + i[r] + nadp[r] 	Phenylalanine metabolism	EC:1.97.1.10					
HMR_6850	HMR_6850	CE2874[c] + paps[c] -> CE2875[c] + h[c] + pap[c] 	Phenylalanine metabolism	EC:2.8.2.-					
HMR_6854	L-Thyroxine Iodohydrolase (Reducing)	i[c] + nadp[c] + triodthy[c] <=> nadph[c] + thyox_L[c] 	Phenylalanine metabolism	EC:1.97.1.10	R03734				
HMR_6855	Thyroxine 5'-Deiodinase	i[r] + nadp[r] + triodthy[r] <=> nadph[r] + thyox_L[r] 	Phenylalanine metabolism	EC:1.97.1.10					
HMR_6874	L-Tyrosine, L-Dopa:Oxygen Oxidoreductase	o2[c] + tyr_L[c] -> dopaqn[c] + h2o[c] 	Phenylalanine metabolism	EC:1.14.18.1	R02078				
HMR_6876	HMR_6876	2c23dh56dhoxin[c] + dopaqn[c] <=> 34dhphe[c] + L_dpchrm[c] 	Phenylalanine metabolism	spontaneous	R03672				
