id	name	formula	charge	chebiId	keggID	pubChemID	inchiString	hepatoNetID	ehmnId	hmdbId
CE1292[c]	3beta-hydroxy-5-cholestene-27-oate	C27H43O3	-1				InChI=1/C27H44O3/c1-17(6-5-7-18(2)25(29)30)22-10-11-23-21-9-8-19-16-20(28)12-14-26(19,3)24(21)13-15-27(22,23)4/h8,17-18,20-24,28H,5-7,9-16H2,1-4H3,(H,29,30)/p-1/t17-,18u,20+,21-,22-,23-,24-,26+,27-/m0/s1		CE1292	
CE3038[c]	3beta,7alpha-dihydroxy-5-cholestenoate	C27H43O4	-1		C17335	3081084	InChI=1/C27H44O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h15-17,19-24,28-29H,5-14H2,1-4H3,(H,30,31)/p-1/t16-,17u,19+,20-,21-,22-,23+,24-,26+,27-/m0/s1		CE3038	
CE1292[m]	3beta-hydroxy-5-cholestene-27-oate	C27H43O3	-1				InChI=1/C27H44O3/c1-17(6-5-7-18(2)25(29)30)22-10-11-23-21-9-8-19-16-20(28)12-14-26(19,3)24(21)13-15-27(22,23)4/h8,17-18,20-24,28H,5-7,9-16H2,1-4H3,(H,29,30)/p-1/t17-,18u,20+,21-,22-,23-,24-,26+,27-/m0/s1		CE1292	
CE3038[m]	3beta,7alpha-dihydroxy-5-cholestenoate	C27H43O4	-1		C17335	3081084	InChI=1/C27H44O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h15-17,19-24,28-29H,5-14H2,1-4H3,(H,30,31)/p-1/t16-,17u,19+,20-,21-,22-,23+,24-,26+,27-/m0/s1		CE3038	
CE2345[c]	7alpha-hydroxy-3-oxo-4-cholestenoic acid anion	C27H41O4	-1				InChI=1/C27H42O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h14,16-17,20-24,29H,5-13,15H2,1-4H3,(H,30,31)/p-1/t16-,17?,20-,21-,22-,23+,24-,26+,27-/m0/s1		CE2345	
CE2345[m]	7alpha-hydroxy-3-oxo-4-cholestenoic acid anion	C27H41O4	-1				InChI=1/C27H42O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h14,16-17,20-24,29H,5-13,15H2,1-4H3,(H,30,31)/p-1/t16-,17?,20-,21-,22-,23+,24-,26+,27-/m0/s1		CE2345	
cholcoa[m]	choloyl-CoA(4-)	C45H70N7O20P3S	-4	15519	C01794	439573	InChI=1S/C45H74N7O20P3S/c1-23(26-7-8-27-34-28(18-31(55)45(26,27)5)44(4)12-10-25(53)16-24(44)17-29(34)54)6-9-33(57)76-15-14-47-32(56)11-13-48-41(60)38(59)43(2,3)20-69-75(66,67)72-74(64,65)68-19-30-37(71-73(61,62)63)36(58)42(70-30)52-22-51-35-39(46)49-21-50-40(35)52/h21-31,34,36-38,42,53-55,58-59H,6-20H2,1-5H3,(H,47,56)(H,48,60)(H,64,65)(H,66,67)(H2,46,49,50)(H2,61,62,63)/p-4/t23-,24+,25-,26-,27+,28+,29-,30-,31+,34+,36-,37-,38+,42-,44+,45-/m1/s1	HC00844	C01794	HMDB01374
cholate[m]	Cholate	C24H39O5	-1	16359	C00695	221493	InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/p-1/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1	HC00502	C00695	HMDB00619
cholate[x]	Cholate	C24H39O5	-1	16359	C00695	221493	InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/p-1/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1	HC00502	C00695	HMDB00619
dcholcoa[m]	chenodeoxycholoyl coenzyme a	C45H70N7O19P3S	-4	28701	C05337	11953854	InChI=1S/C45H74N7O19P3S/c1-24(27-7-8-28-34-29(11-14-45(27,28)5)44(4)13-10-26(53)18-25(44)19-30(34)54)6-9-33(56)75-17-16-47-32(55)12-15-48-41(59)38(58)43(2,3)21-68-74(65,66)71-73(63,64)67-20-31-37(70-72(60,61)62)36(57)42(69-31)52-23-51-35-39(46)49-22-50-40(35)52/h22-31,34,36-38,42,53-54,57-58H,6-21H2,1-5H3,(H,47,55)(H,48,59)(H,63,64)(H,65,66)(H2,46,49,50)(H2,60,61,62)/p-4/t24-,25+,26-,27-,28+,29+,30-,31-,34+,36-,37-,38+,42-,44+,45-/m1/s1	HC01426	C05337	HMDB06292
C02528[m]	chenodeoxycholate	C24H39O4	-1	16755	C02528	10133	InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/p-1/t14-,15+,16-,17-,18+,19+,20-,22+,23+,24-/m1/s1	HC00958	C02528	HMDB00518
C02528[x]	chenodeoxycholate	C24H39O4	-1	16755	C02528	10133	InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/p-1/t14-,15+,16-,17-,18+,19+,20-,22+,23+,24-/m1/s1	HC00958	C02528	HMDB00518
dhcholestancoa[c]	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	C48H76N7O19P3S	-4	15494	C04644	440420	InChI=1S/C48H80N7O19P3S/c1-26(30-10-11-31-36-32(13-16-48(30,31)6)47(5)15-12-29(56)20-28(47)21-33(36)57)8-7-9-27(2)45(62)78-19-18-50-35(58)14-17-51-43(61)40(60)46(3,4)23-71-77(68,69)74-76(66,67)70-22-34-39(73-75(63,64)65)38(59)44(72-34)55-25-54-37-41(49)52-24-53-42(37)55/h24-34,36,38-40,44,56-57,59-60H,7-23H2,1-6H3,(H,50,58)(H,51,61)(H,66,67)(H,68,69)(H2,49,52,53)(H2,63,64,65)/t26-,27?,28+,29-,30-,31+,32+,33-,34-,36+,38-,39-,40+,44-,47+,48-/m1/s1	HC01332	C04644	HMDB02159
dhcholestancoa[m]	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	C48H76N7O19P3S	-4	15494	C04644	440420	InChI=1S/C48H80N7O19P3S/c1-26(30-10-11-31-36-32(13-16-48(30,31)6)47(5)15-12-29(56)20-28(47)21-33(36)57)8-7-9-27(2)45(62)78-19-18-50-35(58)14-17-51-43(61)40(60)46(3,4)23-71-77(68,69)74-76(66,67)70-22-34-39(73-75(63,64)65)38(59)44(72-34)55-25-54-37-41(49)52-24-53-42(37)55/h24-34,36,38-40,44,56-57,59-60H,7-23H2,1-6H3,(H,50,58)(H,51,61)(H,66,67)(H,68,69)(H2,49,52,53)(H2,63,64,65)/t26-,27?,28+,29-,30-,31+,32+,33-,34-,36+,38-,39-,40+,44-,47+,48-/m1/s1	HC01332	C04644	HMDB02159
CE1589[c]	deoxycholoyl-CoA	C45H70N7O19P3S	-4	50111	C15560	24820763	InChI=1S/C45H74N7O19P3S/c1-24(28-9-10-29-27-8-7-25-18-26(53)12-14-44(25,4)30(27)19-32(54)45(28,29)5)6-11-34(56)75-17-16-47-33(55)13-15-48-41(59)38(58)43(2,3)21-68-74(65,66)71-73(63,64)67-20-31-37(70-72(60,61)62)36(57)42(69-31)52-23-51-35-39(46)49-22-50-40(35)52/h22-32,36-38,42,53-54,57-58H,6-21H2,1-5H3,(H,47,55)(H,48,59)(H,63,64)(H,65,66)(H2,46,49,50)(H2,60,61,62)/p-4/t24-,25-,26-,27+,28-,29+,30+,31-,32+,36-,37-,38+,42-,44+,45-/m1/s1		CE1589	
C05463[c]	taurodeoxycholate	C26H44NO6S	-1	9410	C05463	2733768	InChI=1S/C26H45NO6S/c1-16(4-9-24(30)27-12-13-34(31,32)33)20-7-8-21-19-6-5-17-14-18(28)10-11-25(17,2)22(19)15-23(29)26(20,21)3/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/p-1/t16-,17-,18-,19+,20-,21+,22+,23+,25+,26-/m1/s1		C05463	HMDB00896
CE1589[x]	deoxycholoyl-CoA	C45H70N7O19P3S	-4	50111	C15560	24820763	InChI=1S/C45H74N7O19P3S/c1-24(28-9-10-29-27-8-7-25-18-26(53)12-14-44(25,4)30(27)19-32(54)45(28,29)5)6-11-34(56)75-17-16-47-33(55)13-15-48-41(59)38(58)43(2,3)21-68-74(65,66)71-73(63,64)67-20-31-37(70-72(60,61)62)36(57)42(69-31)52-23-51-35-39(46)49-22-50-40(35)52/h22-32,36-38,42,53-54,57-58H,6-21H2,1-5H3,(H,47,55)(H,48,59)(H,63,64)(H,65,66)(H2,46,49,50)(H2,60,61,62)/p-4/t24-,25-,26-,27+,28-,29+,30+,31-,32+,36-,37-,38+,42-,44+,45-/m1/s1		CE1589	
C05463[x]	taurodeoxycholate	C26H44NO6S	-1	9410	C05463	2733768	InChI=1S/C26H45NO6S/c1-16(4-9-24(30)27-12-13-34(31,32)33)20-7-8-21-19-6-5-17-14-18(28)10-11-25(17,2)22(19)15-23(29)26(20,21)3/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/p-1/t16-,17-,18-,19+,20-,21+,22+,23+,25+,26-/m1/s1		C05463	HMDB00896
23cump[c]	2',3'-cyclic UMP(1-)	C9H10N2O8P	-1	28637	C02355	439715	InChI=1S/C9H11N2O8P/c12-3-4-6-7(19-20(15,16)18-6)8(17-4)11-2-1-5(13)10-9(11)14/h1-2,4,6-8,12H,3H2,(H,15,16)(H,10,13,14)/p-1/t4-,6-,7-,8-/m1/s1		C02355	HMDB11640
3ump[c]	3'-UMP(2-)	C9H11N2O9P	-2	28895	C01368	101543	InChI=1S/C9H13N2O9P/c12-3-4-7(20-21(16,17)18)6(14)8(19-4)11-2-1-5(13)10-9(11)15/h1-2,4,6-8,12,14H,3H2,(H,10,13,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1		C01368	
23cump[e]	2',3'-cyclic UMP(1-)	C9H10N2O8P	-1	28637	C02355	439715	InChI=1S/C9H11N2O8P/c12-3-4-6-7(19-20(15,16)18-6)8(17-4)11-2-1-5(13)10-9(11)14/h1-2,4,6-8,12H,3H2,(H,15,16)(H,10,13,14)/p-1/t4-,6-,7-,8-/m1/s1		C02355	HMDB11640
3ump[e]	3'-UMP(2-)	C9H11N2O9P	-2	28895	C01368	101543	InChI=1S/C9H13N2O9P/c12-3-4-7(20-21(16,17)18)6(14)8(19-4)11-2-1-5(13)10-9(11)15/h1-2,4,6-8,12,14H,3H2,(H,10,13,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1		C01368	
CE5586[c]	N-[(E)-4-ammoniobutylidene]propane-1,3-diaminium	C7H20N3	3	58732		23657850	InChI=1S/C7H17N3/c8-4-1-2-6-10-7-3-5-9/h6H,1-5,7-9H2/p+3/b10-6+		CE5586	
CE5588[c]	deoxyhypusine	C10H25N3O2	2	50038		122083	InChI=1S/C10H23N3O2/c11-6-2-4-8-13-7-3-1-5-9(12)10(14)15/h9,13H,1-8,11-12H2,(H,14,15)/t9-/m0/s1		CE5588	HMDB11150
retinal_cis_9[r]	all-trans-retinal	C20H28O	0	17898	C00376	638015	InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+		CE5575	HMDB01358
CE1617[r]	9-cis-retinoate	C20H27O2	-1	50648	C15493	449171			CE1617	HMDB02369
retinal_cis_13[r]	13-cis-retinal	C20H28O	0	45487	C00376	6436079	InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13-		CE5589	HMDB06220
CE5591[c]	4-OH-13-cis-retinal	C20H28O2	0						CE5591	
CE5591[r]	4-OH-13-cis-retinal	C20H28O2	0						CE5591	
CE5592[c]	4-OH-9-cis-retinal	C20H28O2	0						CE5592	
CE5592[r]	4-OH-9-cis-retinal	C20H28O2	0						CE5592	
CE5593[c]	4-OH-retinal	C20H28O2	0			14015984			CE5593	HMDB12788
retinal[r]	retinal	C20H28O	0	15035	C00376	638015	InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3		C00376	HMDB01358
CE5593[r]	4-OH-retinal	C20H28O2	0			14015984			CE5593	HMDB12788
CE1617[c]	9-cis-retinoate	C20H27O2	-1	50648	C15493	449171			CE1617	HMDB02369
CE5594[c]	9,13-cis-retinoate	C20H27O2	-1	15367	C00777	6419708			CE5594	HMDB12874
CE1261[c]	5-S-cysteinyldopa	C12H16N2O6S	0			10663203			CE1261	
CE5026[c]	5-S-glutathionyl-L-DOPA	C19H25N4O10S	-1						CE5026	
dopaqn[x]	L-dopaquinone	C9H9NO4	0	16852	C00822	439316	InChI=1S/C9H9NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6H,3,10H2,(H,13,14)/t6-/m0/s1		C00822	HMDB01229
CE5026[x]	5-S-glutathionyl-L-DOPA	C19H25N4O10S	-1						CE5026	
CE1262[c]	5-(S-L-cysteinyl)-dopaquinone	C12H14N2O6S	0						CE1262	
C09642[c]	(-)-Salsolinol	C10H14NO2	1	123715	C09642	91588	InChI=Not Available		C09642	HMDB05199
CE5626[c]	salsolinol 1-carboxylate	C11H13NO4	0			100185	InChI=1/C11H13NO4/c1-11(10(15)16)7-5-9(14)8(13)4-6(7)2-3-12-11/h4-5,12-14H,2-3H2,1H3,(H,15,16)/p-1		CE5626	HMDB13068
CE5627[c]	salsoline-1-carboxylate	C12H15NO4	0			320322	InChI=1/C12H15NO4/c1-12(11(15)16)8-6-10(17-2)9(14)5-7(8)3-4-13-12/h5-6,13-14H,3-4H2,1-2H3,(H,15,16)/p-1		CE5627	HMDB13067
CE5629[c]	1,2-dehydrosalsolinol	C10H11NO2	0	193796			InChI=1/C10H11NO2/c1-6-8-5-10(13)9(12)4-7(8)2-3-11-6/h4-5,12-13H,2-3H2,1H3		CE5629	HMDB12490
C09640[c]	(-)-Salsoline	C11H16NO2	1	761542	C09640	442356	InChI=1/C11H15NO2/c1-7-9-6-11(14-2)10(13)5-8(9)3-4-12-7/h5-7,12-13H,3-4H2,1-2H3/t7-/m0/s1		C09640	HMDB12469
CE4890[c]	N-methylsalsolinol	C11H16NO2	1			124148	InChI=1/C11H15NO2/c1-7-9-6-11(14)10(13)5-8(9)3-4-12(7)2/h5-7,13-14H,3-4H2,1-2H3/t7-/m0/s1		CE4890	HMDB03892
C06350[c]	(R,S)-Norlaudanosoline	C16H18NO4	1	28770	C06350	18519	InChI=1S/C16H17NO4/c18-13-2-1-9(6-14(13)19)5-12-11-8-16(21)15(20)7-10(11)3-4-17-12/h1-2,6-8,12,17-21H,3-5H2		C06350	HMDB12486
CE1401[c]	homocysteine thiolactone	C4H8NOS	1	60315		134505	InChI=1S/C4H7NOS/c5-3-1-2-7-4(3)6/h3H,1-2,5H2/t3-/m0/s1		CE1401	HMDB02287
CE1761[c]	4-hydroxyvitamin A1	C20H30O2	0			4363341			CE1761	
retinol[r]	retinol	C20H30O	0	50211	C00473	445354	InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3		C00473	HMDB00305
CE1761[r]	4-hydroxyvitamin A1	C20H30O2	0			4363341			CE1761	
CE5653[c]	4-oxo-9-cis-retinoate	C20H25O3	-1			54518673			CE5653	
CE5653[r]	4-oxo-9-cis-retinoate	C20H25O3	-1			54518673			CE5653	
CE5654[c]	4-oxo-13-cis-retinoate	C20H25O3	-1			9995780			CE5654	HMDB12789
CE5654[r]	4-oxo-13-cis-retinoate	C20H25O3	-1			9995780			CE5654	HMDB12789
CE2957[c]	18-hydroxy-all-trans-retinoate	C20H27O3	-1		C16679	6506224			CE2957	HMDB12452
CE2957[r]	18-hydroxy-all-trans-retinoate	C20H27O3	-1		C16679	6506224			CE2957	HMDB12452
CE5656[c]	lipoyl-AMP(1-)	C18H25N5O8PS2	-1	55451	C16238	23724672	InChI=1S/C18H26N5O8PS2/c19-16-13-17(21-8-20-16)23(9-22-13)18-15(26)14(25)11(30-18)7-29-32(27,28)31-12(24)4-2-1-3-10-5-6-33-34-10/h8-11,14-15,18,25-26H,1-7H2,(H,27,28)(H2,19,20,21)/p-1/t10?,11-,14-,15-,18-/m1/s1		CE5656	
CE2566[c]	5(S),6(S)-epoxy-15(R)-hydroxyeicosatetraenoate	C20H29O4	-1						CE2566	
CE2568[c]	15-epi-lipoxin A4	C20H31O5	-1			3934			CE2568	HMDB12587
CE2566[r]	5(S),6(S)-epoxy-15(R)-hydroxyeicosatetraenoate	C20H29O4	-1						CE2566	
CE2568[r]	15-epi-lipoxin A4	C20H31O5	-1			3934			CE2568	HMDB12587
CE2566[x]	5(S),6(S)-epoxy-15(R)-hydroxyeicosatetraenoate	C20H29O4	-1						CE2566	
CE2568[x]	15-epi-lipoxin A4	C20H31O5	-1			3934			CE2568	HMDB12587
CE5661[c]	15-oxo-lipoxin A4	C20H29O5	-1			53481477			CE5661	HMDB12590
CE5662[c]	13,14-dihydro-15-oxo-lipoxin A4	C20H31O5	-1			53481470			CE5662	HMDB12564
CE2569[c]	15-epi-lipoxin B4	C20H31O5	-1						CE2569	
CE2569[r]	15-epi-lipoxin B4	C20H31O5	-1						CE2569	
CE2569[x]	15-epi-lipoxin B4	C20H31O5	-1						CE2569	
pail35p_hs[g]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	C9H14O15P3FULLRCO2FULLR2CO2	-5	57923						
pail345p_hs[g]	1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)	C9H13O18P4FULLRCO2FULLR2CO2	-7	57836					C05981	
pail345p_hs[r]	1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)	C9H13O18P4FULLRCO2FULLR2CO2	-7	57836					C05981	
C11695[c]	Anandamide	C22H37NO2	0	2700	C11695	5281969	InChI=1S/C22H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h6-7,9-10,12-13,15-16,24H,2-5,8,11,14,17-21H2,1H3,(H,23,25)/b7-6-,10-9-,13-12-,16-15-		C11695	HMDB04080
CE5698[c]	1,4-benzothiazine-o-quinonimine	C12H11N2O5S	-1			53481441			CE5698	HMDB12491
CE5272[c]	3,4-dihydro-1,4-benzothiazine-3-carboxylate	C12H13N2O5S	-1						CE5272	
CE1264[c]	benzothiazine		0	46899					CE1264	
CE5274[c]	3,5-dihydroxy-3,4-dihydro-1,4-benzothiazine	C11H14N2O4S	0						CE5274	
C02712[m]	N-Acetylmethionine	C7H12NO3S	-1	21557	C02712	6180	InChI=1/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)		C02712	HMDB11745
CE1554[m]	N-acetyl-L-alanine	C5H8NO3	-1	40992		132213	InChI=1/C5H9NO3/c1-3(5(8)9)6-4(2)7/h3H,1-2H3,(H,6,7)(H,8,9)/p-1/t3-/m1/s1		CE1554	HMDB00766
CE1556[m]	N-acetyl-L-asparagine	C6H9N2O4	-1			99715	InChI=1/C6H10N2O4/c1-3(9)8-4(6(11)12)2-5(7)10/h4H,2H2,1H3,(H2,7,10)(H,8,9)(H,11,12)/p-1/t4-/m0/s1		CE1556	HMDB06028
C02356[c]	(S)-2-Aminobutanoate	C4H9NO2	0	35619	C02356	80283	InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1		C02356	HMDB00452
CE1661[c]	gama-L-glutamyl-L-alpha-aminobutyrate	C9H15N2O5	-1						CE1661	
CE1665[c]	gama-glutamylglutathione	C15H22N4O9S	-2						CE1665	
CE2565[n]	15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	C20H31O3	-1			3246888			CE2565	
CE2566[n]	5(S),6(S)-epoxy-15(R)-hydroxyeicosatetraenoate	C20H29O4	-1						CE2566	
CE2565[r]	15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	C20H31O3	-1			3246888			CE2565	
no2[c]	Nitrite	NO2	-1	16301	C00088	24529	InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1		C00088	HMDB02786
CE1957[c]	4-hydroxy-3-nitrophenylacetate	C8H5NO5	-2	546274		447364			CE1957	
C13856[c]	2-Arachidonoylglycerol	C23H38O4	0	52392	C13856	1541	InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-22(20-24)21-25/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-		C13856	HMDB04666
CE5700[c]	12-hydroperoxyeicosatetraenoate glyceryl ester	C23H38O6	0						CE5700	
C13856[r]	2-Arachidonoylglycerol	C23H38O4	0	52392	C13856	1541	InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-22(20-24)21-25/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-		C13856	HMDB04666
CE5700[r]	12-hydroperoxyeicosatetraenoate glyceryl ester	C23H38O6	0						CE5700	
CE3481[c]	1-lyso-2-arachidonoyl-phosphatidate	C23H37O7P	-2			53481443			CE3481	HMDB12496
CE3481[g]	1-lyso-2-arachidonoyl-phosphatidate	C23H37O7P	-2			53481443			CE3481	HMDB12496
C13856[g]	2-Arachidonoylglycerol	C23H38O4	0	52392	C13856	1541	InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-22(20-24)21-25/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-		C13856	HMDB04666
CE3481[r]	1-lyso-2-arachidonoyl-phosphatidate	C23H37O7P	-2			53481443			CE3481	HMDB12496
CE5726[c]	Prostaglandin PGE2 1-glyceryl ester	C23H38O7	0			52193688			CE5726	HMDB13043
CE5727[c]	Prostaglandin PGE2 3-glyceryl ester	C23H38O7	0						CE5727	
CE4980[c]	Prostaglandin PGE2 glyceryl ester	C23H38O7	0			53481593			CE4980	HMDB13045
CE5730[c]	Prostaglandin PGB2 glyceryl ester	C23H36O6	0						CE5730	
prostge2[m]	prostaglandin E2(1-)	C20H31O5	-1	15551	C00584	5280360	InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-17,19,21,23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/p-1/b7-4-,13-12+/t15-,16+,17+,19+/m0/s1		C00584	HMDB01220
C05953[m]	Prostaglandin A2	C20H29O4	-1	27820	C05953	22833602	InChI=1S/C20H30O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h4,7,12-18,21H,2-3,5-6,8-11H2,1H3,(H,23,24)/b7-4-,14-12+/t16-,17-,18+/m0/s1		C05953	HMDB02752
C05957[r]	Prostaglandin J2	C20H29O4	-1	27485	C05957	5280884	InChI=1S/C20H30O4/c1-2-3-6-10-17(21)13-14-18-16(12-15-19(18)22)9-7-4-5-8-11-20(23)24/h4,7,12-18,21H,2-3,5-6,8-11H2,1H3,(H,23,24)/b7-4-,14-13+/t16-,17-,18+/m0/s1		C05957	HMDB02710
C05957[c]	Prostaglandin J2	C20H29O4	-1	27485	C05957	5280884	InChI=1S/C20H30O4/c1-2-3-6-10-17(21)13-14-18-16(12-15-19(18)22)9-7-4-5-8-11-20(23)24/h4,7,12-18,21H,2-3,5-6,8-11H2,1H3,(H,23,24)/b7-4-,14-13+/t16-,17-,18+/m0/s1		C05957	HMDB02710
CE4877[c]	15-deoxy-prostaglandin J2	C20H27O3	-1	607727	C14717	404025			CE4877	HMDB05079
CE2065[c]	acetylcarnosine	C11H15N4O4	-1			10221026			CE2065	HMDB12881
CE2026[m]	3-methylcrotonoylglycine	C7H10NO3	-1	68499		169485			CE2026	HMDB00459
C04483[c]	deoxycholate	C24H39O4	-1	28834	C04483	222528	InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/p-1/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1		C04483	HMDB00626
C04483[r]	deoxycholate	C24H39O4	-1	28834	C04483	222528	InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/p-1/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1		C04483	HMDB00626
CE2020[m]	N-arachidonoylglycinate	C22H34NO3	-1	59002		4345	InChI=1S/C22H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21(24)23-20-22(25)26/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-20H2,1H3,(H,23,24)(H,25,26)/p-1/b7-6-,10-9-,13-12-,16-15-		CE2020	
CE2176[c]	3-O-methyldopa	C10H13NO4	0			1670	InChI=1/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)		CE2176	HMDB01434
C02442[c]	N-methyltyraminium	C9H14NO	1	17458	C02442	9727	InChI=1S/C9H13NO/c1-10-7-6-8-2-4-9(11)5-3-8/h2-5,10-11H,6-7H2,1H3/p+1		C02442	HMDB03633
bgly[c]	N-benzoylglycinate	C9H8NO3	-1	18089	C01586	464	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)/p-1		C01586	HMDB00714
CE2934[c]	o-methylhippurate	C10H10NO3	-1	68455		91637			CE2934	HMDB11723
CE2152[c]	1,2,3,4-tetrahydro-beta-carboline	C11H13N2	1	100417		107838			CE2152	HMDB12488
CE2153[c]	6-hydroxy-1,2,3,4-tetrahydro-beta-carboline	C11H13N2O	1	69060		159959			CE2153	
CE2172[c]	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	C9H12NO2	1	110006		36937	InChI=1/C9H11NO2/c11-8-3-6-1-2-10-5-7(6)4-9(8)12/h3-4,10-12H,1-2,5H2		CE2172	HMDB06044
