rxn_code_nodirection,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
r2182,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5097,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * glycoursodeoxycholate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * glycoursodeoxycholate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1A1",0
r2183,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5098,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * glycoursodeoxycholate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * glycoursodeoxycholate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1A1",0
r2184,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5099,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * sulfoglycolithocholate(2-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * sulfoglycolithocholate(2-) [c]
SLCO1A1",0
r2185,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5100,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * sulfoglycolithocholate(2-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * sulfoglycolithocholate(2-) [c]
SLCO1A1",0
r2186,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5101,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * sulfoglycolithocholate(2-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * sulfoglycolithocholate(2-) [c]
SLCO1A1",0
r2187,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5102,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * 2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * 2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate [c]
SLCO1A1",0
r2188,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5103,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * 2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * 2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate [c]
SLCO1A1",0
r2189,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5104,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * 2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * 2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate [c]
SLCO1A1",0
r2190,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5105,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * sulfochenodeoxycholate [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * sulfochenodeoxycholate [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1A1",0
r2191,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5106,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * sulfochenodeoxycholate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * sulfochenodeoxycholate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1A1",0
r2192,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5107,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * sulfochenodeoxycholate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * sulfochenodeoxycholate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1A1",0
r2193,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5108,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * bilirubin(2-) [e] + 1.00 * Reduced glutathione [c] --> 1.00 * Bicarbonate [e] + 1.00 * bilirubin(2-) [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",0
r2194,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5109,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * L-thyroxine [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * L-thyroxine [c]
SLCO1A1",0
r2195,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5110,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * 3,3',5-triiodo-L-thyronine [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * 3,3',5-triiodo-L-thyronine [c]
SLCO1A1",0
r2196,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5111,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * reverse-triiodthyronine [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * reverse-triiodthyronine [c]
SLCO1A1",0
r2197,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5112,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * prostaglandin E2(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E2(1-) [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",0
r2198,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5113,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * leukotriene C4(2-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * leukotriene C4(2-) [c]
SLCO1B2",0
r2199,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5114,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * bis(beta-glucosyluronate)bilirubin [e] + 1.00 * Reduced glutathione [c] --> 1.00 * Bicarbonate [e] + 1.00 * bis(beta-glucosyluronate)bilirubin [c] + 1.00 * Reduced glutathione [e]
SLCO1B2",0
r2200,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5115,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * thromboxane-b2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * thromboxane-b2 [c]
SLCO1B2",0
r2201,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5116,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * leukotriene E4(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * leukotriene E4(1-) [c]
SLCO1B2",0
r2202,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5117,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * mono(glucosyluronic acid)bilirubin(2-) [e] + 1.00 * Reduced glutathione [c] --> 1.00 * Bicarbonate [e] + 1.00 * mono(glucosyluronic acid)bilirubin(2-) [c] + 1.00 * Reduced glutathione [e]
SLCO1B2",0
r2203,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5118,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * bilirubin(2-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * bilirubin(2-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1A1",0
r2204,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5119,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * bilirubin(2-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * bilirubin(2-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1A1",0
r2205,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5120,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * bilirubin(2-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * bilirubin(2-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1A1",0
r2206,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5121,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * L-thyroxine [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * L-thyroxine [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1A1",0
r2207,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5122,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * L-thyroxine [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * L-thyroxine [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1A1",0
r2208,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5123,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * L-thyroxine [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * L-thyroxine [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1A1",0
r2209,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5124,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * 3,3',5-triiodo-L-thyronine [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * 3,3',5-triiodo-L-thyronine [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1A1",0
r2210,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5125,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * 3,3',5-triiodo-L-thyronine [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * 3,3',5-triiodo-L-thyronine [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1A1",0
r2211,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5126,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * 3,3',5-triiodo-L-thyronine [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * 3,3',5-triiodo-L-thyronine [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1A1",0
r2212,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5127,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * reverse-triiodthyronine [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * reverse-triiodthyronine [c]
SLCO1A1",0
r2213,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5128,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * reverse-triiodthyronine [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * reverse-triiodthyronine [c]
SLCO1A1",0
r2214,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5129,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * reverse-triiodthyronine [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * reverse-triiodthyronine [c]
SLCO1A1",0
r2215,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5130,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin E2(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E2(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1A1",0
r2216,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5131,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin E2(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E2(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1A1",0
r2217,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5132,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin E2(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E2(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1A1",0
r2218,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5133,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * arachidonate [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * arachidonate [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2219,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5134,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * arachidonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * arachidonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2220,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5135,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * arachidonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * arachidonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2221,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5136,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene C4(2-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene C4(2-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2222,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5137,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene C4(2-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene C4(2-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2223,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5138,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene C4(2-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene C4(2-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2224,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5139,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * estrone 3-sulfate(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * estrone 3-sulfate(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2225,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5140,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * estrone 3-sulfate(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * estrone 3-sulfate(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2226,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5141,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * estrone 3-sulfate(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * estrone 3-sulfate(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2227,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5142,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2228,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5143,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2229,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5144,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2230,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5145,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * bis(beta-glucosyluronate)bilirubin [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * bis(beta-glucosyluronate)bilirubin [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2231,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5146,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * bis(beta-glucosyluronate)bilirubin [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * bis(beta-glucosyluronate)bilirubin [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2232,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5147,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * bis(beta-glucosyluronate)bilirubin [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * bis(beta-glucosyluronate)bilirubin [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2233,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5148,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * Leukotriene D4 [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * Leukotriene D4 [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2234,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5149,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * Leukotriene D4 [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * Leukotriene D4 [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2235,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5150,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * Leukotriene D4 [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * Leukotriene D4 [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2236,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5151,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * 20-hydroxy-arachidonate [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * 20-hydroxy-arachidonate [c]
SLCO1B2",0
r2237,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5152,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * 20-hydroxy-arachidonate [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * 20-hydroxy-arachidonate [c]
SLCO1B2",0
r2238,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5153,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * 20-hydroxy-arachidonate [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * 20-hydroxy-arachidonate [c]
SLCO1B2",0
r2239,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5154,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * thromboxane-b2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * thromboxane-b2 [c]
SLCO1B2",0
r2240,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5155,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * thromboxane-b2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * thromboxane-b2 [c]
SLCO1B2",0
r2241,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5156,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * thromboxane-b2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * thromboxane-b2 [c]
SLCO1B2",0
r2242,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5157,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene A4(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene A4(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2243,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5158,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene A4(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene A4(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2244,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5159,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene A4(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene A4(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2245,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5160,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene B4(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene B4(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
