ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR06884,Transport of Adenosylcobalamin into the Intestine,cobamide-coenzyme[e] => cobamide-coenzyme[c],,Amn and Cblif and Cubn,,,,,,Transport reactions,,"Janos Zempleni, Robert B. Rucker, Donald B. McCormick, John W. Suttie (2007) Handbook of vitamins, CRC press, chapter 13, page 418-422",PMID:19832808,0
MAR06885,,L-dopachrome[c] + NADPH[c] <=> dopachrome-O-semiquinone[c] + H+[c] + NADP+[c],1.6.5.5,Cryz,,,,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,PMID:12582999;PMID:10903891;PMID:10903891;PMID:12582999;PMID:10903891;PMID:12582999;PMID:10903891;PMID:12582999,0
MAR06886,,5-S-glutathionyl-dopachrome hydroquinone[c] <=> GSH[c] + L-dopachrome[c],2.5.1.18,Gm3776 or Gsta1 or Gsta2 or Gsta5 or Gstk1 or Gstm2 or Gstm4 or Gstm5 or Gstm7 or Gsto1 or Gsto2 or Gstp1 or Gstp2 or Gstt2 or Gstz1 or Hpgds or Mgst1 or Mgst2 or Mgst3,,,,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,PMID:10903891,0
MAR06887,Transport of L-Cysteine with Symport of Sodium And Antiport of Proton by Snat5 Transporter,cysteine[e] + H+[c] + Na+[e] <=> cysteine[c] + H+[e] + Na+[c],,Slc38a5,,,,,,Transport reactions,,,PMID:12845534;PMID:4652039;PMID:18195088,0
MAR06888,L-Dopachrome delta7-delta2-isomerase,"L-dopachrome[c] => 5,6-dihydroxyindole-2-carboxylate[c]",5.3.3.12,Dct,,,,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,,0
MAR06889,,"5,6-dihydroxyindole-2-carboxylate[c] + O2[c] => 5,6-indolequinone-2-carboxylate[c] + H2O2[c]",1.1.3.-;1.14.18.1,Tyr or Tyrp1,,,,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,PMID:11171088;PMID:11171088,0
MAR06891,"Transport of L-Cystine (L-Alanine antiport) by B0, +At Transporter",alanine[c] + cystine[e] => alanine[e] + cystine[c],,Slc3a1 and Slc7a9,,,,,,Transport reactions,,,PMID:10958334;PMID:19184091;PMID:18195088;PMID:11546643,0
MAR06892,"Transport of L-Cystine (L-Leucine antiport) by B0, +At Transporter",cystine[e] + leucine[c] => cystine[c] + leucine[e],,Slc3a1 and Slc7a9,,,,,,Transport reactions,,,PMID:10958334;PMID:19184091;PMID:18195088;PMID:11546643,0
MAR06893,Transport of Folate,folate[e] + H+[e] => folate[c] + H+[c],,Slc46a1,,,,,,Transport reactions,,"https://doi.org/10.1258/000456306775141713 chapter 17, page 353",PMID:19762432,0
MAR06896,Transport of L-Glutamine by Atb0 Transporter,chloride[e] + glutamine[e] + 2 Na+[e] => chloride[c] + glutamine[c] + 2 Na+[c],,Slc6a14,,,,,,Transport reactions,,,PMID:18195088,0
MAR06897,Transport of Glutamine by Y+Lat1 Or Y+Lat2 with Symporter of H,arginine[c] + glutamine[e] + H+[e] => arginine[e] + glutamine[c] + H+[c],,(Slc3a2 and Slc7a6) or (Slc3a2 and Slc7a7),,,,,,Transport reactions,,,PMID:11546643;PMID:18195088,0
MAR06898,Hydrolysis of Glycylycine for Uptake,H2O[c] + Glycyl-Glycine[c] <=> 2 glycine[c],,Cndp1 or Cndp2,,,,,,Transport reactions,,,PMID:6993048;PMID:4652039;PMID:4919261;PMID:20178671;PMID:12473676,0
MAR06899,Transport of Glycyl-Glycine by the Apical Pept1 Amino Acid Transporters,Glycyl-Glycine[e] => Glycyl-Glycine[c],,Slc15a1,,,,,,Transport reactions,,,PMID:7858848;PMID:14965252;PMID:14977407;PMID:10330047,0
MAR06900,Transport of Glycylphenylalanine by the Apical Pept1 Amino Acid Transporters,H+[e] + Glycyl-Phenylalanine[e] => H+[c] + Glycyl-Phenylalanine[c],,Slc15a1,,,,,,Transport reactions,,,PMID:7858848;PMID:14965252;PMID:14977407;PMID:10330047,0
MAR06901,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units)",farnesyl-PP[c] + 7 isopentenyl-pPP[c] => all-trans-decaprenyl-diphosphate[c] + 7 PPi[c],2.5.1.91,Pdss1 or Pdss2,,,,,,Terpenoid backbone biosynthesis,,,,0
MAR06903,solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase,4-hydroxybenzoate[m] + all-trans-decaprenyl-diphosphate[m] => 3-decaprenyl-4-hydroxybenzoate[m] + PPi[m],2.5.1.39,Coq2,,,,,,Terpenoid backbone biosynthesis,,,,0
MAR06904,,"3-decaprenyl-4-hydroxybenzoate[m] + H+[m] + NADPH[m] + O2[m] => 3,4-dihydroxy-5-all-trans-decaprenylbenzoate[m] + H2O[m] + NADP+[m]",1.14.13.-,Coq6,,,,,,Terpenoid backbone biosynthesis,,,,0
MAR06905,,"3,4-dihydroxy-5-all-trans-decaprenylbenzoate[m] + SAM[m] => 3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate[m] + H+[m] + SAH[m]",2.1.1.114,Coq3,,,,,,Terpenoid backbone biosynthesis,,,,0
MAR06907,,"2-methoxy-6-(all-trans-decaprenyl)phenol[m] + H+[m] + NADPH[m] + O2[m] => 2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol[m] + H2O[m] + NADP+[m]",1.14.13.-,Coq6,,,,,,Terpenoid backbone biosynthesis,,,,0
MAR06908,,"2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol[m] + SAM[m] => 6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol[m] + H+[m] + SAH[m]",2.1.1.201,Coq5,,,,,,Terpenoid backbone biosynthesis,,,,0
MAR06909,,"6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol[m] + H+[m] + NADPH[m] + O2[m] => 3-demethylubiquinol-10[m] + H2O[m] + NADP+[m]",1.14.-.-,Coq7,,,,,,Terpenoid backbone biosynthesis,,,,0
MAR06910,,3-demethylubiquinol-10[m] + SAM[m] => H+[m] + SAH[m] + ubiquinol[m],2.1.1.64,Coq3,,,,,,Terpenoid backbone biosynthesis,,,,0
MAR06911,,FADH2[m] + ubiquinone[m] <=> FAD[m] + ubiquinol[m],1.5.5.1,Chdh or Dhodh or Etfa or Etfb or Etfdh or Gpd2 or Prodh or Prodh2,,,,,,Oxidative phosphorylation,,,PMID:34428349,0
MAR06912,diphosphate phosphohydrolase,H2O[m] + PPi[m] => H+[m] + 2 Pi[m],3.6.1.1,Lhpp or Ppa1 or Ppa2 or Prune1,,,,,,Oxidative phosphorylation,,,PMID:10542310;PMID:16300924,0
MAR06913,Transport of Glycylproline by the Apical Pept1 Amino Acid Transporters,H+[e] + Glycylproline[e] => H+[c] + Glycylproline[c],,Slc15a1,,,,,,Transport reactions,,,PMID:7858848;PMID:14965252;PMID:14977407;PMID:10330047,0
MAR06914,ferrocytochrome-c:oxygen oxidoreductase,4 ferrocytochrome C[m] + 8 H+[m] + O2[m] => 4 ferricytochrome C[m] + 4 H+[i] + 2 H2O[m],1.9.3.1,(Cox4i1 or Cox4i2) and (Cox6a1 or Cox6a2) and (Cox6b1 or Cox6b2) and (Cox7a1 or Cox7a2) and Cox5a and Cox5b and Cox6c and Cox7b and Cox7b2 and Cox7c and Cox8a and Ndufa4 and mt-Co1 and mt-Co2 and mt-Co3,,,,,,Oxidative phosphorylation,,,PMID:3030416,2
MAR06915,Hydrolysis of Glycylsarcosine for Uptake,H2O[c] + Glycylsarcosine[c] <=> glycine[c] + sarcosine[c],,Tpp1,,,,,,Transport reactions,,,PMID:6746633;PMID:4778946;PMID:7171621;PMID:3293467,0
MAR06916,ATP phosphohydrolase,ADP[m] + 3 H+[i] + Pi[m] => ATP[m] + 2 H+[m] + H2O[m],3.6.1.3;3.6.1.5;3.6.3.1;3.6.3.10;3.6.3.14;3.6.3.8;3.6.3.9;3.6.4.3;3.6.4.4;3.6.4.6;3.6.4.12;3.6.4.13,Atg5lrt and Atp5f1a and Atp5f1b and Atp5f1c and Atp5f1d and Atp5f1e and Atp5mc1 and Atp5mc2 and Atp5mc3 and Atp5me and Atp5mf and Atp5mg and Atp5mj and Atp5mk and Atp5pb and Atp5pd and Atp5pf and Atp5po and mt-Atp6 and mt-Atp8,,,,,,Oxidative phosphorylation,,,PMID:2687158,2
MAR06917,Transport of Glycylsarcosine by the Apical Pept1 Amino Acid Transporters,H+[e] + Glycylsarcosine[e] => H+[c] + Glycylsarcosine[c],,Slc15a1,,,,,,Transport reactions,,,PMID:7858848;PMID:14965252;PMID:14977407;PMID:10330047,0
MAR06918,,2 ferricytochrome C[m] + 2 H+[m] + ubiquinol[m] => 2 ferrocytochrome C[m] + 4 H+[i] + ubiquinone[m],1.10.2.2,Cyc1 and Uqcr10 and Uqcr11 and Uqcrb and Uqcrc1 and Uqcrc2 and Uqcrfs1 and Uqcrh and Uqcrq and mt-Cytb,,,,,,Oxidative phosphorylation,,,PMID:459885,2
MAR06921,NADH:ubiquinone oxidoreductase,5 H+[m] + NADH[m] + ubiquinone[m] => 4 H+[i] + NAD+[m] + ubiquinol[m],1.6.5.3,(Ndufb4 or Ndufb4b) and Ndufa1 and Ndufa10 and Ndufa11 and Ndufa12 and Ndufa13 and Ndufa2 and Ndufa3 and Ndufa4 and Ndufa5 and Ndufa6 and Ndufa7 and Ndufa8 and Ndufa9 and Ndufab1 and Ndufb1 and Ndufb10 and Ndufb11 and Ndufb2 and Ndufb3 and Ndufb5 and Ndufb6 and Ndufb7 and Ndufb8 and Ndufb9 and Ndufc1 and Ndufc2 and Ndufs1 and Ndufs2 and Ndufs3 and Ndufs4 and Ndufs5 and Ndufs6 and Ndufs7 and Ndufs8 and Ndufv1 and Ndufv2 and Ndufv3 and mt-Nd1 and mt-Nd2 and mt-Nd3 and mt-Nd4 and mt-Nd4l and mt-Nd5 and mt-Nd6,,,,,,Oxidative phosphorylation,,,PMID:27626371;PMID:12611891,4
MAR06923,L-Leucine:2-oxoglutarate aminotransferase,AKG[c] + leucine[c] => 4-methyl-2-oxopentanoate[c] + glutamate[c],2.6.1.42;2.6.1.6,Bcat1,,,,,,"Valine, leucine, and isoleucine metabolism",,,,0
MAR06924,,4-methyl-2-oxopentanoate[c] + O2[c] => beta-hydroxy-beta-methylbutyrate[c] + CO2[c],1.13.11.-,Alox12b or Aloxe3 or Ido2,,,,,,"Valine, leucine, and isoleucine metabolism",,,PMID:11027593;PMID:11027593;PMID:11027593;PMID:11027593,0
MAR06925,,4-methyl-2-oxopentanoate[c] + H+[c] + NADH[c] <=> alpha-hydroxyisocaproic acid[c] + NAD+[c],1.1.1.-,Adh5 or Akr1b8 or Akr1c20 or Akr1c6 or Bdh2 or Cbr4 or Ctbp1 or Dhrs2 or Gm5737 or Hsd11b2 or Hsd17b11 or Hsd17b14 or Hsd17b8 or Hsd3b7 or Htatip2 or Mdh1b or Rdh10 or Rdh12 or Rdh13 or Rdh14 or Sdr16c5 or Sdr42e1 or Sdr9c7 or Wwox,,,,,,"Valine, leucine, and isoleucine metabolism",,,PMID:6434570;PMID:6688766,0
MAR06926,,2-methylglutaconyl-CoA[m] + ADP[m] + H+[m] + Pi[m] <=> ATP[m] + HCO3-[m] + tiglyl-CoA[m],6.4.1.4,Mccc1 and Mccc2,,,,,,"Valine, leucine, and isoleucine metabolism",,,PMID:7059658,0
MAR06927,,2-methylglutaconic acid[m] + CoA[m] + H+[m] <=> 2-methylglutaconyl-CoA[m] + H2O[m],6.4.1.4,Mccc1 and Mccc2,,,,,,"Valine, leucine, and isoleucine metabolism",,,PMID:7059658,0
MAR06929,,CoA[c] + H+[c] + N1-acetylspermine[c] <=> acetyl-CoA[c] + spermine[c],2.3.1.57,Sat1 or Sat2,,,,,,Arginine and proline metabolism,,,PMID:10978316,0
MAR06931,,H2O[c] + O2[c] + spermine[c] => H+[c] + H2O2[c] + NH3[c] + spermine monoaldehyde[c],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:7040832;PMID:10047787,0
MAR06932,,H2O[e] + O2[e] + spermine[e] => H+[e] + H2O2[e] + NH3[e] + spermine monoaldehyde[e],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:7040832;PMID:10047787,0
MAR06934,,H2O[c] + O2[c] + spermine monoaldehyde[c] => H+[c] + H2O2[c] + NH3[c] + spermine dialdehyde[c],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:10047787;PMID:7040832,0
MAR06935,,H2O[e] + O2[e] + spermine monoaldehyde[e] => H+[e] + H2O2[e] + NH3[e] + spermine dialdehyde[e],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:10047787;PMID:7040832,0
MAR06938,,CoA[c] + H+[c] + N1-acetylspermidine[c] <=> acetyl-CoA[c] + spermidine[c],2.3.1.57,Sat1 or Sat2,,,,,,Arginine and proline metabolism,,,PMID:10978316,0
MAR06941,,H2O[c] + O2[c] + spermidine[c] => H+[c] + H2O2[c] + NH3[c] + spermidine monoaldehyde 1[c],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:10047787;PMID:7040832,0
MAR06942,,H2O[e] + O2[e] + spermidine[e] => H+[e] + H2O2[e] + NH3[e] + spermidine monoaldehyde 1[e],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:10047787;PMID:7040832,0
MAR06944,,H2O[c] + O2[c] + spermidine[c] => H+[c] + H2O2[c] + NH3[c] + spermidine monoaldehyde 2[c],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:7040832;PMID:10047787,0
MAR06945,,H2O[e] + O2[e] + spermidine[e] => H+[e] + H2O2[e] + NH3[e] + spermidine monoaldehyde 2[e],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:7040832;PMID:10047787,0
MAR06947,,H2O[c] + O2[c] + spermidine monoaldehyde 1[c] => H+[c] + H2O2[c] + NH3[c] + spermidine dialdehyde[c],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:7040832;PMID:10047787,0
MAR06948,,H2O[e] + O2[e] + spermidine monoaldehyde 1[e] => H+[e] + H2O2[e] + NH3[e] + spermidine dialdehyde[e],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:7040832;PMID:10047787,0
MAR06950,,H2O[c] + O2[c] + spermidine monoaldehyde 2[c] => H+[c] + H2O2[c] + NH3[c] + spermidine dialdehyde[c],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:10047787;PMID:7040832,0
MAR06951,,H2O[e] + O2[e] + spermidine monoaldehyde 2[e] => H+[e] + H2O2[e] + NH3[e] + spermidine dialdehyde[e],1.4.3.6;1.4.3.21;1.4.3.22,Aoc1 or Aoc2 or Aoc3,,,,,,Arginine and proline metabolism,,,PMID:10047787;PMID:7040832,0
MAR06953,,H2O[c] + NAD+[c] + spermidine monoaldehyde 1[c] => 2 H+[c] + NADH[c] + putreanine[c],1.2.1.-,Aldh8a1 or Far1 or Far2,,,,,,Arginine and proline metabolism,,,PMID:7040832;PMID:10047787,0
MAR06954,,H2O[c] + NAD+[c] + spermidine monoaldehyde 2[c] => 2 H+[c] + isoputreanine[c] + NADH[c],1.2.1.-,Aldh8a1 or Far1 or Far2,,,,,,Arginine and proline metabolism,,,PMID:7040832;PMID:10047787,0
MAR06958,N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming),H2O[c] + N1-acetylspermine[c] + O2[c] => acetamidopropanal[c] + H2O2[c] + spermidine[c],1.5.3.13;1.5.3.16,Paox or Smox,,,,,,Arginine and proline metabolism,,,PMID:11454677;PMID:9359869;PMID:9359869;PMID:11454677;PMID:11454677;PMID:9359869;PMID:11454677;PMID:9359869;PMID:11454677;PMID:9359869;PMID:11454677;PMID:9359869;PMID:9359869;PMID:11454677;PMID:11454677;PMID:9359869;PMID:9359869;PMID:11454677;PMID:11454677;PMID:9359869,0
MAR06961,N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming),H2O[c] + N1-acetylspermidine[c] + O2[c] => acetamidopropanal[c] + H2O2[c] + putrescine[c],1.5.3.13;1.5.3.16,Paox or Smox,,,,,,Arginine and proline metabolism,,,PMID:11454677;PMID:9359869;PMID:11454677;PMID:9359869;PMID:9359869;PMID:11454677;PMID:11454677;PMID:9359869;PMID:9359869;PMID:11454677;PMID:11454677;PMID:9359869;PMID:11454677;PMID:9359869;PMID:11454677;PMID:9359869;PMID:9359869;PMID:11454677;PMID:11454677;PMID:9359869,0
MAR06963,,"H2O[c] + N1,N12-diacetylspermine[c] + O2[c] => acetamidopropanal[c] + H2O2[c] + N1-acetylspermidine[c]",1.5.3.13;1.5.3.16,Paox or Smox,,,,,,Arginine and proline metabolism,,,PMID:11454677;PMID:9359869;PMID:9359869;PMID:9359869;PMID:11454677;PMID:9359869;PMID:11454677;PMID:11454677;PMID:9359869;PMID:9359869;PMID:11454677;PMID:9359869;PMID:11454677;PMID:11454677;PMID:9359869;PMID:11454677;PMID:9359869;PMID:11454677;PMID:9359869;PMID:11454677,0
MAR06965,spermidine:NAD+ oxidoreductase,dehydrospermidine[c] + H+[c] + NADH[c] <=> NAD+[c] + spermidine[c],2.5.1.46,Dhps,,,,,,Arginine and proline metabolism,,,PMID:9188485;PMID:9188485;PMID:9188485;PMID:9188485,0
MAR06966,,"1,3-diaminopropane[c] + 1-pyrroline[c] <=> dehydrospermidine[c]",2.5.1.46,Dhps,,,,,,Arginine and proline metabolism,,,PMID:9188485;PMID:9188485;PMID:9188485;PMID:9188485,0
MAR06967,,"1,3-diaminopropane[c] + deoxyhypusine[c] <=> lysine[c] + spermidine[c]",2.5.1.46,Dhps,,,,,,Arginine and proline metabolism,,,PMID:9188485;PMID:9188485;PMID:9188485;PMID:9188485,0
MAR06968,,CoA[m] + H+[m] + N-acetyl-L-asparagine[m] <=> acetyl-CoA[m] + asparagine[m],2.3.1.1,Nags,,,,,,"Alanine, aspartate and glutamate metabolism",,,PMID:12594532;PMID:12459178,0
MAR06969,,H2O[c] + N-acetyl-L-asparagine[c] <=> acetate[c] + asparagine[c],3.5.1.15,Acy3 or Aspa,,,,,,"Alanine, aspartate and glutamate metabolism",,,PMID:10837925;PMID:8252036,0
MAR06970,,(S)-2-aminobutanoate[c] + AKG[c] <=> 2-oxobutyrate[c] + glutamate[c],2.6.1.2,Gpt,,,,,,"Alanine, aspartate and glutamate metabolism",,,PMID:6820415,0
MAR06971,,(S)-2-aminobutanoate[c] + 5-oxoproline[c] <=> gamma-L-glutamyl-L-alpha-aminobutyrate[c],2.3.2.4,Ggct,,,,,,"Alanine, aspartate and glutamate metabolism",,,PMID:2570694;PMID:6150932,0
MAR06972,,5-oxoproline[c] + GSH[c] <=> gamma-glutamylglutathione[c],2.3.2.4,Ggct,,,,,,"Alanine, aspartate and glutamate metabolism",,,PMID:2570694;PMID:6150932,0
MAR06973,,2 H+[c] + NADH[c] + spermic acid 1[c] <=> H2O[c] + NAD+[c] + spermine monoaldehyde[c],1.2.1.-,Aldh8a1 or Far1 or Far2,,,,,,Arginine and proline metabolism,,,PMID:10047787;PMID:7040832,0
MAR06975,,[protein]-L-lysine[c] + SAM[c] => [protein]-N6-methyl-L-lysine[c] + H+[c] + SAH[c],2.1.1.43,(Kmt2b and Kmt2c) or (Kmt2c and Kmt2d) or Ash1l or Dot1l or Ehmt1 or Ehmt2 or Kmt2a or Kmt5a or Kmt5b or Kmt5c or Nsd1 or Nsd2 or Nsd3 or Setd1a or Setd1b or Setd2 or Setd7 or Setdb1 or Setdb2 or Setmar or Smyd3 or Suv39h1 or Suv39h2,,,,,,Lysine metabolism,,,,0
MAR06976,S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase,"[protein]-N6-methyl-L-lysine[c] + SAM[c] => [protein]-N6,N6-dimethyl-L-lysine[c] + H+[c] + SAH[c]",2.1.1.43,(Kmt2b and Kmt2c) or (Kmt2c and Kmt2d) or Ash1l or Dot1l or Ehmt1 or Ehmt2 or Kmt2a or Kmt5a or Kmt5b or Kmt5c or Nsd1 or Nsd2 or Nsd3 or Setd1a or Setd1b or Setd2 or Setd7 or Setdb1 or Setdb2 or Setmar or Smyd3 or Suv39h1 or Suv39h2,,,,,,Lysine metabolism,,,,0
MAR06977,S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase,"[protein]-N6,N6-dimethyl-L-lysine[c] + SAM[c] => [protein]-N6,N6,N6-trimethyl-L-lysine[c] + H+[c] + SAH[c]",2.1.1.43,(Kmt2b and Kmt2c) or (Kmt2c and Kmt2d) or Ash1l or Dot1l or Ehmt1 or Ehmt2 or Kmt2a or Kmt5a or Kmt5b or Kmt5c or Nsd1 or Nsd2 or Nsd3 or Setd1a or Setd1b or Setd2 or Setd7 or Setdb1 or Setdb2 or Setmar or Smyd3 or Suv39h1 or Suv39h2,,,,,,Lysine metabolism,,,,0
MAR06978,,"[protein]-N6,N6,N6-trimethyl-L-lysine[c] + H2O[c] => [protein][c] + H+[c] + N6,N6,N6-trimethyl-L-lysine[c]",3.4.21.89;3.4.-.-,Sec11a and Sec11c and Spcs1 and Spcs2 and Spcs3,,,,,,Lysine metabolism,,,,0
MAR06979,"N6,N6,N6-Trimethyl-L-lysine,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)","AKG[c] + N6,N6,N6-trimethyl-L-lysine[c] + O2[c] => 3-hydroxy-N6,N6,N6-trimethyl-L-lysine[c] + CO2[c] + succinate[c]",1.14.11.8,Tmlhe,,,,,,Lysine metabolism,,,,0
MAR06980,,"3-hydroxy-N6,N6,N6-trimethyl-L-lysine[c] + H+[c] => 4-trimethylammoniobutanal[c] + glycine[c]",2.1.2.1,Shmt2,,,,,,Lysine metabolism,,,,0
MAR06981,4-Trimethylammoniobutanal:NAD+ 1-oxidoreductase,4-trimethylammoniobutanal[c] + H2O[c] + NAD+[c] => gamma-butyrobetaine[c] + 2 H+[c] + NADH[c],1.2.1.47,Aldh9a1,,,,,,Lysine metabolism,,,,0
MAR06982,"4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",AKG[c] + gamma-butyrobetaine[c] + O2[c] => CO2[c] + L-carnitine[c] + succinate[c],1.4.11.1,Bbox1,,,,,,Lysine metabolism,,,,0
MAR06983,"[procollagen]-L-lysine,2-oxoglutarate:oxygen oxidoreductase (5-hydroxylating)",[protein]-L-lysine[c] + AKG[c] + O2[c] => CO2[c] + procollagen-5-hydroxy-L-lysine[c] + succinate[c],1.14.11.4,Plod1 or Plod2 or Plod3,,,,,,Lysine metabolism,,,,0
MAR06984,UDP-alpha-D-galactose:procollagen-5-hydroxy-L-lysine D-galactosyltransferase,procollagen-5-hydroxy-L-lysine[c] + UDP-galactose[c] => 5-(D-galactosyloxy)-L-lysine-procollagen[c] + H+[c] + UDP[c],2.4.1.50,Colgalt1 or Colgalt2 or Plod3,,,,,,Lysine metabolism,,,,0
MAR06985,UDPglucose:5-(D-galactosyloxy)-L-lysine-procollagen D-glucosyltransferase,"5-(D-galactosyloxy)-L-lysine-procollagen[c] + UDP-glucose[c] => 1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen[c] + H+[c] + UDP[c]",2.4.1.66,Plod3,,,,,,Lysine metabolism,,,,0
MAR06988,iodide:hydrogen-peroxide oxidoreductase,2 H+[c] + H2O2[c] + 2 iodide[c] => 2 H2O[c] + iodine[c],1.11.1.8,Tpo,,,,,,Tyrosine metabolism,,,,0
MAR06989,,iodide[e] + Na+[e] => iodide[c] + Na+[c],,Slc5a5,,,,,,Transport reactions,,,,0
MAR06992,"Benzpyrene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)","benzo[a]pyrene[c] + H+[c] + NADPH[c] + O2[c] => benzo[a]pyrene-9,10-oxide[c] + H2O[c] + NADP+[c]",1.14.14.1,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,,,,,,Xenobiotics metabolism,,,,0
MAR06993,"Benzpyrene,NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)","benzo[a]pyrene[c] + H+[c] + NADPH[c] + O2[c] => benzo[a]pyrene-7,8-oxide[c] + H2O[c] + NADP+[c]",1.14.14.1,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,,,,,,Xenobiotics metabolism,,,,0
MAR06994,"benzpyrene,NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)","benzo[a]pyrene[c] + H+[c] + NADPH[c] + O2[c] => benzo[a]pyrene-4,5-oxide[c] + H2O[c] + NADP+[c]",1.14.14.1,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,,,,,,Xenobiotics metabolism,,,,0
MAR06995,"4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene glutathione-lyase (epoxide-forming)","4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene[c] <=> benzo[a]pyrene-4,5-oxide[c] + GSH[c] + H+[c]",2.5.1.18,Gm3776 or Gsta1 or Gsta2 or Gsta5 or Gstk1 or Gstm2 or Gstm4 or Gstm5 or Gstm7 or Gsto1 or Gsto2 or Gstp1 or Gstp2 or Mgst1 or Mgst2 or Mgst3,,,,,,Xenobiotics metabolism,,,,0
MAR06996,"benzo[a]pyrene-7,8-oxide hydrolase","benzo[a]pyrene-7,8-oxide[c] + H2O[c] <=> benzo[a]pyrene-7,8-diol[c]",3.3.2.9,Ephx1,,,,,,Xenobiotics metabolism,,,,0
MAR06998,"7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene hydrolase","benzo[a]pyrene-7,8-diol[c] + GSH[c] + H+[c] => 7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene[c] + H2O[c]",2.5.1.18,Gm3776 or Gsta1 or Gsta2 or Gsta5 or Gstk1 or Gstm2 or Gstm4 or Gstm5 or Gstm7 or Gsto1 or Gsto2 or Gstp1 or Gstp2 or Mgst1 or Mgst2 or Mgst3,,,,,,Xenobiotics metabolism,,,,0
