ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR10365,"Transport of Methylmalonate, Antiport with Thio-Sulphate",methylmalonate[c] + thiosulfate[e] <=> methylmalonate[e] + thiosulfate[c],,,,,,,,Transport reactions,,,PMID:18213522,0
MAR10366,"Transport of Methylmalonate, Antiport with Phsophate",methylmalonate[c] + Pi[e] <=> methylmalonate[e] + Pi[c],,,,,,,,Transport reactions,,,PMID:18213522,0
MAR10367,"Transport of O-Propanoylcarnitine, Sodium Symport",O-propanoylcarnitine[c] <=> O-propanoylcarnitine[e],,,,,,,,Transport reactions,,,,0
MAR10368,Transport of Hexadecanediocacid by FATP,ATP[c] + H2O[c] + Hexadecanediocacid[c] => ADP[c] + H+[c] + Pi[c] + Hexadecanediocacid[e],,,,,,,,Transport reactions,,,PMID:24653705;PMID:9831619;PMID:5555776;PMID:23104810,0
MAR10369,Transport of Hexadecanediocacid by Diffusion,Hexadecanediocacid[c] <=> Hexadecanediocacid[e],,,,,,,,Transport reactions,,,PMID:10331655;PMID:11478366,0
MAR10370,Transport of Homogentisate,homogentisate[c] <=> homogentisate[e],,,,,,,,Transport reactions,,,,0
MAR10371,Transport of Homocarnosine,Ca2+[c] + H+[e] + homocarnosine[c] <=> Ca2+[e] + H+[c] + homocarnosine[e],,,,,,,,Transport reactions,,,PMID:24514908,0
MAR10372,Transport of Homocitrulline,Homocitrulline[c] <=> Homocitrulline[e],,,,,,,,Transport reactions,,,,0
MAR10373,"3- (3-Hydroxyphenyl)Propionate Transport via Proton Symport, Reversible into Caco 2 Cells",H+[e] + 3-(3-Hydroxy-Phenyl)Propionate[e] <=> H+[c] + 3-(3-Hydroxy-Phenyl)Propionate[c],,,,,,,,Transport reactions,,,PMID:15479001;PMID:12663291PMID:12739169,0
MAR10374,"Hexanoyl-CoA hydrolase, Mitochondrial",H2O[m] + hexanoyl-CoA[m] => CoA[m] + H+[m] + hexanoic acid[m],,Acot10 or Acot9,,,,,,Fatty acid oxidation,,,,0
MAR10375,"Transport of Hexanoate, Cytosol",hexanoyl-CoA[c] <=> hexanoyl-CoA[e],,,,,,,,Transport reactions,,,,0
MAR10376,"Transport of Hexanoate, Peroxisome",hexanoyl-CoA[x] <=> hexanoyl-CoA[c],,,,,,,,Transport reactions,,,,0
MAR10377,"Hexanoyl-CoA hydrolase, Peroxisome",H2O[x] + hexanoyl-CoA[x] => CoA[x] + H+[x] + hexanoic acid[x],,Acot8,,,,,,Fatty acid oxidation,,,,0
MAR10378,Transport of Indole-3-Acetate,indoleacetate[c] <=> indoleacetate[e],,,,,,,,Transport reactions,,,,0
MAR10379,"Transport of L-Cysteate, Taurine Transport System",chloride[e] + L-cysteate[e] + 2 Na+[e] <=> chloride[c] + L-cysteate[c] + 2 Na+[c],,,,,,,,Transport reactions,,,PMID:4716833,0
MAR10380,"Transport of W-Carboxy Leukotriene B4, Active Transport",20-COOH-LTB4[c] + ATP[c] + H2O[c] => 20-COOH-LTB4[e] + ADP[c] + H+[c] + Pi[c],,,,,,,,Transport reactions,,,PMID:7966417,0
MAR10381,"Transport of W-Hydroxyl Leukotriene B4, Active Transport",20-OH-LTB4[c] + ATP[c] + H2O[c] => 20-OH-LTB4[e] + ADP[c] + H+[c] + Pi[c],,,,,,,,Transport reactions,,,PMID:7966417,0
MAR10382,"Transport of W-Hydroxyl Leukotriene B4, Intracellular Transport",20-OH-LTB4[r] + ATP[r] + H2O[r] => 20-OH-LTB4[c] + ADP[r] + H+[r] + Pi[r],,,,,,,,Transport reactions,,,PMID:7966417,0
MAR10383,"Transport of Linoleyl Carnitine, Diffusion",linoleic-carnitine[c] <=> linoleic-carnitine[e],,,,,,,,Transport reactions,,,,0
MAR10384,"Transport of L-Pipecolic Acid by Sodium Symport, Extracellular",L-pipecolate[c] + Na+[c] <=> L-pipecolate[e] + Na+[e],,,,,,,,Transport reactions,,,PMID:7464982,0
MAR10385,"Transport of L-Pipecolic Acid by Sodium Symport, Intracellular",L-pipecolate[c] + Na+[c] <=> L-pipecolate[x] + Na+[x],,,,,,,,Transport reactions,,,PMID:7464982,0
MAR10386,"Transport of Lathosterol, Energy Dependant",ATP[c] + H2O[c] + lathosterol[c] => ADP[c] + H+[c] + lathosterol[e] + Pi[c],,,,,,,,Transport reactions,,,,0
MAR10387,"Transport of Lathosterol, Diffusion",lathosterol[c] <=> lathosterol[e],,,,,,,,Transport reactions,,,,0
MAR10388,Transport of (R)-Mevalonate,(R)-mevalonate[c] <=> (R)-mevalonate[e],,,,,,,,Transport reactions,,,PMID:3643925,0
MAR10389,"Transport of Myo-Inositol 1-Phosphate, Proton Symport",H+[e] + inositol-1-phosphate[e] <=> H+[c] + inositol-1-phosphate[c],,,,,,,,Transport reactions,,,PMID:8145081,0
MAR10390,Transport of N-Acetyl-L-Aspartate,3 Na+[c] + N-acetyl-L-aspartate[c] <=> 3 Na+[e] + N-acetyl-L-aspartate[e],,,,,,,,Transport reactions,,,PMID:15836629,0
MAR10391,"Transport of N- (Omega)-Hydroxyarginine, Diffusion",N-(omega)-hydroxyarginine[c] <=> N-(omega)-hydroxyarginine[e],,,,,,,,Transport reactions,,,,0
MAR10392,"Transport of Oxaloacetate, Proton Symport",H+[c] + OAA[c] <=> H+[e] + OAA[e],,,,,,,,Transport reactions,,,PMID:10722937,0
MAR10393,Transport of Phenylacetate by Diffusion,phenylacetate[c] <=> phenylacetate[e],,,,,,,,Transport reactions,,,,0
MAR10394,"Transport of Erythro-5-Hydroxy-L-Lysinium, Diffusion",L-hydroxylysine[c] <=> L-hydroxylysine[e],,,,,,,,Transport reactions,,,,0
MAR10395,Formation of Prostaglandin I2,prostaglandin I2[c] <=> 15-Keto-Prostaglandin F2A[c],,,,,,,,Transport reactions,,,PMID:21962087,0
MAR10396,"Transport of O-Phospho-L-Serine, Diffusion",3-phosphoserine[c] <=> 3-phosphoserine[e],,,,,,,,Transport reactions,,,,0
MAR10397,"Transport of L-Saccharopinate, Intracellular",saccharopine[c] <=> saccharopine[m],,,,,,,,Transport reactions,,,,0
MAR10398,"Transport of L-Saccharopinate, Extracellular",saccharopine[c] <=> saccharopine[e],,,,,,,,Transport reactions,,,,0
MAR10399,Transport of Sebacic Acid by Diffusion,Sebacicacid[c] <=> Sebacicacid[e],,,,,,,,Transport reactions,,,PMID:20086080;PMID:16829065;PMID:19801636;PMID:10446294,0
MAR10400,Transport of Suberic Acid by Diffusion,Suberic Acid[c] <=> Suberic Acid[e],,,,,,,,Transport reactions,,,PMID:20086080;PMID:16829065;PMID:19801636;PMID:10446294,0
MAR10401,"Transport of Cis-5, 8-Tetradecadienoic Acid, Active Transport","ATP[c] + H2O[c] + Cia-5,8, Tetradecadienoic Acid[c] => ADP[c] + H+[c] + Pi[c] + Cia-5,8, Tetradecadienoic Acid[e]",,,,,,,,Transport reactions,,,PMID:24653705;PMID:9831619;PMID:5555776;PMID:23104810,0
MAR10402,"Transport of Cis-5, 8-Tetradecadienoic Acid, Diffusion","Cia-5,8, Tetradecadienoic Acid[c] <=> Cia-5,8, Tetradecadienoic Acid[e]",,,,,,,,Transport reactions,,,,0
MAR10403,Acetylation of Threonine,acetyl-CoA[m] + threonine[m] => CoA[m] + H+[m] + Acetyl-Threonine[m],,,,,,,,"Glycine, serine and threonine metabolism",,,PMID:24816252,0
MAR10404,Transport of L-Threonate by Active Transport,ATP[c] + H2O[c] + threonate[c] => ADP[c] + H+[c] + Pi[c] + threonate[e],,,,,,,,Transport reactions,,,PMID:10420182,0
MAR10405,"Transport of N6, N6, N6-Trimethyl-L-Lysine, Diffusion","N6,N6,N6-trimethyl-L-lysine[c] <=> N6,N6,N6-trimethyl-L-lysine[e]",,,,,,,,Transport reactions,,,,0
MAR10406,Formation of Thromboxane B2,H2O[c] + thromboxane A2[c] <=> thromboxane B2[c],,,,,,,,Eicosanoid metabolism,,,PMID:21962087,0
MAR10407,Transport of Thromboxane B2,ATP[c] + H2O[c] + thromboxane B2[c] => ADP[c] + H+[c] + Pi[c] + thromboxane B2[e],,,,,,,,Transport reactions,,,PMID:15070098,0
MAR10408,Transport of Urocanate,urocanate[c] <=> urocanate[e],,,,,,,,Transport reactions,,,,0
MAR10409,"Transport of W-Hydroxyl Arachidonic Acid, Active Transport",10-HETE[c] + ATP[c] + H2O[c] => 10-HETE[e] + ADP[c] + H+[c] + Pi[c],,,,,,,,Transport reactions,,,PMID:24653705;PMID:9831619;PMID:5555776;PMID:23104810,0
MAR10411,"Transport of W-Hydroxyl Arachidonic Acid, Intracellular",10-HETE[r] + ATP[r] + H2O[r] => 10-HETE[c] + ADP[r] + H+[r] + Pi[r],,,,,,,,Transport reactions,,,PMID:24653705;PMID:9831619;PMID:5555776;PMID:23104810,0
MAR10412,Acetylation of Isoleucine,acetyl-CoA[m] + isoleucine[m] => CoA[m] + H+[m] + Acetyl Isoleucine (Chemspider Id: 9964364)[m],,,,,,,,"Valine, leucine, and isoleucine metabolism",,,PMID:24816252,0
MAR10413,"Transport of Acetyl Isoleucine, Intracellular",Acetyl Isoleucine (Chemspider Id: 9964364)[m] <=> Acetyl Isoleucine (Chemspider Id: 9964364)[c],,,,,,,,Transport reactions,,,,0
MAR10414,"Transport of Acetyl Isoleucine, Extracellular",Acetyl Isoleucine (Chemspider Id: 9964364)[c] <=> Acetyl Isoleucine (Chemspider Id: 9964364)[e],,,,,,,,Transport reactions,,,,0
MAR10415,Exchange of Acetyl Isoleucine,Acetyl Isoleucine (Chemspider Id: 9964364)[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10416,Acetylation of Leucine,acetyl-CoA[m] + leucine[m] => CoA[m] + H+[m] + N-Acetylleucine[m],,,,,,,,"Valine, leucine, and isoleucine metabolism",,,PMID:24816252,0
MAR10417,"Transport of Acetyl Leucine, Intracellular",N-Acetylleucine[m] <=> N-Acetylleucine[c],,,,,,,,Transport reactions,,,,0
MAR10418,"Transport of Acetyl Leucine, Extracellular",N-Acetylleucine[c] <=> N-Acetylleucine[e],,,,,,,,Transport reactions,,,,0
MAR10419,Exchange of Acetyl Leucine,N-Acetylleucine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10420,"Transport of Acetyl Homoserine, Intracellular",Acetylhomoserine[m] <=> Acetylhomoserine[c],,,,,,,,Transport reactions,,,,0
MAR10421,"Transport of Acetyl Homoserine, Extracellular",Acetylhomoserine[c] <=> Acetylhomoserine[e],,,,,,,,Transport reactions,,,,0
MAR10422,Exchange of Acetyl Homoserine,Acetylhomoserine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10423,"Transport of Phenylacetylglycine, Extracellular",Phenylacetylglycine_phacgly[c] <=> Phenylacetylglycine_phacgly[e],,,,,,,,Transport reactions,,,,0
MAR10424,Exchange of Phenylacetylglycine,Phenylacetylglycine_phacgly[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10425,Transport of Estriol,ATP[c] + estriol[c] + H2O[c] => ADP[c] + estriol[e] + H+[c] + Pi[c],,,,,,,,Transport reactions,,,PMID:19489700,0
MAR10426,Exchange of 3- (3-Hydroxy-Phenyl)Propionate,3-(3-Hydroxy-Phenyl)Propionate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10427,Exchange of 3-Methoxytyramine,3-methoxytyramine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10428,Exchange of 5-Amino-4-Oxopentanoate,5-aminolevulinate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10429,Exchange of D-Arabitol,D-Arabitol[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10430,Exchange of N-Acetyl-L-Glutamate,N-acetyl-L-glutamate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10431,Exchange of Allantoin,allantoin[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10432,Exchange of 11-Cis-Eicosenoate,cis-gondoic acid[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10434,Exchange of Laurate,lauric acid[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10435,Exchange of Glycerol-2-Phosphate,Glycerol 2-Phosphate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10436,Exchange of Glycolate,glycolate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10437,Exchnage for L-Cysteate,L-cysteate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10438,Exchange of Oxaloacetate,OAA[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10439,Exchange of Phenylacetate,phenylacetate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10440,Exchange of Phenyl Lactate,Phenyllactate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10441,Exchange of O-Phospho-L-Serine,3-phosphoserine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10442,Exchange of Tetradecenoate (N-C14:1),(9E)-tetradecenoic acid[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10443,Glucuronidation of 3- (3-Hydroxyphenyl)Propionate Hydroxy Derivative,UDP-glucuronate[c] + 3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative[c] => H+[c] + UDP[c] + 3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide[c],,,,,,,,Phenylalanine metabolism,,,PMID:11375750,0
MAR10444,Acetylation of Homoserine,acetyl-CoA[m] + homoserine[m] => CoA[m] + H+[m] + Acetylhomoserine[m],,,,,,,,"Glycine, serine and threonine metabolism",,,PMID:24816252,0
MAR10445,Formation of Tauroursodeoxycholate,taurine[c] + Ursodeoxycholyl Coenzyme A[c] => CoA[c] + tauroursodeoxycholate[c],,Baat,,,,,,Bile acid biosynthesis,,,PMID:11344576;PMID:6631218,0
MAR10446,Formation of Glycoursodeoxycholate,glycine[c] + Ursodeoxycholyl Coenzyme A[c] => CoA[c] + glycoursodeoxycholate[c],,Baat,,,,,,Bile acid biosynthesis,,,PMID:11344576;PMID:6631218,0
MAR10448,Formation of 7-Ketolithocholate,chenodiol[c] + H+[c] + NADPH[c] + O2[c] => 2 H2O[c] + NADP+[c] + 7-Ketolithocholate[c],,,,,,,,Bile acid biosynthesis,,,PMID:11344576;PMID:6631218,0
MAR10449,Formation of Ursodeoxycholate,H+[c] + NADPH[c] + 7-Ketolithocholate[c] => NADP+[c] + ursodeoxycholate[c],,,,,,,,Bile acid biosynthesis,,,PMID:11344576;PMID:6631218,0
MAR10450,Formation of Ursodeoxycholyl Coa,ATP[c] + CoA[c] + ursodeoxycholate[c] => AMP[c] + PPi[c] + Ursodeoxycholyl Coenzyme A[c],,,,,,,,Bile acid biosynthesis,,,PMID:11344576;PMID:6631218,0
MAR10451,"Transport of Bile Acid, Tauroursodeoxycholate, Active Transport",ATP[c] + H2O[c] + tauroursodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + tauroursodeoxycholate[e],,Abcb11 or Abcc3,,,,,,Bile acid biosynthesis,,,PMID:19498215,0
MAR10452,"Transport of Bile Acid, Glycoursodeoxycholate, Active Transport",ATP[c] + glycoursodeoxycholate[c] + H2O[c] => ADP[c] + glycoursodeoxycholate[e] + H+[c] + Pi[c],,Abcb11 or Abcc3,,,,,,Bile acid biosynthesis,,,PMID:19498215,0
MAR10453,"Transport of Bile Acid, Ursodeoxycholate, Active Transport",ATP[c] + H2O[c] + ursodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + ursodeoxycholate[e],,Abcb11 or Abcc2 or Abcc3 or Abcc4,,,,,,Transport reactions,,,PMID:19498215,0
MAR10454,"Transport of Bile Acid, Sulfochenodeoxycholate, Active Transport",ATP[c] + H2O[c] + sulfochenodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + sulfochenodeoxycholate[e],,Abcc2 or Abcc3 or Abcc4 or Abcg2,,,,,,Transport reactions,,,PMID:19498215,0
MAR10455,"Transport of 26-Hydroxycholesterol, Intracellular",26-hydroxycholesterol[m] <=> 26-hydroxycholesterol[c],,,,,,,,Transport reactions,,,,0
MAR10456,Intracellular Transport of Lysophosphatidic Acid,Lysophosphatidic Acid[x] <=> Lysophosphatidic Acid[c],,,,,,,,Transport reactions,,,,0
MAR10457,Benzoyl Coenzyme A Formation,ATP[m] + benzoate[m] + CoA[m] => AMP[m] + PPi[m] + Benzoyl Coenzyme A[m],,,,,,,,Hippurate metabolism,,,PMID:20849615;PMID:23342949,0
MAR10458,Hippurate (Benzoylglycinate) Formation,glycine[m] + Benzoyl Coenzyme A[m] => CoA[m] + H+[m] + hippurate[m],,,,,,,,Hippurate metabolism,,,PMID:20849615;PMID:23342949,0
MAR10459,Glycine-N-Acetyltransferase,glycine[m] + phenylacetyl-CoA[m] <=> CoA[m] + H+[m] + phenylacetylglycine[m],,Glyat,,,,,,Phenylalanine metabolism,,,PMID:18854818;PMID:21591676,0
MAR10460,P-Cresol Sulfate Formation from P-Cresol,PAPS[c] + P-Cresol[c] => PAP[c] + P-Cresol Sulfate[c],,Sult1a1,,,,,,Miscellaneous,,,PMID:19667173;PMID:22306194,0
MAR10461,Indoxyl Formation from Indole,H2O[c] + NADP+[c] + Indole[c] => 2 H+[c] + NADPH[c] + Indoxyl[c],,Cyp2e1,,,,,,Miscellaneous,,,PMID:11808865;PMID:12064372;PMID:21343587,0
MAR10462,Indoxyl Sulfate Formation from Indoxyl,PAPS[c] + Indoxyl[c] => PAP[c] + Indoxyl Sulfate[c],,Sult1a1,,,,,,Miscellaneous,,,PMID:11808865;PMID:12064372;PMID:21343587,0
MAR10463,Indole Uptake into the Liver,Indole[e] => Indole[c],,,,,,,,Transport reactions,,,PMID:21343587,0
MAR10464,Indoxyl Sulfate Transport into the Kidney via Oat1 (Slc22A6),AKG[c] + Indoxyl Sulfate[e] => AKG[e] + Indoxyl Sulfate[c],,Slc22a6,,,,,,Transport reactions,,,PMID:21476605;PMID:21343587;PMID:21303967,0
MAR10465,P-Cresol Uptake into the Liver,P-Cresol[e] => P-Cresol[c],,,,,,,,Transport reactions,,,PMID:21343587,0
MAR10466,Secretion of P-Cresol Sulfate,P-Cresol Sulfate[c] <=> P-Cresol Sulfate[e],,,,,,,,Transport reactions,,,PMID:21343587,0
MAR10468,3-Hydroxycinnamic Acid Uptake,3-Hydroxycinnamic Acid[e] <=> 3-Hydroxycinnamic Acid[c],,,,,,,,Transport reactions,,,PMID:12904817;PMID:12663291,0
MAR10470,3-Hydroxyphenylpropionic Acid Uptake,3-Hydroxyphenylpropionic Acid (3-Hppa)[e] <=> 3-(3-Hydroxy-Phenyl)Propionate[c],,,,,,,,Transport reactions,,,PMID:12904817;PMID:12663291,0
MAR10472,3-Hydroxycinnamic Acid Exchange,3-Hydroxycinnamic Acid[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10473,3-Hydroxyphenylpropionic Acid Exchange,3-Hydroxyphenylpropionic Acid (3-Hppa)[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10474,Exchange of Hippurate (Benzoylglycinate),hippurate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10475,Benzoic Acid Exchange,benzoate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10476,P-Cresol Exchange,P-Cresol[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10477,Exchange of P-Cresol Sulfate,P-Cresol Sulfate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10478,Exchange of Indoxyl Sulfate,Indoxyl Sulfate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10479,Transport of L-Normetanephrine,normetanephrine[e] <=> normetanephrine[c],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10480,Transport of Metanephrine,L-metanephrine[e] <=> L-metanephrine[c],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10481,"Transport of Trehalose, Reversible",trehalose[e] <=> trehalose[c],,,,,,,,Transport reactions,,,PMID:12065209,0
MAR10482,Transport of 16Alpha-Hydroxyestrone,16alpha-hydroxyestrone[c] <=> 16alpha-hydroxyestrone[e],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10483,Transport of Retinal,retinal[c] <=> retinal[e],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10484,"Transport of Maltotetraose, Reversible",maltotetraose[e] <=> maltotetraose[c],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10485,"Transport of Leucylleucine, Reversible",Leucylleucine[c] <=> Leucylleucine[e],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10486,Transport of Glycylproline,Glycylproline[c] <=> Glycylproline[e],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10487,Transport of Prolylglycine,L-Prolinylglycine[c] <=> L-Prolinylglycine[e],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10488,"Transport of 6,7-Dihydrobiopterin",dihydrobiopterin[c] <=> dihydrobiopterin[e],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10489,"Transport of 5,6,7,8-Tetrahydrobiopterin",tetrahydrobiopterin[c] <=> tetrahydrobiopterin[e],,,,,,,,Transport reactions,,,PMID:24870542,0
MAR10490,Exchange of L-Normetanephrine,normetanephrine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10491,Exchange of 16Alpha-Hydroxyestrone,16alpha-hydroxyestrone[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10492,Exchange of Retinal,retinal[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10493,Exchange of Maltotetraose,maltotetraose[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10494,Exchange of L-Prolinylglycine,L-Prolinylglycine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10495,"Exchange of 6,7-Dihydrobiopterin",dihydrobiopterin[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10496,"Exchange of 5,6,7,8-Tetrahydrobiopterin",tetrahydrobiopterin[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10497,Exchange of AlaArgCys,Alanyl-Arginyl-Cysteine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10498,Exchange of AlaArgGly,Alanyl-Arginyl-Glycine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10499,Exchange of AlaAsnLeu,Alanyl-Asparaginyl-Leucine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10500,Exchange of AlaGlyLys,Alanyl-Glycyl-Lysine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10501,Exchange of AlaHisAla,Alanyl-Histidyl-Alanine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10502,Exchange of AlaLysThr,Alanyl-Lysine-Threonine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10503,Exchange of ArgAlaAla,Arginyl-Alanyl-Alanine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10504,Exchange of ArgAlaPhe,Arginyl-Alanine-Phenylalanine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10505,Exchange of ArgAlaThr,Arginyl-Alanyl-Threonine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10506,Exchange of ArgArg,Arginyl-Arginine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10507,Exchange of ArgArgLys,Arginyl-Arginyl-Lysine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10508,Exchange of ArgArgMet,Arginyl-Arginyl-Metheonine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10509,Exchange of ArgCysGly,Arginyl-Cystinyl-Glycine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10510,Exchange of ArgCysSer,Arginyl-Cystinyl-Serine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10511,Exchange of ArgGluGlu,Arginyl-Glutamyl-Glutamate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10512,Exchange of ArgGluPro,Arginyl-Glutamyl-Proline[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10513,Exchange of ArgGlyGly,Arginyl-Glycyl-Glycine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10514,Exchange of ArgHisThr,Arginyl-Histidyl-Threonine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10515,Exchange of ArgLeuPhe,Arginyl-Leucyl-Phenylalanine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10516,Exchange of ArgLysAsp,Arginyl-Lysyl-Aspartate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10517,Exchange of ArgPheArg,Arginyl-Phenylalanine-Arginine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10518,Exchange of ArgProMet,Arginyl-Prolyl-Methionine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10519,Exchange of ArgProThr,Arginyl-Prolyl-Threonine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10520,Exchange of ArgSerSer,Arginyl-Seryl-Serine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10521,Exchange of ArgTyrVal,Arginyl-Tyrosyl-Valine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10522,Exchange of ArgValCys,Arginyl-Valyl-Cysteine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10523,Exchange of ArgValTrp,Arginyl-Valyl-Tryptophan[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10524,Exchange of AsnAsnArg,Asparaginyl-Asparaginyl-Arginine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10525,Exchange of AsnCysCys,Asparaginyl-Cysteinyl-Cysteine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10526,Exchange of AsnMetPro,Asparaginyl-Methionyl-Proline[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10527,Exchange of AsnPheAsp,Asparaginyl-Phenylalanyl-Aspartate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10528,Exchange of AsnPheCys,Asparaginyl-Phenylalanyl-Cysteine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10529,Exchange of AsnTyrGly,Asparaginyl-Tyrosyl-Glycine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10530,Exchange of AsnTyrPhe,Asparaginyl-Tyrosyl-Phenylalanine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10531,Exchange of AsnTyrThr,Asparaginyl-Tyrosyl-Threonine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10532,Exchange of AspAlaArg,Asparaginyl-Alanyl-Arginine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10533,Exchange of AspAsnGlu,Aspartyl-Asparaginyl-Glutamate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10534,Exchange of AspGlu,Aspartyl-Glutamate[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10535,Exchange of AspGluPro,Aspartyl-Glutamyl-Proline[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10536,Exchange of AspGluTrp,Aspartyl-Glutamyl-Tryptophan[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
MAR10537,Exchange of AspHisCys,Aspartyl-Histidyl-Cysteine[e] <=> ,,,,,,,,Exchange/demand reactions,,,,0
